
TDR_alpha20_2s_3by2_alphaonly_eta99_gam8_ic20_confidence90.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.1,0.25,23,23,-4,3,2,2,0,2,4,0.15297,0.24992,0.27597,0.27148,0.78441,0.08659,0.0887,0.07907,0.0414,0.0473,0.06568,0.01339,0.16497,0.08388,0.59336,0.04994,47.6265678530671,46,50,0.99,0.08,0.2,0.9
0.1,0.3,14,14,-3,2,2,2,1,2,3,0.12802,0.20268,0.24484,0.23648,0.76714,0.17371,0.03858,0.01029,0,0.03858,0,0.01029,0.24622,0.02443,0.58718,0.04885,29.6512954913883,28,32,0.99,0.08,0.2,0.9
0.1,0.35,12,12,-2,2,2,2,0,2,3,0.10283,0.17667,0.2396,0.21921,0.81329,0.06382,0.0753,0.07668,0.03266,0.04264,0.06616,0.01052,0.15659,0.07599,0.66528,0.04622,25.3388695124143,24,28,0.99,0.08,0.2,0.9
0.2,0.35,28,28,-4,6,2,2,1,2,8,0.17386,0.27443,0.30504,0.31373,0.77215,0.15196,0.09165,0.03225,0,0.09165,0,0.03225,0.22439,0.06195,0.5101,0.04364,57.9595997100738,56,60,0.99,0.08,0.2,0.9
0.2,0.4,17,17,-4,4,2,2,0,1,6,0.14408,0.25852,0.35133,0.36079,0.79593,0.08413,0.16471,0.07219,0,0.16471,0,0.07219,0.13966,0.11845,0.55155,0.04776,35.7937924162476,34,38,0.99,0.08,0.2,0.9
0.2,0.45,12,12,-3,3,2,2,1,2,4,0.17124,0.2236,0.26501,0.26479,0.78749,0.16224,0.02992,0.00553,0,0.02992,0,0.00553,0.23535,0.01772,0.56348,0.04474,25.7460802126324,24,28,0.99,0.08,0.2,0.9
0.35,0.5,30,30,-7,11,3,3,1,2,14,0.17907,0.27801,0.31212,0.33184,0.75292,0.15381,0.1031,0.04349,0,0.1031,0,0.04349,0.20918,0.0733,0.50865,0.04978,62.9481279929796,60,66,0.99,0.08,0.2,0.9
0.35,0.55,19,19,-3,7,2,2,0,2,9,0.19868,0.26472,0.3025,0.31088,0.7796,0.09754,0.10659,0.0783,0.03857,0.06802,0.0598,0.0185,0.19096,0.09244,0.50376,0.04456,39.9849429738362,38,42,0.99,0.08,0.2,0.9
0.35,0.6,13,13,-2,5,2,2,1,2,7,0.16645,0.2228,0.27355,0.27972,0.77709,0.15289,0.0732,0.02028,0,0.0732,0,0.02028,0.22368,0.04674,0.53667,0.04973,27.8533273973501,26,30,0.99,0.08,0.2,0.9
0.3,0.45,32,32,-4,10,2,2,1,2,13,0.15283,0.26146,0.30166,0.32085,0.75044,0.14175,0.13352,0.06128,0,0.13352,0,0.06128,0.20232,0.0974,0.51133,0.04652,65.9546825343144,64,68,0.99,0.08,0.2,0.9
0.3,0.5,18,18,-5,6,2,2,1,2,8,0.16386,0.23742,0.28582,0.29713,0.7547,0.16493,0.08263,0.03158,0,0.08263,0,0.03158,0.21777,0.05711,0.53574,0.04878,37.857051022677,36,40,0.99,0.08,0.2,0.9
0.4,0.6,19,19,-3,8,3,3,1,2,11,0.16779,0.24286,0.29341,0.30605,0.77218,0.14781,0.09961,0.03426,0,0.09961,0,0.03426,0.22246,0.06694,0.51014,0.04575,40.9391579671138,38,44,0.99,0.08,0.2,0.9
0.4,0.65,13,13,-4,6,2,2,1,2,8,0.1514,0.20896,0.26608,0.27477,0.7673,0.16048,0.07251,0.02513,0,0.07251,0,0.02513,0.19998,0.04882,0.57611,0.04708,27.6955543517862,26,30,0.99,0.08,0.2,0.9
0.5,0.65,29,29,-6,15,4,4,1,2,19,0.18399,0.27811,0.31091,0.33248,0.75451,0.15553,0.10134,0.0412,0,0.10134,0,0.0412,0.21227,0.07127,0.50239,0.04875,61.9809156040576,58,66,0.99,0.08,0.2,0.9
0.5,0.7,17,17,-3,9,3,3,1,2,12,0.17781,0.24336,0.28558,0.29798,0.75951,0.16411,0.08166,0.02714,0,0.08166,0,0.02714,0.22293,0.0544,0.5176,0.04925,36.8943943218328,34,40,0.99,0.08,0.2,0.9
0.55,0.7,28,28,-6,16,2,2,0,1,19,0.19774,0.31671,0.36565,0.4077,0.77843,0.10681,0.14064,0.06487,0,0.14064,0,0.06487,0.14742,0.10276,0.51419,0.04989,57.9432238261389,56,60,0.99,0.08,0.2,0.9
0.55,0.75,17,17,-3,10,3,3,1,2,13,0.17704,0.24161,0.28214,0.29275,0.76947,0.15999,0.0743,0.02306,0,0.0743,0,0.02306,0.20898,0.04868,0.53968,0.04749,36.7619175816871,34,40,0.99,0.08,0.2,0.9
0.6,0.85,9,9,-2,6,3,3,-1,1,9,0.18746,0.2605,0.35034,0.37678,0.83808,0.03991,0.14271,0.07792,0.02339,0.11932,0.04692,0.031,0.13312,0.11032,0.53671,0.04409,20.7797446324393,18,24,0.99,0.08,0.2,0.9
0.65,0.85,13,13,-3,9,4,4,1,2,13,0.16009,0.21572,0.24876,0.25413,0.75067,0.18946,0.07752,0.02252,0,0.07752,0,0.02252,0.25572,0.05002,0.50668,0.03735,29.946559883661,26,34,0.99,0.08,0.2,0.9
0.7,0.85,22,22,-3,16,2,2,0,1,19,0.19283,0.30565,0.3532,0.39598,0.79193,0.1045,0.14105,0.05892,0,0.14105,0,0.05892,0.14451,0.09998,0.52161,0.04465,45.9135429875961,44,48,0.99,0.08,0.2,0.9
