
TDR_alpha20_1s_3by2_alphaonly_eta99_gam11_ic20_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,31,31,-5,1,3,0.17036,0.37242,0.37242,0.59033,0.81465,0.07828,0.23915,0.10707,0.03038,0.20877,0.04944,0.05764,0.59049,0.17311,62,0.99,0.11,0.2,0.9
0.1,0.2,55,55,-8,1,8,0.1588,0.38556,0.38556,0.5494,0.84851,0.05141,0.29904,0.10008,0.02163,0.27741,0.03592,0.06416,0.54216,0.19956,110,0.99,0.11,0.2,0.9
0.15,0.25,68,68,-10,2,13,0.16851,0.33896,0.33896,0.53587,0.83203,0.05834,0.23444,0.10962,0.04417,0.19028,0.0672,0.04242,0.59704,0.17203,136,0.99,0.11,0.2,0.9
0.2,0.3,75,75,-11,1,18,0.19864,0.40408,0.40408,0.52937,0.85365,0.0472,0.29299,0.09914,0.03236,0.26063,0.0446,0.05454,0.50837,0.19607,150,0.99,0.11,0.2,0.9
0.25,0.35,86,86,-12,2,25,0.1825,0.35754,0.35754,0.52801,0.83581,0.05444,0.2555,0.10975,0.04225,0.21325,0.06286,0.04688,0.56199,0.18262,172,0.99,0.11,0.2,0.9
0.3,0.4,94,94,-14,2,32,0.18555,0.3632,0.3632,0.52407,0.8407,0.0516,0.26136,0.10768,0.04128,0.22008,0.06072,0.04696,0.55308,0.18452,188,0.99,0.11,0.2,0.9
0.4,0.5,100,100,-14,2,44,0.1934,0.36807,0.36807,0.52151,0.84115,0.05032,0.26402,0.10851,0.04311,0.22091,0.06215,0.04636,0.54257,0.18627,200,0.99,0.11,0.2,0.9
0.5,0.6,100,100,-14,2,54,0.19717,0.36845,0.36845,0.52214,0.84302,0.0485,0.26373,0.10846,0.04487,0.21886,0.06397,0.04449,0.53909,0.18609,200,0.99,0.11,0.2,0.9
0.55,0.65,98,98,-14,2,58,0.19079,0.36356,0.36356,0.52609,0.8413,0.04901,0.26615,0.10967,0.04217,0.22398,0.06301,0.04666,0.54305,0.18791,196,0.99,0.11,0.2,0.9
0.6,0.7,95,95,-14,2,61,0.19006,0.3612,0.3612,0.52488,0.84493,0.04683,0.26487,0.10822,0.0428,0.22207,0.06381,0.04441,0.54506,0.18655,190,0.99,0.11,0.2,0.9
