
TDR_alpha20_1s_3by2_alphaonly_eta99_gam10_ic15_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,46,46,-6,2,4,0.13694,0.29027,0.29027,0.56885,0.84861,0.0537,0.1531,0.09769,0.05995,0.09315,0.08069,0.017,0.70995,0.1254,92,0.99,0.1,0.15,0.9
0.1,0.2,68,68,-9,2,9,0.17812,0.34291,0.34291,0.546,0.88189,0.0348,0.21346,0.0833,0.05879,0.15466,0.06334,0.01997,0.60842,0.14838,136,0.99,0.1,0.15,0.9
0.15,0.25,88,88,-11,3,16,0.16834,0.30616,0.30616,0.53099,0.86842,0.03433,0.20193,0.09724,0.07201,0.12992,0.08099,0.01625,0.62972,0.14958,176,0.99,0.1,0.15,0.9
0.05,0.2,17,17,-4,1,2,0.17289,0.33065,0.36916,0.98342,0.82798,0.07823,0.19128,0.09379,0.03486,0.15642,0.05378,0.04001,0.63583,0.14254,34,0.99,0.1,0.15,0.9
0.1,0.25,33,33,-7,2,5,0.15954,0.27587,0.30303,0.56169,0.85896,0.04312,0.17697,0.09791,0.07077,0.1062,0.08242,0.01549,0.66349,0.13744,66,0.99,0.1,0.15,0.9
0.15,0.3,44,44,-8,2,9,0.15849,0.29729,0.33219,0.54834,0.88541,0.03413,0.21498,0.08046,0.04736,0.16762,0.05821,0.02225,0.62653,0.14772,88,0.99,0.1,0.15,0.9
0.2,0.35,52,52,-7,3,13,0.1539,0.25796,0.28172,0.53926,0.86786,0.0322,0.18975,0.09994,0.07423,0.11551,0.08654,0.0134,0.65635,0.14484,104,0.99,0.1,0.15,0.9
0.25,0.4,56,56,-10,3,17,0.15421,0.26553,0.29285,0.53288,0.86827,0.034,0.20114,0.09773,0.06291,0.13823,0.08004,0.01768,0.64465,0.14943,112,0.99,0.1,0.15,0.9
0.3,0.45,63,63,-11,3,22,0.1684,0.28289,0.30937,0.53379,0.88752,0.02579,0.21126,0.08669,0.06627,0.145,0.07226,0.01442,0.62033,0.14898,126,0.99,0.1,0.15,0.9
0.35,0.5,68,68,-12,3,27,0.17666,0.29311,0.31917,0.53126,0.89863,0.02141,0.21743,0.07995,0.06753,0.1499,0.0673,0.01265,0.60591,0.14869,136,0.99,0.1,0.15,0.9
0.4,0.55,70,70,-12,3,31,0.19129,0.30212,0.32505,0.52716,0.90425,0.01774,0.21996,0.078,0.07808,0.14188,0.06814,0.00986,0.58874,0.14898,140,0.99,0.1,0.15,0.9
0.45,0.6,71,71,-12,4,36,0.13834,0.24021,0.26451,0.53067,0.87206,0.02827,0.19913,0.09965,0.05994,0.13919,0.08415,0.0155,0.66252,0.14939,142,0.99,0.1,0.15,0.9
0.5,0.65,70,70,-12,3,38,0.19461,0.30218,0.32369,0.52805,0.90766,0.01542,0.22234,0.07691,0.08057,0.14177,0.06823,0.00867,0.58305,0.14962,140,0.99,0.1,0.15,0.9
0.55,0.7,69,69,-12,3,41,0.19084,0.29799,0.31916,0.53252,0.91021,0.01427,0.22237,0.07551,0.07873,0.14364,0.06729,0.00822,0.58678,0.14894,138,0.99,0.1,0.15,0.9
0.6,0.75,65,65,-11,3,42,0.18593,0.28892,0.30889,0.53198,0.90728,0.01404,0.22061,0.07867,0.07927,0.14134,0.07072,0.00795,0.59345,0.14964,130,0.99,0.1,0.15,0.9
0.65,0.8,61,61,-10,3,43,0.1613,0.26833,0.29161,0.53777,0.90396,0.01589,0.21889,0.08014,0.06262,0.15626,0.06984,0.01031,0.61981,0.14952,122,0.99,0.1,0.15,0.9
0.7,0.85,56,56,-9,3,42,0.1718,0.26225,0.27645,0.54151,0.90752,0.01042,0.21425,0.08205,0.08305,0.1312,0.07658,0.00548,0.61394,0.14815,112,0.99,0.1,0.15,0.9
0.05,0.25,13,13,-4,1,2,0.11987,0.27164,0.35562,0.98724,0.83856,0.07386,0.19585,0.08758,0.01555,0.1803,0.03473,0.05285,0.68428,0.14172,26,0.99,0.1,0.15,0.9
0.1,0.3,22,22,-6,2,4,0.12173,0.22257,0.27529,0.57357,0.85451,0.05035,0.14841,0.09514,0.05019,0.09822,0.07743,0.01771,0.72985,0.12177,44,0.99,0.1,0.15,0.9
0.15,0.35,25,25,-6,2,6,0.12378,0.22864,0.29151,0.56481,0.85037,0.0524,0.18793,0.09723,0.03773,0.1502,0.067,0.03024,0.68829,0.14258,50,0.99,0.1,0.15,0.9
0.2,0.4,29,29,-7,2,8,0.15719,0.26061,0.31675,0.55573,0.87566,0.03613,0.20563,0.0882,0.05252,0.15312,0.06734,0.02086,0.63717,0.14692,58,0.99,0.1,0.15,0.9
0.25,0.45,34,34,-8,2,11,0.16244,0.27234,0.33269,0.54734,0.89587,0.02774,0.22253,0.07639,0.0481,0.17443,0.05692,0.01947,0.61502,0.14946,68,0.99,0.1,0.15,0.9
0.3,0.5,36,36,-9,2,13,0.19506,0.29676,0.34587,0.54564,0.9063,0.02035,0.22309,0.07334,0.06841,0.15468,0.06107,0.01227,0.58185,0.14822,72,0.99,0.1,0.15,0.9
0.35,0.55,39,39,-9,3,17,0.12385,0.21397,0.26707,0.54237,0.86895,0.03451,0.19763,0.09654,0.04506,0.15256,0.07515,0.02139,0.67852,0.14708,78,0.99,0.1,0.15,0.9
0.4,0.6,39,39,-9,3,19,0.12585,0.21426,0.26693,0.54201,0.8674,0.03415,0.2014,0.09844,0.04547,0.15592,0.07671,0.02173,0.67275,0.14992,78,0.99,0.1,0.15,0.9
0.45,0.65,40,40,-9,3,21,0.14888,0.2326,0.27463,0.53887,0.88312,0.02355,0.20251,0.09332,0.06415,0.13836,0.08058,0.01274,0.6486,0.14792,80,0.99,0.1,0.15,0.9
0.5,0.7,39,39,-9,2,22,0.19704,0.2986,0.34927,0.54287,0.92063,0.01415,0.23426,0.06522,0.06414,0.17013,0.05514,0.01008,0.56869,0.14974,78,0.99,0.1,0.15,0.9
0.55,0.75,38,38,-9,3,24,0.13934,0.21931,0.25999,0.54607,0.88206,0.02213,0.20248,0.0958,0.05953,0.14295,0.0831,0.0127,0.65817,0.14914,76,0.99,0.1,0.15,0.9
0.6,0.8,36,36,-8,2,24,0.19426,0.29005,0.33589,0.54894,0.92558,0.01073,0.23217,0.06368,0.06723,0.16494,0.05619,0.00749,0.57357,0.14793,72,0.99,0.1,0.15,0.9
0.65,0.85,35,35,-8,3,26,0.11641,0.1914,0.22967,0.55319,0.88809,0.01782,0.19775,0.09409,0.04868,0.14906,0.08273,0.01136,0.68584,0.14592,70,0.99,0.1,0.15,0.9
0.7,0.9,30,30,-6,2,23,0.19622,0.27584,0.30441,0.56102,0.93167,0.00493,0.22506,0.0634,0.08512,0.13994,0.06054,0.00286,0.57872,0.14423,60,0.99,0.1,0.15,0.9
0.05,0.3,10,10,-4,1,2,0.07959,0.20861,0.3363,0.99014,0.8273,0.07683,0.19523,0.09588,0.00655,0.18868,0.02339,0.07248,0.72518,0.14555,20,0.99,0.1,0.15,0.9
0.1,0.35,16,16,-4,2,3,0.12985,0.2043,0.25837,0.59483,0.86144,0.0386,0.13169,0.09996,0.08082,0.05087,0.09342,0.00655,0.73845,0.11583,32,0.99,0.1,0.15,0.9
0.15,0.4,18,18,-6,2,5,0.09452,0.17995,0.26603,0.57606,0.84345,0.05885,0.17002,0.0977,0.02604,0.14398,0.06238,0.03532,0.73546,0.13386,36,0.99,0.1,0.15,0.9
0.2,0.45,19,19,-6,2,6,0.1234,0.20549,0.28231,0.56851,0.85052,0.04975,0.18613,0.09973,0.03966,0.14647,0.07176,0.02796,0.69048,0.14293,38,0.99,0.1,0.15,0.9
0.25,0.5,20,20,-6,2,7,0.15494,0.23225,0.2973,0.55827,0.86201,0.03856,0.19554,0.09942,0.05926,0.13628,0.08031,0.01911,0.64952,0.14748,40,0.99,0.1,0.15,0.9
0.3,0.55,23,23,-7,2,9,0.16761,0.24848,0.31354,0.55806,0.88913,0.02641,0.20838,0.08446,0.06152,0.14686,0.06974,0.01472,0.62401,0.14642,46,0.99,0.1,0.15,0.9
0.35,0.6,25,25,-7,2,11,0.17019,0.25371,0.32113,0.5544,0.90309,0.02116,0.21671,0.07574,0.05863,0.15808,0.0625,0.01324,0.6131,0.14622,50,0.99,0.1,0.15,0.9
0.4,0.65,25,25,-7,2,12,0.1915,0.26863,0.32473,0.55053,0.90735,0.01649,0.21731,0.07615,0.07618,0.14113,0.06717,0.00898,0.59118,0.14673,50,0.99,0.1,0.15,0.9
0.45,0.7,26,26,-7,2,14,0.17691,0.25871,0.32316,0.55367,0.915,0.01539,0.2226,0.06961,0.06139,0.16121,0.05949,0.01012,0.60049,0.1461,52,0.99,0.1,0.15,0.9
0.5,0.75,24,24,-7,2,14,0.19192,0.26447,0.3164,0.55437,0.90891,0.01376,0.21951,0.07733,0.07869,0.14081,0.06974,0.00759,0.58857,0.14842,48,0.99,0.1,0.15,0.9
0.55,0.8,23,23,-6,2,15,0.16345,0.23854,0.30146,0.56092,0.90567,0.01625,0.22191,0.07808,0.05682,0.16509,0.06697,0.01111,0.61463,0.15,46,0.99,0.1,0.15,0.9
0.6,0.85,22,22,-6,2,15,0.19641,0.26008,0.2979,0.56438,0.91642,0.00763,0.21932,0.07595,0.09339,0.12593,0.07219,0.00376,0.58427,0.14763,44,0.99,0.1,0.15,0.9
0.65,0.9,20,20,-6,2,15,0.17001,0.23308,0.27338,0.57256,0.91476,0.0072,0.2149,0.07804,0.07539,0.13951,0.07399,0.00405,0.61509,0.14647,40,0.99,0.1,0.15,0.9
0.7,0.95,17,17,-5,2,14,0.14042,0.19692,0.2331,0.59114,0.90627,0.00547,0.208,0.08825,0.06149,0.14651,0.08493,0.00333,0.65158,0.14813,34,0.99,0.1,0.15,0.9
