
TDR_alpha10_2s_3by2_alphamax30_eta99_gam6_ic25_confidence30.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,30,30,0,2,6,0.06302,0.28086,0.28086,0.09858,0.85255,0.04325,0.13424,0.05571,0.00557,0.12867,0.01764,0.03807,0.24827,0.09497,0.55447,0.04848,86.7319385330219,60,120,0.99,0.06,0.25,0.3
0.1,0.2,44,44,-4,5,47,47,1,2,14,0.05858,0.29741,0.29741,0.09385,0.85685,0.04032,0.18114,0.05562,0,0.18114,0,0.05562,0.20646,0.11838,0.55382,0.04721,129.940671754228,88,182,0.99,0.06,0.25,0.3
0.15,0.25,50,50,-5,8,68,68,1,3,24,0.05907,0.27246,0.27246,0.0926,0.85394,0.03988,0.16897,0.0577,0.00235,0.16662,0.00896,0.04874,0.24649,0.11333,0.52547,0.04847,164.536469159603,100,236,0.99,0.06,0.25,0.3
0.2,0.3,53,53,-7,11,85,85,1,3,35,0.06152,0.28272,0.28272,0.09626,0.85469,0.03764,0.18476,0.05805,0.0019,0.18286,0.00713,0.05092,0.25101,0.1214,0.50271,0.0496,190.539626070934,106,276,0.99,0.06,0.25,0.3
0.25,0.35,62,62,-7,16,89,89,2,3,46,0.06318,0.28655,0.28655,0.09875,0.85271,0.04328,0.18931,0.05536,0,0.18931,0,0.05536,0.23306,0.12233,0.51443,0.04863,210.430763962214,124,302,0.99,0.06,0.25,0.3
0.7,0.8,52,52,-5,37,85,85,2,3,104,0.06379,0.26426,0.26426,0.09803,0.85319,0.04477,0.18704,0.05274,0,0.18704,0,0.05274,0.23379,0.11989,0.51537,0.04929,186.387804620313,104,274,0.99,0.06,0.25,0.3
0.05,0.2,22,22,-3,2,10,10,0,2,4,0.05742,0.2112,0.25955,0.09043,0.85537,0.04321,0.08832,0.0529,0.00778,0.08055,0.0259,0.027,0.15522,0.07061,0.69903,0.04851,50.0194508320839,44,64,0.99,0.06,0.25,0.3
0.1,0.25,23,23,-4,3,22,22,0,2,8,0.06169,0.22221,0.28464,0.09703,0.85921,0.03623,0.14261,0.05462,0.00422,0.13839,0.0142,0.04042,0.20234,0.09862,0.59336,0.04994,63.8922463837381,46,90,0.99,0.06,0.25,0.3
0.15,0.3,24,24,-3,4,32,32,1,2,13,0.05789,0.21559,0.28631,0.09233,0.85526,0.04093,0.18531,0.05388,0,0.18531,0,0.05388,0.23653,0.11959,0.52027,0.04992,78.7026778021957,48,112,0.99,0.06,0.25,0.3
0.2,0.35,28,28,-4,6,39,39,2,3,19,0.05283,0.19035,0.25235,0.08358,0.85196,0.05476,0.16032,0.04963,0,0.16032,0,0.04963,0.27675,0.10498,0.5101,0.04364,94.2121943464385,56,134,0.99,0.06,0.25,0.3
0.25,0.4,30,30,-4,8,42,42,1,2,24,0.06029,0.21699,0.29535,0.09564,0.86024,0.03471,0.2002,0.05571,0,0.2002,0,0.05571,0.21342,0.12795,0.52608,0.04934,99.8089411454626,60,144,0.99,0.06,0.25,0.3
0.3,0.45,32,32,-4,10,44,44,1,3,29,0.06491,0.20445,0.26717,0.09952,0.85655,0.04046,0.17241,0.05645,0.00274,0.16967,0.0101,0.04636,0.25135,0.11443,0.51133,0.04652,107.003015754916,64,152,0.99,0.06,0.25,0.3
0.35,0.5,30,30,-7,11,48,48,1,2,34,0.06188,0.21382,0.29537,0.09776,0.85303,0.03743,0.2061,0.05976,0,0.2061,0,0.05976,0.22338,0.13293,0.50865,0.04978,107.170047887673,60,156,0.99,0.06,0.25,0.3
0.4,0.55,34,34,-4,14,49,49,2,4,40,0.06296,0.18508,0.23732,0.09477,0.8514,0.05033,0.15061,0.05215,0.00316,0.14745,0.01249,0.03966,0.27563,0.10138,0.51079,0.04611,115.942490824607,68,166,0.99,0.06,0.25,0.3
0.45,0.6,30,30,-6,14,50,50,1,2,43,0.06226,0.21002,0.29183,0.098,0.85402,0.03655,0.20935,0.05999,0,0.20935,0,0.05999,0.22314,0.13467,0.50525,0.04943,109.475205213779,60,160,0.99,0.06,0.25,0.3
0.5,0.65,29,29,-6,15,55,55,1,4,49,0.06033,0.17968,0.23346,0.09118,0.85189,0.04082,0.15118,0.05853,0.00534,0.14584,0.02142,0.03711,0.28609,0.10486,0.50239,0.04875,112.737589555792,58,168,0.99,0.06,0.25,0.3
0.55,0.7,28,28,-6,16,47,47,1,2,48,0.06219,0.20358,0.28395,0.09749,0.85272,0.03808,0.2036,0.05931,0,0.2036,0,0.05931,0.22001,0.13145,0.51419,0.04989,101.665759914264,56,150,0.99,0.06,0.25,0.3
0.6,0.75,29,29,-4,18,47,47,1,4,52,0.06265,0.17313,0.22023,0.0929,0.85528,0.04077,0.14183,0.05898,0.00668,0.13515,0.02665,0.03233,0.27326,0.1004,0.52226,0.04497,102.90767048022,58,152,0.99,0.06,0.25,0.3
0.65,0.8,25,25,-5,17,40,40,1,3,48,0.06634,0.18436,0.24097,0.09932,0.85281,0.04538,0.15316,0.05414,0.00367,0.14949,0.01528,0.03886,0.24545,0.10365,0.53505,0.04767,87.1962510227632,50,130,0.99,0.06,0.25,0.3
0.7,0.85,22,22,-3,16,36,36,1,3,46,0.06105,0.1687,0.2205,0.09153,0.85022,0.04631,0.1559,0.05883,0.00384,0.15206,0.01832,0.0405,0.26144,0.10736,0.52161,0.04465,78.4437737767296,44,116,0.99,0.06,0.25,0.3
