
TDR_alpha20_2s_3by2_alphaonly_eta99_gam9_ic15_confidence90.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,2,2,-5,1,3,0.17897,0.37835,0.37835,0.3672,0.82649,0.03561,0.15527,0.08942,0.0339,0.12137,0.05058,0.03883,0.11128,0.12234,0.55447,0.04848,61.7821292355348,60,64,0.99,0.09,0.15,0.9
0.1,0.2,44,44,-4,5,2,2,1,2,7,0.13416,0.29228,0.29228,0.29505,0.76207,0.13936,0.11429,0.05137,0,0.11429,0,0.05137,0.19773,0.08283,0.55382,0.04721,89.7847094363501,88,92,0.99,0.09,0.15,0.9
0.15,0.25,50,50,-5,8,2,2,0,2,10,0.18441,0.32393,0.32393,0.33478,0.77592,0.10054,0.11776,0.07506,0.02339,0.09438,0.0394,0.03566,0.17236,0.09641,0.52547,0.04847,101.898131445871,100,104,0.99,0.09,0.15,0.9
0.2,0.3,53,53,-7,11,3,3,0,1,14,0.18763,0.37501,0.37501,0.40355,0.78101,0.09693,0.16034,0.07246,0,0.16034,0,0.07246,0.14932,0.1164,0.50271,0.0496,108.983751508386,106,112,0.99,0.09,0.15,0.9
0.25,0.35,62,62,-7,16,4,4,1,2,20,0.16032,0.32263,0.32263,0.34687,0.75415,0.12793,0.14269,0.06929,0,0.14269,0,0.06929,0.18255,0.10599,0.51443,0.04863,127.884528717403,124,132,0.99,0.09,0.15,0.9
0.3,0.4,65,65,-8,20,5,5,-1,2,24,0.19969,0.34746,0.34746,0.36869,0.78049,0.08013,0.13663,0.08987,0.02807,0.10856,0.04687,0.043,0.15316,0.11325,0.51051,0.0495,134.894947758407,130,140,0.99,0.09,0.15,0.9
0.35,0.45,70,70,-7,25,6,6,1,3,30,0.17721,0.30263,0.30263,0.31975,0.75299,0.12763,0.11258,0.07025,0.01598,0.0966,0.03084,0.03941,0.19708,0.09142,0.51312,0.04911,145.842543915763,140,152,0.99,0.09,0.15,0.9
0.4,0.5,69,69,-7,28,6,6,1,2,34,0.16916,0.33003,0.33003,0.36185,0.75385,0.124,0.14889,0.07217,0,0.14889,0,0.07217,0.1794,0.11053,0.50254,0.04997,143.969546767734,138,150,0.99,0.09,0.15,0.9
0.45,0.55,70,70,-8,32,6,6,0,2,38,0.18216,0.33853,0.33853,0.36866,0.76565,0.10163,0.14548,0.08363,0.01143,0.13405,0.02277,0.06085,0.16565,0.11456,0.50669,0.04908,145.919722556347,140,152,0.99,0.09,0.15,0.9
0.5,0.6,67,67,-9,34,5,5,0,1,40,0.17978,0.36317,0.36317,0.41035,0.76543,0.09746,0.17313,0.08756,0,0.17313,0,0.08756,0.14472,0.13034,0.50236,0.04955,138.976403389441,134,144,0.99,0.09,0.15,0.9
