
TDR_alpha10_2s_3by2_alphaonly_eta99_gam8_ic10_confidence90.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,24,24,-7,2,5,0.09553,0.28701,0.28701,0.24762,0.85392,0.02993,0.11927,0.06767,0.02502,0.09425,0.04664,0.02103,0.23073,0.09347,0.55447,0.04848,81.3855508264175,60,108,0.99,0.08,0.1,0.9
0.1,0.2,44,44,-4,5,37,37,1,2,12,0.08794,0.31228,0.31228,0.27405,0.86095,0.05214,0.15286,0.0397,0,0.15286,0,0.0397,0.20537,0.09628,0.55382,0.04721,121.017124572478,88,162,0.99,0.08,0.1,0.9
0.15,0.25,50,50,-5,8,52,52,0,3,20,0.09417,0.28487,0.28487,0.26096,0.85322,0.04204,0.1411,0.05626,0.01083,0.13027,0.02552,0.03074,0.23926,0.09868,0.52547,0.04847,149.351417592638,100,204,0.99,0.08,0.1,0.9
0.2,0.3,53,53,-7,11,68,68,2,3,30,0.09103,0.29521,0.29521,0.27128,0.85381,0.05978,0.1529,0.03681,0,0.1529,0,0.03681,0.25336,0.09485,0.50271,0.0496,173.631700856747,106,242,0.99,0.08,0.1,0.9
0.25,0.35,62,62,-7,16,69,69,2,3,39,0.09845,0.30435,0.30435,0.28576,0.85506,0.0587,0.15468,0.03759,0,0.15468,0,0.03759,0.23242,0.09614,0.51443,0.04863,191.008120375199,124,262,0.99,0.08,0.1,0.9
0.3,0.4,65,65,-8,20,82,82,1,4,51,0.09513,0.2813,0.2813,0.26503,0.85177,0.04732,0.14511,0.05138,0.00789,0.13722,0.01996,0.03142,0.24924,0.09825,0.51051,0.0495,210.277143237878,130,294,0.99,0.08,0.1,0.9
0.35,0.45,70,70,-7,25,81,81,2,4,60,0.09882,0.28493,0.28493,0.27197,0.85067,0.05619,0.14485,0.04401,0.0042,0.14065,0.01088,0.03313,0.24319,0.09443,0.51312,0.04911,218.874342862806,140,302,0.99,0.08,0.1,0.9
0.4,0.5,69,69,-7,28,92,92,2,4,72,0.09775,0.28811,0.28811,0.27396,0.85664,0.05151,0.1511,0.04186,0.00377,0.14733,0.00967,0.03219,0.2486,0.09648,0.50254,0.04997,229.533050438583,138,322,0.99,0.08,0.1,0.9
0.45,0.55,70,70,-8,32,92,92,3,4,81,0.09059,0.2834,0.2834,0.26986,0.85087,0.06207,0.15387,0.03796,0,0.15387,0,0.03796,0.24884,0.09592,0.50669,0.04908,230.769079197327,140,324,0.99,0.08,0.1,0.9
0.5,0.6,67,67,-9,34,93,93,3,4,88,0.09185,0.28214,0.28214,0.27035,0.85016,0.06361,0.1519,0.03666,0,0.1519,0,0.03666,0.25387,0.09428,0.50236,0.04955,226.561103043609,134,320,0.99,0.08,0.1,0.9
0.55,0.65,68,68,-7,38,87,87,2,4,93,0.09362,0.27929,0.27929,0.26945,0.8513,0.05355,0.15076,0.04534,0.00363,0.14713,0.01031,0.03503,0.23992,0.09805,0.51569,0.04979,220.270693494308,136,310,0.99,0.08,0.1,0.9
0.6,0.7,64,64,-7,39,84,84,1,4,96,0.09862,0.27755,0.27755,0.26945,0.85531,0.04581,0.14665,0.0504,0.00794,0.13872,0.02062,0.02978,0.24187,0.09853,0.51284,0.04846,209.842684693241,128,296,0.99,0.08,0.1,0.9
