
TDR_alpha20_2s_3by2_alphamax30_eta99_gam10_ic15_confidence30.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,3,3,0,2,3,0.13862,0.25892,0.25892,0.17471,0.75805,0.1031,0.0891,0.09036,0.04829,0.04081,0.07868,0.01168,0.21781,0.08973,0.55447,0.04848,62.6731938533022,60,66,0.99,0.1,0.15,0.3
0.1,0.2,44,44,-4,5,2,2,0,2,7,0.13416,0.29228,0.29228,0.18067,0.76207,0.10004,0.13195,0.09068,0.01766,0.11429,0.03931,0.05137,0.18007,0.11131,0.55382,0.04721,89.7847094363501,88,92,0.99,0.1,0.15,0.3
0.15,0.25,50,50,-5,8,4,4,0,2,11,0.14354,0.30575,0.30575,0.19321,0.75489,0.10217,0.14799,0.09446,0.01379,0.1342,0.03105,0.06341,0.183,0.12123,0.52547,0.04847,103.796262891741,100,108,0.99,0.1,0.15,0.3
0.2,0.3,53,53,-7,11,13,13,1,2,17,0.13032,0.30676,0.30676,0.18089,0.75379,0.11775,0.16037,0.07886,0,0.16037,0,0.07886,0.2066,0.11962,0.50271,0.0496,118.929589869672,106,132,0.99,0.1,0.15,0.3
0.25,0.35,62,62,-7,16,10,10,0,2,22,0.14307,0.31792,0.31792,0.19551,0.76072,0.09401,0.16538,0.09663,0.00868,0.1567,0.02072,0.07592,0.17711,0.13101,0.51443,0.04863,133.711321793507,124,144,0.99,0.1,0.15,0.3
0.3,0.4,65,65,-8,20,13,13,1,2,28,0.13369,0.31232,0.31232,0.18582,0.75083,0.11121,0.17038,0.08845,0,0.17038,0,0.08845,0.18542,0.12941,0.51051,0.0495,142.726864171859,130,156,0.99,0.1,0.15,0.3
0.35,0.45,70,70,-7,25,15,15,0,3,34,0.15217,0.29866,0.29866,0.19975,0.76373,0.0936,0.13988,0.09354,0.01987,0.12001,0.04319,0.05035,0.19481,0.11671,0.51312,0.04911,154.606359789408,140,170,0.99,0.1,0.15,0.3
0.4,0.5,69,69,-7,28,14,14,1,2,38,0.14351,0.31925,0.31925,0.19692,0.75535,0.10942,0.17053,0.08526,0,0.17053,0,0.08526,0.18341,0.12789,0.50254,0.04997,151.928942458045,138,166,0.99,0.1,0.15,0.3
0.45,0.55,70,70,-8,32,18,18,1,2,45,0.12823,0.30943,0.30943,0.18006,0.75085,0.10379,0.18211,0.09627,0,0.18211,0,0.09627,0.18296,0.13919,0.50669,0.04908,157.759167669042,140,176,0.99,0.1,0.15,0.3
0.5,0.6,67,67,-9,34,17,17,1,2,47,0.14007,0.31498,0.31498,0.19297,0.75377,0.1103,0.17003,0.08637,0,0.17003,0,0.08637,0.18753,0.1282,0.50236,0.04955,150.9197715241,134,168,0.99,0.1,0.15,0.3
0.55,0.65,68,68,-7,38,14,14,1,2,50,0.14114,0.31409,0.31409,0.19385,0.75609,0.10871,0.1673,0.0854,0,0.1673,0,0.0854,0.17587,0.12635,0.51569,0.04979,149.560801251958,136,164,0.99,0.1,0.15,0.3
0.6,0.7,64,64,-7,39,15,15,0,2,52,0.14703,0.31677,0.31677,0.19978,0.76558,0.09061,0.16639,0.09535,0.00787,0.15852,0.01964,0.07571,0.17373,0.13087,0.51284,0.04846,142.614765123793,128,158,0.99,0.1,0.15,0.3
0.65,0.75,56,56,-8,37,20,20,0,2,54,0.13727,0.30699,0.30699,0.18844,0.76458,0.0897,0.16795,0.09639,0.00753,0.16042,0.02019,0.07621,0.18766,0.13217,0.50712,0.04932,131.715398640556,112,152,0.99,0.1,0.15,0.3
0.7,0.8,52,52,-5,37,19,19,0,2,54,0.1366,0.30291,0.30291,0.18674,0.7743,0.08349,0.16518,0.09292,0.00839,0.15679,0.02269,0.07022,0.18285,0.12905,0.51537,0.04929,122.416097503364,104,142,0.99,0.1,0.15,0.3
0.05,0.2,22,22,-3,2,2,2,-5,2,3,0.08319,0.20785,0.2432,0.11896,0.80416,0.048,0.08625,0.09933,0.0317,0.05456,0.07943,0.01991,0.13153,0.09279,0.69903,0.04851,45.2038901664168,44,48,0.99,0.1,0.15,0.3
0.1,0.25,23,23,-4,3,2,2,0,2,4,0.15297,0.24992,0.27597,0.19179,0.78441,0.08659,0.0887,0.07907,0.0414,0.0473,0.06568,0.01339,0.16497,0.08388,0.59336,0.04994,47.6265678530671,46,50,0.99,0.1,0.15,0.3
0.15,0.3,24,24,-3,4,6,6,0,2,7,0.11973,0.23842,0.28017,0.16457,0.76439,0.09433,0.1384,0.09135,0.0155,0.1229,0.03878,0.05258,0.2216,0.11488,0.52027,0.04992,53.7567520879117,48,60,0.99,0.1,0.15,0.3
0.2,0.35,28,28,-4,6,3,3,0,1,9,0.13538,0.28183,0.34417,0.1922,0.77442,0.08496,0.20163,0.09698,0,0.20163,0,0.09698,0.15288,0.14931,0.5101,0.04364,58.9393995651107,56,62,0.99,0.1,0.15,0.3
0.25,0.4,30,30,-4,8,3,3,0,2,11,0.14387,0.2553,0.29631,0.19207,0.75172,0.10306,0.14417,0.09588,0.01566,0.12851,0.03613,0.05975,0.18588,0.12002,0.52608,0.04934,62.8434957961045,60,66,0.99,0.1,0.15,0.3
0.3,0.45,32,32,-4,10,7,7,0,2,15,0.13452,0.25483,0.30193,0.18368,0.77104,0.08913,0.16026,0.09331,0.01127,0.14899,0.0279,0.06541,0.19388,0.12679,0.51133,0.04652,70.8413888701003,64,78,0.99,0.1,0.15,0.3
0.35,0.5,30,30,-7,11,9,9,0,2,17,0.13777,0.25435,0.30097,0.18716,0.76196,0.09635,0.15221,0.09191,0.01136,0.14085,0.02818,0.06373,0.20137,0.12206,0.50865,0.04978,68.8443839789387,60,78,0.99,0.1,0.15,0.3
0.4,0.55,34,34,-4,14,3,3,1,2,18,0.14773,0.2579,0.30138,0.19742,0.75174,0.1326,0.14701,0.06954,0,0.14701,0,0.06954,0.19447,0.10828,0.51079,0.04611,70.935254540282,68,74,0.99,0.1,0.15,0.3
0.45,0.6,30,30,-6,14,9,9,0,2,21,0.13995,0.25256,0.29875,0.18936,0.75751,0.09817,0.15449,0.0949,0.01135,0.14314,0.02876,0.06614,0.20031,0.12469,0.50525,0.04943,68.9055369384801,60,78,0.99,0.1,0.15,0.3
0.5,0.65,29,29,-6,15,10,10,0,2,23,0.13775,0.24948,0.29595,0.18674,0.75966,0.09681,0.15553,0.09477,0.01114,0.14438,0.02896,0.06582,0.20433,0.12515,0.50239,0.04875,67.9522890101441,58,78,0.99,0.1,0.15,0.3
0.55,0.7,28,28,-6,16,8,8,0,2,23,0.14693,0.25232,0.29463,0.19548,0.75636,0.1011,0.14357,0.09265,0.01372,0.12985,0.03408,0.05857,0.1953,0.11811,0.51419,0.04989,63.7728953045557,56,72,0.99,0.1,0.15,0.3
0.6,0.75,29,29,-4,18,7,7,1,2,25,0.13296,0.23929,0.28411,0.1802,0.7591,0.12766,0.14518,0.06827,0,0.14518,0,0.06827,0.1996,0.10673,0.52226,0.04497,64.6883764545008,58,72,0.99,0.1,0.15,0.3
0.65,0.8,25,25,-5,17,6,6,0,2,23,0.14798,0.24314,0.27984,0.19374,0.7539,0.10349,0.13132,0.09493,0.01756,0.11376,0.04479,0.05014,0.18565,0.11313,0.53505,0.04767,55.5794376534145,50,62,0.99,0.1,0.15,0.3
0.7,0.85,22,22,-3,16,4,4,0,1,21,0.14405,0.2615,0.31958,0.19924,0.76623,0.0941,0.18563,0.09503,0,0.18563,0,0.09503,0.1487,0.14033,0.52161,0.04465,47.8270859751922,44,52,0.99,0.1,0.15,0.3
0.05,0.25,11,11,-2,1,2,2,-4,1,2,0.11864,0.26969,0.35412,0.1743,0.83627,0.04107,0.1673,0.07764,0.01474,0.15256,0.03292,0.04472,0.14011,0.12247,0.57395,0.04502,23.7041878682946,22,26,0.99,0.1,0.15,0.3
0.1,0.3,14,14,-3,2,2,2,0,2,3,0.12802,0.20268,0.24484,0.16284,0.76714,0.0921,0.08474,0.0919,0.04616,0.03858,0.08161,0.01029,0.20006,0.08832,0.58718,0.04885,29.6512954913883,28,32,0.99,0.1,0.15,0.3
0.15,0.35,16,16,-3,3,2,2,0,1,5,0.1097,0.22804,0.33125,0.16263,0.78067,0.07669,0.18936,0.09435,0,0.18936,0,0.09435,0.13338,0.14186,0.56755,0.04829,33.7297879618818,32,36,0.99,0.1,0.15,0.3
0.2,0.4,17,17,-4,4,3,3,0,2,6,0.14132,0.22366,0.27697,0.18406,0.77238,0.09611,0.10988,0.08375,0.02605,0.08383,0.0538,0.02995,0.19725,0.09682,0.55155,0.04776,36.6906886243714,34,40,0.99,0.1,0.15,0.3
0.25,0.45,18,18,-3,5,2,2,0,2,7,0.15494,0.23225,0.28267,0.19824,0.76205,0.10124,0.11734,0.08838,0.02775,0.0896,0.05534,0.03304,0.19446,0.10286,0.53326,0.04832,37.86695327185,36,40,0.99,0.1,0.15,0.3
0.3,0.5,18,18,-5,6,3,3,0,1,9,0.13252,0.23725,0.33425,0.18833,0.77035,0.08748,0.18435,0.09338,0,0.18435,0,0.09338,0.14739,0.13887,0.53574,0.04878,38.7855765340155,36,42,0.99,0.1,0.15,0.3
0.35,0.55,19,19,-3,7,5,5,0,2,11,0.14224,0.22714,0.2898,0.18844,0.78066,0.08876,0.14175,0.08602,0.01766,0.12409,0.04048,0.04554,0.21224,0.11389,0.50376,0.04456,42.9623574345906,38,48,0.99,0.1,0.15,0.3
0.4,0.6,19,19,-3,8,4,4,1,2,12,0.13027,0.21139,0.27669,0.17578,0.75458,0.13847,0.13692,0.0612,0,0.13692,0,0.0612,0.22267,0.09906,0.51014,0.04575,41.9188772894851,38,46,0.99,0.1,0.15,0.3
0.45,0.65,19,19,-3,9,4,4,0,2,13,0.14284,0.22208,0.28259,0.18847,0.76749,0.09441,0.14187,0.09321,0.01802,0.12385,0.04376,0.04946,0.1997,0.11754,0.51558,0.04489,41.8753318795354,38,46,0.99,0.1,0.15,0.3
0.5,0.7,17,17,-3,9,4,4,0,2,13,0.14596,0.21886,0.27397,0.19023,0.75044,0.10257,0.13404,0.09775,0.02065,0.11339,0.05071,0.04704,0.2024,0.11589,0.5176,0.04925,37.8591924291104,34,42,0.99,0.1,0.15,0.3
0.55,0.75,17,17,-3,10,4,4,0,2,14,0.14844,0.22023,0.27285,0.19197,0.76435,0.09574,0.1247,0.09242,0.02206,0.10264,0.05332,0.0391,0.18718,0.10856,0.53968,0.04749,37.6825567755828,34,42,0.99,0.1,0.15,0.3
0.6,0.8,14,14,-3,9,5,5,0,1,14,0.14399,0.23672,0.32747,0.19938,0.78905,0.08699,0.17116,0.07509,0,0.17116,0,0.07509,0.16117,0.12313,0.52369,0.04886,32.7631311282691,28,38,0.99,0.1,0.15,0.3
0.65,0.85,13,13,-3,9,4,4,1,2,13,0.16009,0.21572,0.24876,0.19695,0.75067,0.18946,0.07752,0.02252,0,0.07752,0,0.02252,0.25572,0.05002,0.50668,0.03735,29.946559883661,26,34,0.99,0.1,0.15,0.3
