
TDR_alpha10_1s_2by2_alphaonly_eta99_gam11_ic25_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,49,49,1,5,0.09006,0.36278,0.36278,0.305,0.85887,0.06254,0.31543,0.07859,0.59451,0.19701,98,0.99,0.11,0.25,0.9
0.1,0.2,77,77,1,12,0.07608,0.3496,0.3496,0.29875,0.85496,0.04933,0.37011,0.0957,0.55381,0.23291,154,0.99,0.11,0.25,0.9
0.15,0.25,93,93,1,19,0.09071,0.35721,0.35721,0.32462,0.85764,0.05165,0.36828,0.09069,0.54101,0.22949,186,0.99,0.11,0.25,0.9
0.2,0.3,106,106,1,27,0.0951,0.35608,0.35608,0.33373,0.85322,0.05337,0.37064,0.09341,0.53425,0.23203,212,0.99,0.11,0.25,0.9
0.25,0.35,118,118,1,36,0.09641,0.35481,0.35481,0.33786,0.85189,0.05329,0.3736,0.0948,0.52997,0.2342,236,0.99,0.11,0.25,0.9
0.3,0.4,130,130,2,46,0.09828,0.33262,0.33262,0.31981,0.85267,0.06652,0.32126,0.08079,0.58044,0.20103,260,0.99,0.11,0.25,0.9
0.35,0.45,136,136,2,55,0.09877,0.33227,0.33227,0.32261,0.85079,0.06632,0.32561,0.08287,0.5756,0.20424,272,0.99,0.11,0.25,0.9
0.4,0.5,147,147,2,67,0.09037,0.32803,0.32803,0.3152,0.85366,0.06017,0.33877,0.08614,0.57084,0.21245,294,0.99,0.11,0.25,0.9
0.45,0.55,142,142,1,72,0.09431,0.34701,0.34701,0.34009,0.85023,0.05138,0.38191,0.09837,0.52376,0.24014,284,0.99,0.11,0.25,0.9
0.5,0.6,140,140,1,78,0.09625,0.3472,0.3472,0.34316,0.85126,0.05181,0.37992,0.09692,0.52381,0.23842,280,0.99,0.11,0.25,0.9
0.55,0.65,140,140,2,85,0.09275,0.32286,0.32286,0.31831,0.85064,0.06287,0.33577,0.08647,0.57147,0.21112,280,0.99,0.11,0.25,0.9
0.6,0.7,131,131,2,86,0.09896,0.32464,0.32464,0.32379,0.85373,0.06559,0.32603,0.08066,0.57499,0.20335,262,0.99,0.11,0.25,0.9
0.65,0.75,123,123,2,87,0.09713,0.31966,0.31966,0.31974,0.85571,0.06541,0.32341,0.07886,0.57945,0.20114,246,0.99,0.11,0.25,0.9
0.7,0.8,115,115,3,87,0.0948,0.28457,0.28457,0.28369,0.8553,0.08376,0.26469,0.06092,0.64049,0.16281,230,0.99,0.11,0.25,0.9
0.05,0.2,30,30,1,4,0.05783,0.2682,0.34901,0.25332,0.86585,0.04974,0.3191,0.0844,0.62308,0.20175,60,0.99,0.11,0.25,0.9
0.1,0.25,38,38,1,7,0.07535,0.26655,0.34921,0.291,0.8571,0.05315,0.34767,0.08975,0.57698,0.21871,76,0.99,0.11,0.25,0.9
0.15,0.3,47,47,1,11,0.07978,0.26458,0.35019,0.30377,0.86095,0.04969,0.36245,0.08936,0.55777,0.22591,94,0.99,0.11,0.25,0.9
0.2,0.35,53,53,1,15,0.08799,0.26895,0.35385,0.31904,0.86331,0.05023,0.36356,0.08646,0.54845,0.22501,106,0.99,0.11,0.25,0.9
0.25,0.4,54,54,1,18,0.09927,0.27311,0.35448,0.33551,0.85404,0.0572,0.35643,0.08875,0.54429,0.22259,108,0.99,0.11,0.25,0.9
0.3,0.45,60,60,1,23,0.09728,0.27079,0.35446,0.3357,0.8607,0.05285,0.36303,0.08644,0.53968,0.22474,120,0.99,0.11,0.25,0.9
0.35,0.5,62,62,1,27,0.09534,0.2643,0.34884,0.33489,0.85539,0.05346,0.36717,0.09115,0.53749,0.22916,124,0.99,0.11,0.25,0.9
0.4,0.55,64,64,2,31,0.09538,0.24534,0.31406,0.30498,0.85022,0.07404,0.298,0.07573,0.60662,0.18687,128,0.99,0.11,0.25,0.9
0.45,0.6,67,67,2,36,0.08608,0.2349,0.30762,0.29643,0.85172,0.06786,0.31122,0.08041,0.60269,0.19581,134,0.99,0.11,0.25,0.9
0.5,0.65,63,63,1,37,0.09699,0.26036,0.34521,0.3399,0.86039,0.05191,0.36754,0.08768,0.53547,0.22761,126,0.99,0.11,0.25,0.9
0.55,0.7,63,63,2,40,0.09748,0.24385,0.31172,0.3068,0.86326,0.06977,0.29669,0.06696,0.60582,0.18183,126,0.99,0.11,0.25,0.9
0.6,0.75,55,55,1,38,0.09936,0.25492,0.33763,0.34308,0.85613,0.05535,0.3619,0.08851,0.53874,0.2252,110,0.99,0.11,0.25,0.9
0.65,0.8,51,51,1,38,0.09241,0.24241,0.32619,0.33439,0.85403,0.05399,0.36626,0.09197,0.54132,0.22912,102,0.99,0.11,0.25,0.9
0.7,0.85,48,48,2,38,0.0937,0.22246,0.2828,0.28666,0.86308,0.07794,0.2754,0.05897,0.6309,0.16719,96,0.99,0.11,0.25,0.9
0.05,0.25,18,18,1,3,0.05528,0.21396,0.33976,0.24398,0.85214,0.06029,0.2797,0.08757,0.66503,0.18363,36,0.99,0.11,0.25,0.9
0.1,0.3,24,24,1,5,0.07959,0.23052,0.3563,0.2919,0.87286,0.05295,0.32294,0.07418,0.59748,0.19856,48,0.99,0.11,0.25,0.9
0.15,0.35,27,27,1,7,0.0916,0.23244,0.35662,0.31356,0.86647,0.05653,0.33202,0.077,0.57639,0.20451,54,0.99,0.11,0.25,0.9
0.2,0.4,32,32,1,10,0.08425,0.21876,0.35073,0.30938,0.86807,0.05002,0.35338,0.0819,0.56237,0.21764,64,0.99,0.11,0.25,0.9
0.25,0.45,35,35,1,13,0.07168,0.19419,0.33152,0.29404,0.85152,0.04864,0.37332,0.09983,0.555,0.23658,70,0.99,0.11,0.25,0.9
0.3,0.5,36,36,1,15,0.08605,0.21104,0.3434,0.31714,0.86149,0.05077,0.36276,0.08773,0.55119,0.22525,72,0.99,0.11,0.25,0.9
0.35,0.55,37,37,2,17,0.0974,0.20736,0.30387,0.29026,0.86019,0.08052,0.25995,0.05929,0.64264,0.15962,74,0.99,0.11,0.25,0.9
