
TDR_alpha20_1s_3by2_alphamax30_eta99_gam12_ic20_confidence30.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,39,39,-6,2,4,0.09822,0.26243,0.26243,0.58948,0.78066,0.10131,0.14291,0.11802,0.03092,0.11199,0.07585,0.04217,0.75887,0.13047,78,0.99,0.12,0.2,0.3
0.1,0.2,54,54,-8,2,8,0.13368,0.30669,0.30669,0.51192,0.8051,0.07636,0.21402,0.11854,0.03423,0.17979,0.06669,0.05185,0.6523,0.16628,108,0.99,0.12,0.2,0.3
0.15,0.25,74,74,-10,2,15,0.11639,0.31704,0.31704,0.47532,0.81502,0.06581,0.26696,0.11916,0.01892,0.24805,0.04455,0.07461,0.61664,0.19306,148,0.99,0.12,0.2,0.3
0.2,0.3,84,84,-12,2,21,0.13377,0.33239,0.33239,0.4919,0.82272,0.061,0.2747,0.11627,0.02249,0.2522,0.04675,0.06952,0.59153,0.19549,168,0.99,0.12,0.2,0.3
0.25,0.35,94,94,-13,2,28,0.14512,0.34393,0.34393,0.47581,0.8323,0.05582,0.27972,0.11186,0.02465,0.25507,0.04716,0.06471,0.57515,0.19579,188,0.99,0.12,0.2,0.3
0.7,0.8,95,95,-12,3,71,0.14589,0.29881,0.29881,0.47867,0.84335,0.04439,0.24034,0.11225,0.04014,0.20019,0.07432,0.03793,0.61376,0.17629,190,0.99,0.12,0.2,0.3
0.05,0.2,22,22,-5,2,3,0.0711,0.1923,0.23003,0.57143,0.76713,0.12003,0.09071,0.11285,0.02373,0.06698,0.07838,0.03447,0.8382,0.10178,44,0.99,0.12,0.2,0.3
0.1,0.25,29,29,-6,2,5,0.11952,0.24302,0.27956,0.56707,0.80672,0.07805,0.17115,0.11523,0.03891,0.13224,0.07795,0.03728,0.70933,0.14319,58,0.99,0.12,0.2,0.3
0.15,0.3,39,39,-8,2,9,0.10122,0.24305,0.29493,0.53197,0.82156,0.06631,0.23356,0.11212,0.01884,0.21472,0.04832,0.0638,0.66522,0.17284,78,0.99,0.12,0.2,0.3
0.2,0.35,43,43,-9,2,12,0.11439,0.25474,0.30689,0.50905,0.82348,0.06293,0.24922,0.11359,0.02115,0.22807,0.04955,0.06403,0.63639,0.1814,86,0.99,0.12,0.2,0.3
0.25,0.4,46,46,-9,2,15,0.12862,0.26698,0.31768,0.49752,0.82829,0.05934,0.255,0.11236,0.02485,0.23015,0.05243,0.05993,0.61637,0.18368,92,0.99,0.12,0.2,0.3
0.3,0.45,48,48,-10,2,18,0.13709,0.27327,0.32332,0.48932,0.82916,0.05788,0.25895,0.11295,0.02695,0.232,0.05429,0.05867,0.60395,0.18595,96,0.99,0.12,0.2,0.3
0.35,0.5,51,51,-10,2,22,0.1222,0.25983,0.31576,0.50045,0.82156,0.05948,0.27566,0.11895,0.0201,0.25557,0.04721,0.07174,0.60213,0.19731,102,0.99,0.12,0.2,0.3
0.4,0.55,52,52,-11,2,25,0.12642,0.26287,0.31826,0.49721,0.82489,0.05743,0.2768,0.11767,0.02118,0.25562,0.04838,0.06929,0.59676,0.19724,104,0.99,0.12,0.2,0.3
0.45,0.6,53,53,-11,2,28,0.13333,0.26953,0.32345,0.49763,0.83531,0.05255,0.27502,0.11214,0.02346,0.25156,0.0501,0.06204,0.59165,0.19358,106,0.99,0.12,0.2,0.3
0.5,0.65,54,54,-11,2,31,0.14319,0.27958,0.33087,0.46944,0.85178,0.04511,0.27056,0.10311,0.02725,0.2433,0.05214,0.05097,0.58625,0.18683,108,0.99,0.12,0.2,0.3
0.55,0.7,49,49,-10,2,31,0.13042,0.2595,0.31237,0.50443,0.82691,0.05486,0.27354,0.11823,0.02353,0.25001,0.05372,0.06451,0.59603,0.19589,98,0.99,0.12,0.2,0.3
0.6,0.75,50,50,-10,2,34,0.13171,0.26317,0.31546,0.47435,0.84911,0.0448,0.27245,0.10609,0.02438,0.24808,0.05258,0.05351,0.59583,0.18927,100,0.99,0.12,0.2,0.3
0.65,0.8,41,41,-8,2,30,0.14295,0.25914,0.30313,0.50731,0.82823,0.05187,0.25426,0.11989,0.033,0.22125,0.06961,0.05029,0.60279,0.18708,82,0.99,0.12,0.2,0.3
0.7,0.85,41,41,-8,2,32,0.13807,0.25588,0.29893,0.51295,0.85604,0.03856,0.25309,0.1054,0.03238,0.22072,0.06651,0.03889,0.60883,0.17925,82,0.99,0.12,0.2,0.3
0.05,0.25,11,11,-4,1,2,0.09285,0.23149,0.32476,0.7773,0.77239,0.10901,0.19635,0.11859,0.00904,0.18731,0.03051,0.08809,0.7108,0.15747,22,0.99,0.12,0.2,0.3
0.1,0.3,19,19,-5,2,4,0.08818,0.18531,0.24956,0.59335,0.79265,0.0918,0.1408,0.11555,0.02682,0.11399,0.07417,0.04138,0.77102,0.12818,38,0.99,0.12,0.2,0.3
0.15,0.35,21,21,-6,2,5,0.14033,0.2293,0.28036,0.52484,0.81366,0.06638,0.17242,0.11996,0.05714,0.11528,0.09397,0.02599,0.68726,0.14619,42,0.99,0.12,0.2,0.3
0.2,0.4,24,24,-7,2,7,0.14213,0.23615,0.29448,0.54385,0.82295,0.06198,0.19765,0.11506,0.04679,0.15085,0.08108,0.03398,0.66022,0.15635,48,0.99,0.12,0.2,0.3
0.25,0.45,26,26,-7,2,9,0.14037,0.23614,0.30019,0.52059,0.82333,0.06141,0.21469,0.11526,0.04007,0.17461,0.07424,0.04102,0.64494,0.16497,52,0.99,0.12,0.2,0.3
0.3,0.5,28,28,-8,2,11,0.14927,0.24548,0.30953,0.50902,0.83475,0.05417,0.22353,0.11107,0.04205,0.18148,0.07278,0.03829,0.6272,0.1673,56,0.99,0.12,0.2,0.3
0.35,0.55,33,33,-8,2,15,0.11845,0.22358,0.30672,0.50665,0.84816,0.04879,0.25369,0.10304,0.02279,0.23091,0.05077,0.05228,0.62786,0.17837,66,0.99,0.12,0.2,0.3
0.4,0.6,30,30,-8,2,15,0.14106,0.23777,0.30844,0.48427,0.83677,0.05221,0.23966,0.11101,0.0343,0.20536,0.06617,0.04485,0.61927,0.17534,60,0.99,0.12,0.2,0.3
0.45,0.65,31,31,-8,2,17,0.14354,0.2407,0.31117,0.52084,0.84844,0.04595,0.24245,0.1056,0.03495,0.2075,0.06497,0.04063,0.61401,0.17403,62,0.99,0.12,0.2,0.3
0.5,0.7,28,28,-8,2,17,0.1382,0.22821,0.29671,0.48795,0.8253,0.05509,0.24051,0.11961,0.03426,0.20624,0.07186,0.04774,0.62129,0.18006,56,0.99,0.12,0.2,0.3
0.55,0.75,29,29,-8,2,19,0.13711,0.22879,0.29766,0.52529,0.84593,0.04479,0.24287,0.10928,0.03373,0.20914,0.06853,0.04075,0.62001,0.17608,58,0.99,0.12,0.2,0.3
0.6,0.8,27,27,-7,2,19,0.14374,0.23027,0.29156,0.50347,0.84914,0.04041,0.23505,0.11045,0.04021,0.19485,0.0772,0.03325,0.62121,0.17275,54,0.99,0.12,0.2,0.3
0.65,0.85,24,24,-6,2,18,0.15601,0.23307,0.28087,0.52886,0.84858,0.03418,0.22348,0.11724,0.05453,0.16894,0.09423,0.02301,0.62051,0.17036,48,0.99,0.12,0.2,0.3
0.7,0.9,22,22,-6,1,18,0.14509,0.25188,0.35101,0.5307,0.89882,0.02368,0.30898,0.0775,0.01946,0.28952,0.03905,0.03845,0.54593,0.19324,44,0.99,0.12,0.2,0.3
0.05,0.3,9,9,-4,1,2,0.06667,0.18396,0.3151,0.81085,0.78265,0.09791,0.19269,0.11944,0.00454,0.18815,0.02134,0.0981,0.74063,0.15607,18,0.99,0.12,0.2,0.3
0.1,0.35,12,12,-4,1,3,0.10086,0.21197,0.33989,0.58449,0.82003,0.06919,0.26802,0.11078,0.01001,0.25801,0.02867,0.08211,0.63112,0.1894,24,0.99,0.12,0.2,0.3
0.15,0.4,14,14,-5,1,4,0.13013,0.23722,0.35776,0.54229,0.84057,0.0575,0.27954,0.10193,0.01637,0.26317,0.03511,0.06682,0.59033,0.19073,28,0.99,0.12,0.2,0.3
