
TDR_alpha10_1s_3by2_alphaonly_eta99_gam11_ic35_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,49,49,-6,1,5,0.09006,0.36278,0.36278,0.56853,0.85887,0.04424,0.32241,0.09689,0.00697,0.31543,0.0183,0.07859,0.58753,0.20965,98,0.99,0.11,0.35,0.9
0.1,0.2,77,77,-9,1,12,0.07608,0.3496,0.3496,0.54268,0.85496,0.03565,0.37441,0.10939,0.0043,0.37011,0.01368,0.0957,0.54951,0.2419,154,0.99,0.11,0.35,0.9
0.15,0.25,93,93,-11,1,19,0.09071,0.35721,0.35721,0.53377,0.85764,0.03547,0.37415,0.10688,0.00587,0.36828,0.01619,0.09069,0.53514,0.24051,186,0.99,0.11,0.35,0.9
0.05,0.2,30,30,-5,1,4,0.05783,0.2682,0.34901,0.59027,0.86585,0.03831,0.32204,0.09584,0.00294,0.3191,0.01143,0.0844,0.62013,0.20894,60,0.99,0.11,0.35,0.9
0.1,0.25,38,38,-7,1,7,0.07535,0.26655,0.34921,0.56113,0.8571,0.03841,0.35228,0.1045,0.0046,0.34767,0.01475,0.08975,0.57237,0.22839,76,0.99,0.11,0.35,0.9
0.15,0.3,43,43,-8,1,10,0.09375,0.27592,0.35526,0.54798,0.85409,0.04008,0.35272,0.10583,0.00688,0.34583,0.01866,0.08717,0.55353,0.22927,86,0.99,0.11,0.35,0.9
0.2,0.35,53,53,-10,1,15,0.08799,0.26895,0.35385,0.53994,0.86331,0.03398,0.3693,0.10271,0.00574,0.36356,0.01625,0.08646,0.54271,0.236,106,0.99,0.11,0.35,0.9
0.25,0.4,57,57,-10,1,19,0.09293,0.26943,0.35376,0.53424,0.86097,0.0345,0.37024,0.10452,0.00629,0.36395,0.01733,0.08719,0.53682,0.23738,114,0.99,0.11,0.35,0.9
0.3,0.45,63,63,-11,2,24,0.0937,0.25072,0.31897,0.53379,0.86152,0.0404,0.30244,0.09807,0.0109,0.29154,0.02937,0.06871,0.60385,0.20026,126,0.99,0.11,0.35,0.9
0.35,0.5,62,62,-11,1,27,0.09534,0.2643,0.34884,0.53267,0.85539,0.03528,0.37364,0.10932,0.00648,0.36717,0.01818,0.09115,0.53101,0.24148,124,0.99,0.11,0.35,0.9
0.4,0.55,68,68,-12,2,33,0.08676,0.23952,0.31233,0.52868,0.85703,0.03934,0.31851,0.10361,0.00879,0.30973,0.02659,0.07703,0.59472,0.21106,136,0.99,0.11,0.35,0.9
0.45,0.6,67,67,-12,2,36,0.08608,0.2349,0.30762,0.52895,0.85172,0.04066,0.3199,0.10761,0.00867,0.31122,0.0272,0.08041,0.59402,0.21375,134,0.99,0.11,0.35,0.9
0.5,0.65,63,63,-11,1,37,0.09699,0.26036,0.34521,0.53213,0.86039,0.03303,0.37423,0.10657,0.00669,0.36754,0.01888,0.08768,0.52877,0.2404,126,0.99,0.11,0.35,0.9
0.55,0.7,61,61,-11,1,39,0.0943,0.25439,0.33984,0.53394,0.85986,0.03254,0.37583,0.1076,0.00636,0.36947,0.01872,0.08887,0.52986,0.24171,122,0.99,0.11,0.35,0.9
0.6,0.75,58,58,-10,2,40,0.09181,0.23065,0.29797,0.53721,0.85213,0.04089,0.3072,0.10698,0.01087,0.29632,0.03351,0.07347,0.60098,0.20709,116,0.99,0.11,0.35,0.9
0.65,0.8,54,54,-10,2,40,0.09135,0.22634,0.29156,0.53886,0.8574,0.03882,0.30123,0.10377,0.01148,0.28975,0.03578,0.068,0.60741,0.2025,108,0.99,0.11,0.35,0.9
0.7,0.85,48,48,-9,2,38,0.0937,0.22246,0.2828,0.54701,0.86308,0.03661,0.28884,0.1003,0.01345,0.2754,0.04132,0.05897,0.61745,0.19457,96,0.99,0.11,0.35,0.9
0.05,0.25,18,18,-5,1,3,0.05528,0.21396,0.33976,0.98247,0.85214,0.04773,0.28255,0.10012,0.00285,0.2797,0.01255,0.08757,0.66217,0.19134,36,0.99,0.11,0.35,0.9
0.1,0.3,24,24,-6,1,5,0.07959,0.23052,0.3563,0.57296,0.87286,0.03689,0.32842,0.09024,0.00549,0.32294,0.01606,0.07418,0.59199,0.20933,48,0.99,0.11,0.35,0.9
0.15,0.35,27,27,-7,1,7,0.0916,0.23244,0.35662,0.5566,0.86647,0.03778,0.33899,0.09574,0.00698,0.33202,0.01874,0.077,0.56941,0.21737,54,0.99,0.11,0.35,0.9
