
TDR_alpha10_1s_3by2_alphaonly_eta99_gam17_ic15_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,58,58,-7,2,6,0.06056,0.28234,0.28234,0.56799,0.85474,0.05507,0.20451,0.09018,0.00853,0.19598,0.03017,0.06001,0.73493,0.14735,116,0.99,0.17,0.15,0.9
0.1,0.2,81,81,-9,3,12,0.08586,0.26488,0.26488,0.53722,0.85429,0.05174,0.19097,0.09397,0.02187,0.16911,0.05394,0.04004,0.72316,0.14247,162,0.99,0.17,0.15,0.9
0.05,0.2,31,31,-6,2,4,0.05624,0.21081,0.25939,0.59033,0.85363,0.06381,0.13614,0.08256,0.01088,0.12526,0.03937,0.04319,0.80761,0.10935,62,0.99,0.17,0.15,0.9
0.1,0.25,43,43,-7,3,7,0.09004,0.20127,0.23034,0.55413,0.85838,0.04475,0.13493,0.09686,0.04322,0.09171,0.08043,0.01643,0.77503,0.1159,86,0.99,0.17,0.15,0.9
0.15,0.3,53,53,-9,3,12,0.07347,0.20689,0.25263,0.54545,0.85974,0.04865,0.19088,0.0916,0.0172,0.17368,0.04969,0.04191,0.73565,0.14124,106,0.99,0.17,0.15,0.9
0.2,0.35,63,63,-10,4,17,0.08194,0.19372,0.22664,0.53632,0.85995,0.04292,0.16539,0.09712,0.03003,0.13536,0.07125,0.02586,0.75266,0.13126,126,0.99,0.17,0.15,0.9
0.25,0.4,66,66,-11,4,21,0.09476,0.20727,0.24003,0.53274,0.85976,0.04141,0.17994,0.09883,0.03409,0.14585,0.07283,0.026,0.7253,0.13938,132,0.99,0.17,0.15,0.9
0.3,0.45,70,70,-12,4,26,0.09281,0.21013,0.24714,0.52776,0.86004,0.04218,0.19489,0.09777,0.0285,0.16639,0.06612,0.03165,0.71229,0.14633,140,0.99,0.17,0.15,0.9
0.35,0.5,76,76,-13,4,32,0.09405,0.21726,0.2569,0.5286,0.87356,0.03649,0.20781,0.08994,0.02602,0.18179,0.05874,0.0312,0.69813,0.14888,152,0.99,0.17,0.15,0.9
0.4,0.55,77,77,-13,5,36,0.09587,0.19294,0.21913,0.52874,0.85374,0.03756,0.17524,0.10869,0.04151,0.13373,0.08759,0.0211,0.72888,0.14196,154,0.99,0.17,0.15,0.9
