
TDR_alpha20_1s_3by2_alphamax30_eta99_gam13_ic30_confidence30.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,37,37,-6,2,4,0.08726,0.25185,0.25185,0.58967,0.75417,0.11986,0.1411,0.12597,0.02463,0.11646,0.07222,0.05375,0.77165,0.13353,74,0.99,0.13,0.3,0.3
0.1,0.2,48,48,-7,2,7,0.15141,0.30432,0.30432,0.53603,0.78655,0.08479,0.20003,0.12866,0.04858,0.15145,0.08448,0.04418,0.64856,0.16435,96,0.99,0.13,0.3,0.3
0.15,0.25,64,64,-9,1,13,0.13939,0.36429,0.36429,0.5015,0.81187,0.06159,0.32642,0.12653,0.01528,0.31114,0.03227,0.09426,0.53418,0.22648,128,0.99,0.13,0.3,0.3
0.2,0.3,75,75,-11,1,19,0.14095,0.36441,0.36441,0.46618,0.81146,0.05986,0.33336,0.12867,0.01504,0.31832,0.03194,0.09673,0.52569,0.23101,150,0.99,0.13,0.3,0.3
0.25,0.35,83,83,-12,2,25,0.14473,0.33217,0.33217,0.4866,0.8003,0.07078,0.27472,0.12891,0.02553,0.24919,0.05248,0.07643,0.58054,0.20182,166,0.99,0.13,0.3,0.3
0.3,0.4,94,94,-14,2,33,0.14307,0.33731,0.33731,0.46466,0.81081,0.06432,0.28576,0.12485,0.02319,0.26256,0.048,0.07685,0.57117,0.2053,188,0.99,0.13,0.3,0.3
0.35,0.45,97,97,-14,2,39,0.14349,0.33655,0.33655,0.4829,0.80564,0.0658,0.28987,0.12855,0.02268,0.26719,0.04784,0.08071,0.56662,0.20921,194,0.99,0.13,0.3,0.3
0.6,0.7,96,96,-14,1,63,0.13956,0.35779,0.35779,0.4762,0.82063,0.05172,0.3451,0.12764,0.01401,0.33109,0.03154,0.0961,0.51533,0.23637,192,0.99,0.13,0.3,0.3
0.65,0.75,88,88,-13,2,62,0.14407,0.32674,0.32674,0.46942,0.8122,0.06045,0.28663,0.12734,0.02439,0.26223,0.05306,0.07428,0.56928,0.20698,176,0.99,0.13,0.3,0.3
0.7,0.8,82,82,-12,2,62,0.13796,0.31833,0.31833,0.47994,0.81617,0.05795,0.28477,0.12587,0.02363,0.26114,0.05379,0.07208,0.57726,0.20532,164,0.99,0.13,0.3,0.3
0.05,0.2,14,14,-4,1,2,0.13338,0.28891,0.33634,0.73787,0.75555,0.12285,0.19484,0.1216,0.0196,0.17524,0.04653,0.07507,0.67178,0.15822,28,0.99,0.13,0.3,0.3
0.1,0.25,27,27,-6,2,5,0.09948,0.22188,0.26322,0.56349,0.76962,0.10225,0.17137,0.12813,0.02708,0.1443,0.07206,0.05607,0.72915,0.14975,54,0.99,0.13,0.3,0.3
0.15,0.3,30,30,-7,1,7,0.13644,0.29479,0.35649,0.5296,0.80528,0.06836,0.30727,0.12636,0.01614,0.29113,0.03519,0.09117,0.55629,0.21681,60,0.99,0.13,0.3,0.3
0.2,0.35,39,39,-8,2,11,0.11725,0.24949,0.29911,0.52074,0.79941,0.07526,0.24107,0.12533,0.02336,0.21771,0.05605,0.06928,0.64167,0.1832,78,0.99,0.13,0.3,0.3
0.25,0.4,42,42,-9,2,14,0.12053,0.2519,0.30336,0.50082,0.79663,0.07433,0.25447,0.12903,0.02252,0.23196,0.05431,0.07472,0.625,0.19175,84,0.99,0.13,0.3,0.3
0.3,0.45,45,45,-10,2,17,0.13664,0.26777,0.31692,0.49528,0.81202,0.066,0.25582,0.12198,0.02751,0.22832,0.05779,0.06419,0.60753,0.1889,90,0.99,0.13,0.3,0.3
0.35,0.5,46,46,-10,1,20,0.13321,0.28658,0.35549,0.47697,0.81778,0.05531,0.33692,0.12691,0.01364,0.32328,0.03122,0.09569,0.52986,0.23192,92,0.99,0.13,0.3,0.3
0.4,0.55,48,48,-10,2,23,0.13867,0.26856,0.31916,0.47945,0.81425,0.06298,0.26536,0.12276,0.02664,0.23872,0.05665,0.06611,0.59596,0.19406,96,0.99,0.13,0.3,0.3
0.45,0.6,49,49,-10,2,26,0.13575,0.26567,0.31751,0.47308,0.81677,0.06093,0.26983,0.12229,0.02515,0.24468,0.05506,0.06723,0.59442,0.19606,98,0.99,0.13,0.3,0.3
0.5,0.65,50,50,-10,2,29,0.13596,0.26661,0.31866,0.4713,0.82689,0.05571,0.27137,0.11739,0.02515,0.24621,0.05436,0.06303,0.59267,0.19438,100,0.99,0.13,0.3,0.3
0.55,0.7,46,46,-10,2,29,0.14246,0.26622,0.31461,0.48646,0.82004,0.0581,0.26345,0.12185,0.02919,0.23426,0.06166,0.06019,0.59409,0.19265,92,0.99,0.13,0.3,0.3
0.6,0.75,42,42,-9,1,29,0.13474,0.27763,0.34605,0.48752,0.82267,0.0515,0.33527,0.12583,0.01432,0.32096,0.03428,0.09155,0.52999,0.23055,84,0.99,0.13,0.3,0.3
0.65,0.8,41,41,-8,2,30,0.14295,0.25914,0.30313,0.50731,0.82823,0.05187,0.25426,0.11989,0.033,0.22125,0.06961,0.05029,0.60279,0.18708,82,0.99,0.13,0.3,0.3
0.7,0.85,34,34,-7,1,27,0.13941,0.2755,0.34088,0.52391,0.83392,0.04719,0.32434,0.11889,0.01642,0.30792,0.0394,0.07949,0.53624,0.22162,68,0.99,0.13,0.3,0.3
0.05,0.25,11,11,-4,1,2,0.09285,0.23149,0.32476,0.7773,0.77239,0.10901,0.19635,0.11859,0.00904,0.18731,0.03051,0.08809,0.7108,0.15747,22,0.99,0.13,0.3,0.3
