
TDR_alpha20_1s_2by2_alphamax30_eta99_gam1_ic25_confidence30.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,50,50,3,4,0.10414,0.19929,0.19929,0.12759,0.79933,0.19822,0.01692,0.00245,0.87894,0.00968,100,0.99,0.01,0.25,0.3
0.1,0.2,62,62,3,8,0.15949,0.25899,0.25899,0.19153,0.81786,0.17284,0.06578,0.00929,0.77472,0.03754,124,0.99,0.01,0.25,0.3
0.15,0.25,77,77,4,13,0.17409,0.23796,0.23796,0.19707,0.79969,0.19648,0.03993,0.00382,0.78597,0.02188,154,0.99,0.01,0.25,0.3
0.2,0.3,95,95,5,21,0.16227,0.22296,0.22296,0.18471,0.79646,0.19924,0.04458,0.00429,0.79314,0.02443,190,0.99,0.01,0.25,0.3
0.25,0.35,99,99,5,27,0.17318,0.23873,0.23873,0.19845,0.79405,0.19953,0.05673,0.00641,0.77008,0.03157,198,0.99,0.01,0.25,0.3
0.3,0.4,116,116,6,38,0.15147,0.21998,0.21998,0.17706,0.79314,0.19906,0.06381,0.00778,0.78471,0.03579,232,0.99,0.01,0.25,0.3
0.35,0.45,118,118,6,44,0.16889,0.22876,0.22876,0.1929,0.79416,0.19986,0.05753,0.00596,0.77357,0.03175,236,0.99,0.01,0.25,0.3
0.4,0.5,120,120,6,51,0.16888,0.23297,0.23297,0.19458,0.79443,0.19815,0.06545,0.0074,0.76565,0.03642,240,0.99,0.01,0.25,0.3
0.45,0.55,120,120,6,57,0.17127,0.2339,0.2339,0.1969,0.79316,0.19935,0.06649,0.00747,0.76223,0.03698,240,0.99,0.01,0.25,0.3
0.5,0.6,120,120,6,63,0.17196,0.23282,0.23282,0.19732,0.79461,0.19815,0.06691,0.00721,0.76111,0.03706,240,0.99,0.01,0.25,0.3
0.55,0.65,118,118,6,68,0.16769,0.22738,0.22738,0.1928,0.79276,0.19986,0.0682,0.00736,0.76409,0.03778,236,0.99,0.01,0.25,0.3
0.6,0.7,116,116,6,73,0.15757,0.21884,0.21884,0.18302,0.79277,0.19906,0.07298,0.00815,0.76944,0.04056,232,0.99,0.01,0.25,0.3
0.65,0.75,113,113,6,77,0.14751,0.20671,0.20671,0.17221,0.79374,0.1983,0.07399,0.00795,0.77848,0.04097,226,0.99,0.01,0.25,0.3
0.7,0.8,95,95,5,69,0.17195,0.22075,0.22075,0.19498,0.79503,0.19924,0.06607,0.00572,0.76197,0.03589,190,0.99,0.01,0.25,0.3
0.05,0.2,29,29,2,3,0.11562,0.24064,0.26948,0.1527,0.87219,0.11894,0.05741,0.00887,0.82697,0.03314,58,0.99,0.01,0.25,0.3
0.1,0.25,34,34,3,5,0.12039,0.19061,0.20941,0.14573,0.7976,0.19775,0.03247,0.00465,0.84714,0.01856,68,0.99,0.01,0.25,0.3
0.15,0.3,37,37,3,7,0.16062,0.22456,0.23985,0.18736,0.80116,0.19331,0.04558,0.00553,0.7938,0.02556,74,0.99,0.01,0.25,0.3
0.2,0.35,48,48,4,12,0.12675,0.19232,0.20761,0.15302,0.79674,0.19497,0.05845,0.00828,0.8148,0.03336,96,0.99,0.01,0.25,0.3
0.25,0.4,49,49,4,14,0.16042,0.21191,0.22255,0.18357,0.7957,0.19967,0.0463,0.00462,0.79327,0.02546,98,0.99,0.01,0.25,0.3
0.3,0.45,55,55,4,19,0.15631,0.22526,0.23962,0.18603,0.81932,0.17166,0.07679,0.00902,0.7669,0.0429,110,0.99,0.01,0.25,0.3
0.35,0.5,60,60,5,24,0.12948,0.18702,0.19848,0.1543,0.79179,0.1999,0.065,0.0083,0.80551,0.03665,120,0.99,0.01,0.25,0.3
