
TDR_alpha20_2s_3by2_alphamax30_eta99_gam13_ic20_confidence30.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,3,3,-1,2,3,0.13862,0.25892,0.25892,0.17471,0.75805,0.068,0.11384,0.12546,0.07303,0.04081,0.11378,0.01168,0.19308,0.11965,0.55447,0.04848,62.6731938533022,60,66,0.99,0.13,0.2,0.3
0.1,0.2,44,44,-4,5,2,2,-9,2,7,0.13416,0.29228,0.29228,0.18067,0.76207,0.06195,0.15141,0.12877,0.03712,0.11429,0.07741,0.05137,0.16061,0.14009,0.55382,0.04721,89.7847094363501,88,92,0.99,0.13,0.2,0.3
0.15,0.25,50,50,-5,8,2,2,-1,1,11,0.13317,0.33916,0.33916,0.19006,0.75101,0.07087,0.21133,0.12965,0.00669,0.20464,0.01694,0.11271,0.13003,0.17049,0.52547,0.04847,101.898131445871,100,104,0.99,0.13,0.2,0.3
0.2,0.3,53,53,-7,11,12,12,-1,1,17,0.12684,0.33707,0.33707,0.18268,0.75774,0.06844,0.21719,0.12422,0.00501,0.21218,0.01336,0.11086,0.15326,0.1707,0.50271,0.0496,117.935006033544,106,130,0.99,0.13,0.2,0.3
0.25,0.35,62,62,-7,16,9,9,-2,1,22,0.13774,0.34421,0.34421,0.19525,0.76268,0.06022,0.21277,0.12846,0.00888,0.20389,0.02187,0.10658,0.13504,0.17061,0.51443,0.04863,132.740189614156,124,142,0.99,0.13,0.2,0.3
0.3,0.4,65,65,-8,20,10,10,-2,1,27,0.14166,0.3445,0.3445,0.19967,0.75946,0.06267,0.21087,0.12836,0.00886,0.20201,0.02163,0.10673,0.13696,0.16961,0.51051,0.0495,139.789895516814,130,150,0.99,0.13,0.2,0.3
0.35,0.45,70,70,-7,25,15,15,-1,1,35,0.12824,0.3366,0.3366,0.18414,0.76201,0.06474,0.21846,0.12413,0.00391,0.21454,0.01066,0.11346,0.14017,0.17129,0.51312,0.04911,154.606359789408,140,170,0.99,0.13,0.2,0.3
0.4,0.5,69,69,-7,28,14,14,-3,2,38,0.14351,0.31925,0.31925,0.19692,0.75535,0.06501,0.18933,0.12966,0.0188,0.17053,0.04441,0.08526,0.16461,0.1595,0.50254,0.04997,151.928942458045,138,166,0.99,0.13,0.2,0.3
0.45,0.55,70,70,-8,32,12,12,-1,1,42,0.13943,0.33833,0.33833,0.19691,0.75368,0.07216,0.21222,0.12507,0.00459,0.20763,0.01194,0.11313,0.14165,0.16864,0.50669,0.04908,151.839445112695,140,164,0.99,0.13,0.2,0.3
0.5,0.6,67,67,-9,34,13,13,-1,1,45,0.14222,0.33832,0.33832,0.19996,0.7526,0.07432,0.20898,0.12352,0.00486,0.20412,0.01253,0.11099,0.14643,0.16625,0.50236,0.04955,146.938648812547,134,160,0.99,0.13,0.2,0.3
0.55,0.65,68,68,-7,38,12,12,-1,1,49,0.14125,0.33854,0.33854,0.19871,0.7595,0.06928,0.20709,0.12142,0.00486,0.20223,0.01265,0.10878,0.13596,0.16426,0.51569,0.04979,147.623543930249,136,160,0.99,0.13,0.2,0.3
0.6,0.7,64,64,-7,39,15,15,-4,2,52,0.14703,0.31677,0.31677,0.19978,0.76558,0.05671,0.18156,0.12925,0.02305,0.15852,0.05354,0.07571,0.15855,0.15541,0.51284,0.04846,142.614765123793,128,158,0.99,0.13,0.2,0.3
0.65,0.75,56,56,-8,37,20,20,-4,2,54,0.13727,0.30699,0.30699,0.18844,0.76458,0.05681,0.18174,0.12929,0.02132,0.16042,0.05308,0.07621,0.17387,0.15551,0.50712,0.04932,131.715398640556,112,152,0.99,0.13,0.2,0.3
0.7,0.8,52,52,-5,37,19,19,-16,2,54,0.1366,0.30291,0.30291,0.18674,0.7743,0.04835,0.18016,0.12806,0.02338,0.15679,0.05784,0.07022,0.16786,0.15411,0.51537,0.04929,122.416097503364,104,142,0.99,0.13,0.2,0.3
0.05,0.2,22,22,-3,2,2,2,-5,2,3,0.08319,0.20785,0.2432,0.11896,0.80416,0.048,0.08625,0.09933,0.0317,0.05456,0.07943,0.01991,0.13153,0.09279,0.69903,0.04851,45.2038901664168,44,48,0.99,0.13,0.2,0.3
0.1,0.25,23,23,-4,3,2,2,0,1,5,0.09079,0.24976,0.31956,0.14007,0.76214,0.07346,0.19725,0.11446,0,0.19725,0,0.11446,0.1186,0.15585,0.59336,0.04994,47.6265678530671,46,50,0.99,0.13,0.2,0.3
0.15,0.3,24,24,-3,4,3,3,-2,2,6,0.15151,0.25466,0.28647,0.19533,0.76093,0.06158,0.14264,0.12757,0.05167,0.09097,0.09391,0.03366,0.18558,0.1351,0.52027,0.04992,50.8783760439558,48,54,0.99,0.13,0.2,0.3
0.2,0.35,28,28,-4,6,3,3,-2,1,9,0.13538,0.28183,0.34417,0.1922,0.77442,0.0555,0.21387,0.12644,0.01223,0.20163,0.02946,0.09698,0.14065,0.17015,0.5101,0.04364,58.9393995651107,56,62,0.99,0.13,0.2,0.3
0.25,0.4,30,30,-4,8,2,2,-1,1,11,0.13791,0.277,0.33868,0.19495,0.75784,0.06789,0.20616,0.12492,0.00777,0.19839,0.01951,0.10541,0.12984,0.16554,0.52608,0.04934,61.8956638640696,60,64,0.99,0.13,0.2,0.3
0.3,0.45,32,32,-4,10,6,6,-1,1,15,0.12463,0.26699,0.33399,0.17961,0.76905,0.06042,0.22125,0.12401,0.00559,0.21566,0.01535,0.10865,0.14279,0.17263,0.51133,0.04652,69.8640476029431,64,76,0.99,0.13,0.2,0.3
0.35,0.5,30,30,-7,11,6,6,-2,1,16,0.13957,0.27514,0.33772,0.19663,0.75946,0.06134,0.20605,0.12942,0.01134,0.19471,0.02822,0.1012,0.14573,0.16773,0.50865,0.04978,65.8962559859591,60,72,0.99,0.13,0.2,0.3
0.4,0.55,34,34,-4,14,3,3,-1,2,18,0.14773,0.2579,0.30138,0.19742,0.75174,0.08103,0.16925,0.12112,0.02225,0.14701,0.05157,0.06954,0.17222,0.14519,0.51079,0.04611,70.935254540282,68,74,0.99,0.13,0.2,0.3
0.45,0.6,30,30,-6,14,9,9,-2,2,21,0.13995,0.25256,0.29875,0.18936,0.75751,0.06881,0.16733,0.12425,0.0242,0.14314,0.05811,0.06614,0.18746,0.14579,0.50525,0.04943,68.9055369384801,60,78,0.99,0.13,0.2,0.3
0.5,0.65,29,29,-6,15,10,10,-3,2,23,0.13775,0.24948,0.29595,0.18674,0.75966,0.06177,0.17081,0.12981,0.02642,0.14438,0.064,0.06582,0.18905,0.15031,0.50239,0.04875,67.9522890101441,58,78,0.99,0.13,0.2,0.3
0.55,0.7,28,28,-6,16,8,8,-2,2,23,0.14693,0.25232,0.29463,0.19548,0.75636,0.06708,0.15897,0.12667,0.02912,0.12985,0.0681,0.05857,0.1799,0.14282,0.51419,0.04989,63.7728953045557,56,72,0.99,0.13,0.2,0.3
0.6,0.75,29,29,-4,18,7,7,-1,2,25,0.13296,0.23929,0.28411,0.1802,0.7591,0.0744,0.165,0.12154,0.01982,0.14518,0.05327,0.06827,0.17978,0.14327,0.52226,0.04497,64.6883764545008,58,72,0.99,0.13,0.2,0.3
0.65,0.8,25,25,-5,17,6,6,-1,2,23,0.14798,0.24314,0.27984,0.19374,0.7539,0.07659,0.14311,0.12184,0.02935,0.11376,0.07169,0.05014,0.17386,0.13247,0.53505,0.04767,55.5794376534145,50,62,0.99,0.13,0.2,0.3
0.7,0.85,22,22,-3,16,4,4,-1,1,21,0.14405,0.2615,0.31958,0.19924,0.76623,0.06458,0.19619,0.12455,0.01056,0.18563,0.02952,0.09503,0.13814,0.16037,0.52161,0.04465,47.8270859751922,44,52,0.99,0.13,0.2,0.3
