
TDR_alpha10_2s_3by2_alphaonly_eta99_gam6_ic15_confidence90.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,20,20,0,1,5,0.09031,0.35894,0.35894,0.30036,0.85445,0.04302,0.18915,0.05405,0,0.18915,0,0.05405,0.16607,0.1216,0.55447,0.04848,77.8212923553479,60,100,0.99,0.06,0.15,0.9
0.1,0.2,44,44,-4,5,36,36,0,2,12,0.08314,0.3079,0.3079,0.26932,0.85426,0.04055,0.1625,0.05798,0.00471,0.15779,0.01297,0.04501,0.20054,0.11024,0.55382,0.04721,120.124769854303,88,160,0.99,0.06,0.15,0.9
0.15,0.25,50,50,-5,8,45,45,0,1,19,0.09867,0.3599,0.3599,0.32751,0.86049,0.03547,0.2088,0.05556,0,0.2088,0,0.05556,0.16706,0.13218,0.52547,0.04847,142.70795753209,100,190,0.99,0.06,0.15,0.9
0.2,0.3,53,53,-7,11,59,59,0,2,28,0.09646,0.32554,0.32554,0.30314,0.85026,0.04163,0.18658,0.05851,0.0035,0.18308,0.00913,0.04937,0.21424,0.12254,0.50271,0.0496,164.680446331589,106,224,0.99,0.06,0.15,0.9
0.25,0.35,62,62,-7,16,64,64,0,1,38,0.09604,0.35455,0.35455,0.33087,0.85718,0.03468,0.2176,0.05949,0,0.2176,0,0.05949,0.17192,0.13854,0.51443,0.04863,186.152459478446,124,252,0.99,0.06,0.15,0.9
0.3,0.4,65,65,-8,20,69,69,0,2,47,0.09971,0.33068,0.33068,0.31546,0.85064,0.04052,0.19121,0.05931,0.00283,0.18839,0.00747,0.05185,0.19856,0.12526,0.51051,0.0495,197.55027906602,130,268,0.99,0.06,0.15,0.9
0.35,0.45,70,70,-7,25,79,79,1,2,60,0.08926,0.32484,0.32484,0.30585,0.85273,0.04158,0.20157,0.05656,0,0.20157,0,0.05656,0.19603,0.12906,0.51312,0.04911,216.926828224218,140,298,0.99,0.06,0.15,0.9
0.4,0.5,69,69,-7,28,82,82,0,3,68,0.09748,0.30709,0.30709,0.29498,0.85005,0.04033,0.17833,0.05963,0.0055,0.17283,0.01463,0.045,0.22163,0.11898,0.50254,0.04997,219.583805825694,138,302,0.99,0.06,0.15,0.9
0.45,0.55,70,70,-8,32,83,83,1,2,77,0.09157,0.32458,0.32458,0.31117,0.85115,0.04307,0.20171,0.05668,0,0.20171,0,0.05668,0.20001,0.12919,0.50669,0.04908,221.889495362806,140,306,0.99,0.06,0.15,0.9
0.5,0.6,67,67,-9,34,83,83,1,2,83,0.09372,0.32433,0.32433,0.31399,0.85028,0.04478,0.19919,0.05537,0,0.19919,0,0.05537,0.20471,0.12728,0.50236,0.04955,216.608296264726,134,300,0.99,0.06,0.15,0.9
0.55,0.65,68,68,-7,38,78,78,0,2,88,0.09746,0.32528,0.32528,0.31691,0.85518,0.0369,0.19508,0.05811,0.0024,0.19269,0.00668,0.05143,0.19175,0.1266,0.51569,0.04979,211.553035546621,136,292,0.99,0.06,0.15,0.9
0.6,0.7,64,64,-7,39,72,72,1,2,89,0.09608,0.31946,0.31946,0.31497,0.85018,0.04664,0.19329,0.0547,0,0.19329,0,0.0547,0.19778,0.12399,0.51284,0.04846,198.150872594206,128,272,0.99,0.06,0.15,0.9
