
TDR_alpha20_1s_3by2_alphamax30_eta99_gam13_ic20_confidence30.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,37,37,-6,2,4,0.08726,0.25185,0.25185,0.58967,0.75417,0.11986,0.1411,0.12597,0.02463,0.11646,0.07222,0.05375,0.77165,0.13353,74,0.99,0.13,0.2,0.3
0.1,0.2,48,48,-7,2,7,0.15141,0.30432,0.30432,0.53603,0.78655,0.08479,0.20003,0.12866,0.04858,0.15145,0.08448,0.04418,0.64856,0.16435,96,0.99,0.13,0.2,0.3
0.15,0.25,65,65,-10,2,13,0.13904,0.31971,0.31971,0.50647,0.8006,0.07489,0.24592,0.12451,0.02929,0.21663,0.05914,0.06537,0.61503,0.18521,130,0.99,0.13,0.2,0.3
0.2,0.3,76,76,-11,2,19,0.14373,0.32971,0.32971,0.47415,0.8052,0.07014,0.2638,0.12465,0.02725,0.23654,0.05465,0.07,0.59247,0.19422,152,0.99,0.13,0.2,0.3
0.25,0.35,88,88,-13,3,26,0.14941,0.30316,0.30316,0.46067,0.80346,0.069,0.22569,0.12754,0.04353,0.18217,0.07948,0.04805,0.62489,0.17662,176,0.99,0.13,0.2,0.3
0.3,0.4,97,97,-14,3,34,0.1338,0.30167,0.30167,0.46087,0.79838,0.07192,0.24455,0.12968,0.03075,0.2138,0.06598,0.0637,0.62164,0.18712,194,0.99,0.13,0.2,0.3
0.65,0.75,93,93,-13,3,65,0.14945,0.30018,0.30018,0.47513,0.81519,0.05807,0.24145,0.12673,0.04054,0.20092,0.07871,0.04802,0.60908,0.18409,186,0.99,0.13,0.2,0.3
0.7,0.8,87,87,-12,3,65,0.15373,0.29424,0.29424,0.4913,0.82484,0.05075,0.23322,0.1244,0.04741,0.18581,0.08629,0.0381,0.61304,0.17881,174,0.99,0.13,0.2,0.3
0.05,0.2,14,14,-4,1,2,0.13338,0.28891,0.33634,0.73787,0.75555,0.12285,0.19484,0.1216,0.0196,0.17524,0.04653,0.07507,0.67178,0.15822,28,0.99,0.13,0.2,0.3
0.1,0.25,27,27,-6,2,5,0.09948,0.22188,0.26322,0.56349,0.76962,0.10225,0.17137,0.12813,0.02708,0.1443,0.07206,0.05607,0.72915,0.14975,54,0.99,0.13,0.2,0.3
