
TDR_alpha20_1s_3by2_alphamax30_eta99_gam10_ic20_confidence30.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,46,46,-6,2,4,0.13694,0.29027,0.29027,0.54395,0.84861,0.0537,0.1531,0.09769,0.05995,0.09315,0.08069,0.017,0.70995,0.1254,92,0.99,0.1,0.2,0.3
0.1,0.2,63,63,-8,2,9,0.13985,0.32368,0.32368,0.50034,0.84819,0.05392,0.2217,0.09789,0.03496,0.18675,0.05811,0.03978,0.63845,0.1598,126,0.99,0.1,0.2,0.3
0.15,0.25,86,86,-11,2,17,0.1202,0.33466,0.33466,0.50104,0.85696,0.04684,0.27288,0.0962,0.01911,0.25377,0.03901,0.05718,0.60691,0.18454,172,0.99,0.1,0.2,0.3
0.2,0.3,97,97,-12,2,24,0.1293,0.34327,0.34327,0.47517,0.85514,0.04621,0.28432,0.09864,0.01991,0.26441,0.03923,0.05941,0.58637,0.19148,194,0.99,0.1,0.2,0.3
0.05,0.2,23,23,-5,1,3,0.09627,0.29303,0.35556,0.57491,0.84329,0.05934,0.26961,0.09737,0.00891,0.26071,0.02352,0.07385,0.63412,0.18349,46,0.99,0.1,0.2,0.3
0.1,0.25,35,35,-7,2,6,0.10556,0.24896,0.29214,0.53832,0.84736,0.05784,0.19243,0.0948,0.02607,0.16635,0.05502,0.03978,0.70201,0.14361,70,0.99,0.1,0.2,0.3
0.15,0.3,41,41,-8,2,9,0.12355,0.26738,0.3126,0.49623,0.8523,0.05166,0.22481,0.09603,0.02815,0.19666,0.0534,0.04263,0.65164,0.16042,82,0.99,0.1,0.2,0.3
0.2,0.35,51,51,-9,2,14,0.10824,0.26348,0.3202,0.48534,0.86249,0.04455,0.26399,0.09296,0.01743,0.24656,0.03874,0.05422,0.62776,0.17847,102,0.99,0.1,0.2,0.3
0.25,0.4,50,50,-10,2,16,0.13603,0.28049,0.33006,0.49461,0.85455,0.04743,0.25535,0.09802,0.02705,0.2283,0.04994,0.04807,0.60862,0.17668,100,0.99,0.1,0.2,0.3
0.3,0.45,54,54,-10,2,20,0.13741,0.28316,0.3347,0.47793,0.85852,0.04477,0.26474,0.0967,0.02582,0.23893,0.04769,0.04901,0.59784,0.18072,108,0.99,0.1,0.2,0.3
