
TDR_alpha20_2s_3by2_alphamax30_eta99_gam1_ic5_confidence30.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.55,0.65,68,68,-7,38,27,27,4,5,55,0.16916,0.23997,0.23997,0.19784,0.75218,0.19082,0.03672,0.00719,0,0.03672,0,0.00719,0.27842,0.02196,0.51569,0.04979,162.152973843061,136,190,0.99,0.01,0.05,0.3
0.6,0.7,64,64,-7,39,29,29,4,5,58,0.17317,0.23374,0.23374,0.19869,0.75416,0.19326,0.02736,0.00411,0,0.02736,0,0.00411,0.28661,0.01574,0.51284,0.04846,156.255212572666,128,186,0.99,0.01,0.05,0.3
0.65,0.75,56,56,-8,37,34,34,4,5,60,0.1724,0.22175,0.22175,0.19385,0.75225,0.19662,0.0179,0.0018,0,0.0179,0,0.0018,0.30257,0.00985,0.50712,0.04932,145.516177688946,112,180,0.99,0.01,0.05,0.3
0.7,0.8,52,52,-5,37,27,27,3,4,58,0.16625,0.24332,0.24332,0.19729,0.76935,0.17271,0.04695,0.00865,0,0.04695,0,0.00865,0.27143,0.0278,0.51537,0.04929,130.17024382057,104,158,0.99,0.01,0.05,0.3
0.05,0.2,22,22,-3,2,5,5,1,2,3,0.09753,0.2238,0.25699,0.13357,0.84205,0.1007,0.0401,0.00874,0,0.0401,0,0.00874,0.16334,0.02442,0.69903,0.04851,47.009725416042,44,54,0.99,0.01,0.05,0.3
0.1,0.25,23,23,-4,3,8,8,2,3,5,0.09657,0.17185,0.19434,0.12299,0.75274,0.19053,0.02624,0.00679,0,0.02624,0,0.00679,0.28384,0.01651,0.59336,0.04994,52.5062714122684,46,62,0.99,0.01,0.05,0.3
0.15,0.3,24,24,-3,4,8,8,2,3,5,0.16377,0.20901,0.22281,0.18269,0.75091,0.19902,0.00208,0.00015,0,0.00208,0,0.00015,0.31387,0.00111,0.52027,0.04992,55.6756694505489,48,64,0.99,0.01,0.05,0.3
0.2,0.35,28,28,-4,6,6,6,2,3,8,0.17413,0.22908,0.24304,0.1998,0.7541,0.19879,0.02052,0.00347,0,0.02052,0,0.00347,0.29525,0.01199,0.5101,0.04364,61.8787991302213,56,68,0.99,0.01,0.05,0.3
0.25,0.4,30,30,-4,8,10,10,2,3,12,0.16529,0.24188,0.26206,0.1995,0.78024,0.16044,0.04645,0.00998,0,0.04645,0,0.00998,0.26217,0.02822,0.52608,0.04934,69.4783193203482,60,80,0.99,0.01,0.05,0.3
0.3,0.45,32,32,-4,10,13,13,3,4,15,0.15789,0.20581,0.21706,0.18039,0.75226,0.19853,0.01991,0.00269,0,0.01991,0,0.00269,0.31087,0.0113,0.51133,0.04652,76.7054364730434,64,90,0.99,0.01,0.05,0.3
0.35,0.5,30,30,-7,11,16,16,3,4,17,0.16906,0.21201,0.22239,0.18964,0.75146,0.19765,0.01153,0.00111,0,0.01153,0,0.00111,0.31076,0.00632,0.50865,0.04978,75.723349295891,60,92,0.99,0.01,0.05,0.3
0.4,0.55,34,34,-4,14,12,12,3,4,20,0.16891,0.21597,0.22594,0.19234,0.75283,0.19769,0.02335,0.00336,0,0.02335,0,0.00336,0.29695,0.01335,0.51079,0.04611,79.7410181611282,68,92,0.99,0.01,0.05,0.3
0.45,0.6,30,30,-6,14,17,17,3,4,23,0.16075,0.21253,0.22436,0.18595,0.75287,0.19361,0.02766,0.00409,0,0.02766,0,0.00409,0.30634,0.01587,0.50525,0.04943,76.8215697726847,60,94,0.99,0.01,0.05,0.3
0.5,0.65,29,29,-6,15,17,17,3,4,24,0.17339,0.21333,0.22147,0.19372,0.75099,0.19898,0.01389,0.00127,0,0.01389,0,0.00127,0.31033,0.00758,0.50239,0.04875,74.9188913172449,58,92,0.99,0.01,0.05,0.3
0.55,0.7,28,28,-6,16,18,18,3,4,27,0.15902,0.20535,0.21475,0.18214,0.75265,0.19463,0.02353,0.00283,0,0.02353,0,0.00283,0.30325,0.01318,0.51419,0.04989,73.4890144352502,56,92,0.99,0.01,0.05,0.3
0.6,0.75,29,29,-4,18,16,16,3,4,29,0.15183,0.19803,0.20606,0.1751,0.75612,0.19516,0.02888,0.00375,0,0.02888,0,0.00375,0.29702,0.01632,0.52226,0.04497,73.2877176102876,58,90,0.99,0.01,0.05,0.3
0.65,0.8,25,25,-5,17,12,12,2,3,26,0.16906,0.22828,0.24131,0.19922,0.76877,0.1772,0.03839,0.00636,0,0.03839,0,0.00636,0.25751,0.02237,0.53505,0.04767,61.1588753068289,50,74,0.99,0.01,0.05,0.3
0.7,0.85,22,22,-3,16,11,11,2,3,25,0.1598,0.20914,0.21722,0.18618,0.75248,0.19664,0.0396,0.00624,0,0.0396,0,0.00624,0.27899,0.02292,0.52161,0.04465,54.5244864317785,44,66,0.99,0.01,0.05,0.3
0.05,0.25,11,11,-2,1,12,12,1,2,3,0.06957,0.18691,0.24998,0.10213,0.87955,0.06688,0.04894,0.00854,0,0.04894,0,0.00854,0.30754,0.02874,0.57395,0.04502,32.2251272097676,22,46,0.99,0.01,0.05,0.3
0.1,0.3,14,14,-3,2,3,3,1,2,3,0.13663,0.21087,0.25171,0.17069,0.7872,0.15746,0.03125,0.00648,0,0.03125,0,0.00648,0.24494,0.01887,0.58718,0.04885,30.4769432370824,28,34,0.99,0.01,0.05,0.3
0.15,0.35,16,16,-3,3,7,7,2,3,5,0.11023,0.16162,0.19167,0.13395,0.75736,0.19135,0.0177,0.003,0,0.0177,0,0.003,0.30452,0.01035,0.56755,0.04829,38.0542578665864,32,46,0.99,0.01,0.05,0.3
0.2,0.4,17,17,-4,4,7,7,2,3,6,0.13926,0.18453,0.20967,0.16232,0.75992,0.19061,0.01352,0.00171,0,0.01352,0,0.00171,0.29567,0.00761,0.55155,0.04776,40.2782734568665,34,48,0.99,0.01,0.05,0.3
0.25,0.45,18,18,-3,5,6,6,2,3,7,0.15964,0.19931,0.21984,0.18162,0.75345,0.19674,0.01249,0.00149,0,0.01249,0,0.00149,0.29462,0.00699,0.53326,0.04832,41.6008598155499,36,48,0.99,0.01,0.05,0.3
0.3,0.5,18,18,-5,6,7,7,2,3,9,0.15482,0.20211,0.22674,0.18145,0.75466,0.19231,0.02511,0.00424,0,0.02511,0,0.00424,0.28433,0.01467,0.53574,0.04878,42.4996785793694,36,50,0.99,0.01,0.05,0.3
0.35,0.55,19,19,-3,7,6,6,2,3,10,0.17387,0.21435,0.23295,0.19801,0.75711,0.19504,0.02315,0.00329,0,0.02315,0,0.00329,0.29922,0.01322,0.50376,0.04456,43.9548289215087,38,50,0.99,0.01,0.05,0.3
0.4,0.6,19,19,-3,8,13,13,3,4,15,0.12255,0.16428,0.18345,0.14505,0.75619,0.19336,0.03218,0.0047,0,0.03218,0,0.0047,0.33513,0.01844,0.51014,0.04575,50.7363511908265,38,64,0.99,0.01,0.05,0.3
0.45,0.65,19,19,-3,9,6,6,2,3,13,0.16302,0.2084,0.22961,0.19059,0.75267,0.19528,0.03783,0.00715,0,0.03783,0,0.00715,0.28357,0.02249,0.51558,0.04489,43.812997819303,38,50,0.99,0.01,0.05,0.3
0.5,0.7,17,17,-3,9,8,8,2,3,14,0.16708,0.20802,0.22583,0.19229,0.75578,0.19093,0.02855,0.00404,0,0.02855,0,0.00404,0.28677,0.01629,0.5176,0.04925,41.7183848582208,34,50,0.99,0.01,0.05,0.3
0.55,0.75,17,17,-3,10,7,7,2,3,14,0.17757,0.20751,0.21752,0.19679,0.75203,0.19967,0.01044,0.00081,0,0.01044,0,0.00081,0.27232,0.00563,0.53968,0.04749,40.4444743572699,34,48,0.99,0.01,0.05,0.3
0.6,0.8,14,14,-3,9,10,10,2,3,16,0.15126,0.18923,0.20376,0.17469,0.75433,0.19346,0.02902,0.00335,0,0.02902,0,0.00335,0.29604,0.01618,0.52369,0.04886,37.5262622565382,28,48,0.99,0.01,0.05,0.3
0.65,0.85,13,13,-3,9,11,11,2,3,17,0.15194,0.18442,0.19231,0.17215,0.77204,0.18903,0.02423,0.00159,0,0.02423,0,0.00159,0.31715,0.01291,0.50668,0.03735,36.8530396800678,26,48,0.99,0.01,0.05,0.3
0.7,0.9,12,12,-2,9,11,11,2,3,18,0.12604,0.16065,0.16703,0.14704,0.77627,0.18496,0.0371,0.00271,0,0.0371,0,0.00271,0.30667,0.0199,0.53019,0.03607,34.3358929019989,24,46,0.99,0.01,0.05,0.3
0.05,0.3,9,9,-2,1,7,7,0,1,2,0.13693,0.28531,0.37874,0.1891,0.92751,0.02502,0.09176,0.00564,0,0.09176,0,0.00564,0.13852,0.0487,0.63279,0.04184,23.1409953687097,18,32,0.99,0.01,0.05,0.3
0.1,0.35,12,12,-2,2,3,3,1,2,3,0.11157,0.18606,0.24727,0.14632,0.83445,0.11318,0.03454,0.00615,0,0.03454,0,0.00615,0.1886,0.02035,0.66528,0.04622,26.0083042686215,24,30,0.99,0.01,0.05,0.3
0.15,0.4,10,10,-3,2,2,2,1,2,3,0.14509,0.19662,0.23987,0.17659,0.75284,0.19308,0.02835,0.00619,0,0.02835,0,0.00619,0.27935,0.01727,0.54721,0.04788,21.8111647064488,20,24,0.99,0.01,0.05,0.3
0.2,0.45,12,12,-3,3,5,5,1,2,5,0.15057,0.21874,0.27661,0.18924,0.82865,0.11752,0.05259,0.00908,0,0.05259,0,0.00908,0.23336,0.03084,0.56348,0.04474,28.365200531581,24,34,0.99,0.01,0.05,0.3
0.25,0.5,13,13,-3,4,5,5,2,3,6,0.12066,0.15851,0.18926,0.14354,0.75148,0.19652,0.01723,0.00262,0,0.01723,0,0.00262,0.272,0.00992,0.59011,0.04939,30.0988512857183,26,36,0.99,0.01,0.05,0.3
0.3,0.55,12,12,-3,4,7,7,2,3,7,0.13991,0.17478,0.20067,0.16183,0.76751,0.19008,0.0193,0.00207,0,0.0193,0,0.00207,0.33771,0.01069,0.50308,0.04034,30.9568534858724,24,38,0.99,0.01,0.05,0.3
0.35,0.6,13,13,-2,5,5,5,2,3,7,0.15731,0.1823,0.1988,0.17421,0.75014,0.19961,0.00726,0.00052,0,0.00726,0,0.00052,0.29877,0.00389,0.53667,0.04973,30.6333184933752,26,36,0.99,0.01,0.05,0.3
0.4,0.65,13,13,-4,6,6,6,2,3,9,0.14163,0.17612,0.20069,0.1645,0.7618,0.1891,0.01765,0.00201,0,0.01765,0,0.00201,0.26461,0.00983,0.57611,0.04708,31.0866630553586,26,38,0.99,0.01,0.05,0.3
0.45,0.7,10,10,-4,5,9,9,2,3,10,0.14027,0.17328,0.19605,0.16248,0.75963,0.19001,0.0243,0.00248,0,0.0243,0,0.00248,0.32992,0.01339,0.50551,0.04788,28.9007732145165,20,38,0.99,0.01,0.05,0.3
0.5,0.75,9,9,-4,5,10,10,2,3,11,0.13677,0.16881,0.1897,0.15844,0.76232,0.18619,0.02593,0.00233,0,0.02593,0,0.00233,0.33681,0.01413,0.50048,0.04916,27.9903869628906,18,38,0.99,0.01,0.05,0.3
0.55,0.8,10,10,-2,6,8,8,2,3,12,0.11639,0.15188,0.17525,0.14052,0.75329,0.19246,0.04589,0.00724,0,0.04589,0,0.00724,0.31432,0.02657,0.52339,0.04701,27.6257250887573,20,36,0.99,0.01,0.05,0.3
0.6,0.85,9,9,-2,6,5,5,1,2,10,0.16595,0.21051,0.2442,0.19912,0.79339,0.15529,0.05144,0.00723,0,0.05144,0,0.00723,0.2459,0.02934,0.53671,0.04409,22.6329077207322,18,28,0.99,0.01,0.05,0.3
0.65,0.9,8,8,-2,6,4,4,1,2,9,0.16841,0.20035,0.21623,0.19372,0.76682,0.18845,0.02316,0.00189,0,0.02316,0,0.00189,0.228,0.01252,0.58043,0.04283,19.3565662979657,16,24,0.99,0.01,0.05,0.3
0.7,0.95,6,6,-2,5,6,6,1,2,10,0.13165,0.16691,0.18627,0.15822,0.78816,0.17661,0.04132,0.00246,0,0.04132,0,0.00246,0.2472,0.02189,0.57982,0.03277,17.0421,12,24,0.99,0.01,0.05,0.3
