
TDR_alpha20_2s_3by2_alphaonly_eta99_gam15_ic10_confidence90.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,2,2,0,1,3,0.17897,0.37835,0.37835,0.3672,0.82649,0.08619,0.12137,0.03883,0,0.12137,0,0.03883,0.14519,0.0801,0.55447,0.04848,61.7821292355348,60,64,0.99,0.15,0.1,0.9
0.1,0.2,44,44,-4,5,2,2,1,2,7,0.13416,0.29228,0.29228,0.29505,0.76207,0.13936,0.11429,0.05137,0,0.11429,0,0.05137,0.19773,0.08283,0.55382,0.04721,89.7847094363501,88,92,0.99,0.15,0.1,0.9
0.15,0.25,50,50,-5,8,2,2,0,2,10,0.18441,0.32393,0.32393,0.33478,0.77592,0.10054,0.11776,0.07506,0.02339,0.09438,0.0394,0.03566,0.17236,0.09641,0.52547,0.04847,101.898131445871,100,104,0.99,0.15,0.1,0.9
0.2,0.3,53,53,-7,11,4,4,1,2,14,0.18425,0.32877,0.32877,0.3468,0.76309,0.14136,0.1106,0.04594,0,0.1106,0,0.04594,0.20244,0.07827,0.50271,0.0496,109.978335344515,106,114,0.99,0.15,0.1,0.9
0.25,0.35,62,62,-7,16,4,4,1,3,19,0.1886,0.29494,0.29494,0.30638,0.75119,0.13557,0.09189,0.0646,0.02384,0.06805,0.04032,0.02428,0.20507,0.07825,0.51443,0.04863,127.884528717403,124,132,0.99,0.15,0.1,0.9
0.3,0.4,65,65,-8,20,5,5,0,2,24,0.19969,0.34746,0.34746,0.36869,0.78049,0.09997,0.12429,0.07004,0.01573,0.10856,0.02703,0.043,0.16551,0.09716,0.51051,0.0495,134.894947758407,130,140,0.99,0.15,0.1,0.9
0.35,0.45,70,70,-7,25,6,6,1,3,30,0.17721,0.30263,0.30263,0.31975,0.75299,0.12763,0.11258,0.07025,0.01598,0.0966,0.03084,0.03941,0.19708,0.09142,0.51312,0.04911,145.842543915763,140,152,0.99,0.15,0.1,0.9
0.4,0.5,69,69,-7,28,6,6,1,3,33,0.19624,0.30987,0.30987,0.32595,0.75504,0.13114,0.10139,0.06384,0.01893,0.08246,0.03311,0.03073,0.19983,0.08261,0.50254,0.04997,143.969546767734,138,150,0.99,0.15,0.1,0.9
0.45,0.55,70,70,-8,32,6,6,1,2,38,0.18216,0.33853,0.33853,0.36866,0.76565,0.12441,0.13405,0.06085,0,0.13405,0,0.06085,0.17709,0.09745,0.50669,0.04908,145.919722556347,140,152,0.99,0.15,0.1,0.9
0.5,0.6,67,67,-9,34,6,6,1,2,40,0.19371,0.34197,0.34197,0.3716,0.76669,0.13043,0.12185,0.05332,0,0.12185,0,0.05332,0.18207,0.08759,0.50236,0.04955,139.97168406733,134,146,0.99,0.15,0.1,0.9
0.55,0.65,68,68,-7,38,6,6,1,3,44,0.18621,0.30156,0.30156,0.3196,0.75023,0.13134,0.10568,0.06863,0.0174,0.08828,0.0333,0.03534,0.19241,0.08716,0.51569,0.04979,141.811771965125,136,148,0.99,0.15,0.1,0.9
0.6,0.7,64,64,-7,39,5,5,1,2,45,0.1813,0.32999,0.32999,0.3618,0.76135,0.13055,0.12935,0.05964,0,0.12935,0,0.05964,0.1765,0.0945,0.51284,0.04846,132.871588374598,128,138,0.99,0.15,0.1,0.9
0.65,0.75,56,56,-8,37,4,4,1,2,42,0.19605,0.32846,0.32846,0.35753,0.75522,0.14683,0.10924,0.04862,0,0.10924,0,0.04862,0.1876,0.07893,0.50712,0.04932,115.943079728111,112,120,0.99,0.15,0.1,0.9
0.7,0.8,52,52,-5,37,4,4,1,2,42,0.19532,0.32248,0.32248,0.34808,0.76164,0.14545,0.10475,0.04361,0,0.10475,0,0.04361,0.18456,0.07418,0.51537,0.04929,107.877073158603,104,112,0.99,0.15,0.1,0.9
0.05,0.2,22,22,-3,2,2,2,-5,2,3,0.08319,0.20785,0.2432,0.21085,0.80416,0.048,0.08625,0.09933,0.0317,0.05456,0.07943,0.01991,0.13153,0.09279,0.69903,0.04851,45.2038901664168,44,48,0.99,0.15,0.1,0.9
0.1,0.25,23,23,-4,3,2,2,0,2,4,0.15297,0.24992,0.27597,0.27148,0.78441,0.08659,0.0887,0.07907,0.0414,0.0473,0.06568,0.01339,0.16497,0.08388,0.59336,0.04994,47.6265678530671,46,50,0.99,0.15,0.1,0.9
0.15,0.3,24,24,-3,4,3,3,1,2,6,0.15151,0.25466,0.28647,0.29124,0.76093,0.15549,0.09097,0.03366,0,0.09097,0,0.03366,0.23725,0.06232,0.52027,0.04992,50.8783760439558,48,54,0.99,0.15,0.1,0.9
0.2,0.35,28,28,-4,6,2,2,0,2,8,0.17386,0.27443,0.30504,0.31373,0.77215,0.1036,0.11921,0.0806,0.02756,0.09165,0.04836,0.03225,0.19683,0.09991,0.5101,0.04364,57.9595997100738,56,60,0.99,0.15,0.1,0.9
0.25,0.4,30,30,-4,8,2,2,0,2,10,0.1907,0.28774,0.31698,0.3281,0.77727,0.09888,0.11037,0.07451,0.02806,0.08231,0.04617,0.02834,0.17284,0.09244,0.52608,0.04934,61.8956638640696,60,64,0.99,0.15,0.1,0.9
0.3,0.45,32,32,-4,10,2,2,1,2,13,0.15283,0.26146,0.30166,0.32085,0.75044,0.14175,0.13352,0.06128,0,0.13352,0,0.06128,0.20232,0.0974,0.51133,0.04652,65.9546825343144,64,68,0.99,0.15,0.1,0.9
0.35,0.5,30,30,-7,11,3,3,1,2,14,0.17907,0.27801,0.31212,0.33184,0.75292,0.15381,0.1031,0.04349,0,0.1031,0,0.04349,0.20918,0.0733,0.50865,0.04978,62.9481279929796,60,66,0.99,0.15,0.1,0.9
0.4,0.55,34,34,-4,14,2,2,1,2,17,0.18114,0.28374,0.31897,0.33773,0.77167,0.13761,0.11428,0.04461,0,0.11428,0,0.04461,0.19378,0.07945,0.51079,0.04611,69.956836360188,68,72,0.99,0.15,0.1,0.9
0.45,0.6,30,30,-6,14,4,4,1,2,18,0.17305,0.27242,0.30855,0.33185,0.75018,0.15101,0.11293,0.04938,0,0.11293,0,0.04938,0.20877,0.08115,0.50525,0.04943,63.9580164171023,60,68,0.99,0.15,0.1,0.9
0.5,0.65,29,29,-6,15,4,4,1,2,19,0.18399,0.27811,0.31091,0.33248,0.75451,0.15553,0.10134,0.0412,0,0.10134,0,0.0412,0.21227,0.07127,0.50239,0.04875,61.9809156040576,58,66,0.99,0.15,0.1,0.9
0.55,0.7,28,28,-6,16,4,4,0,2,20,0.18723,0.27783,0.30868,0.32878,0.75725,0.11095,0.11557,0.08192,0.02375,0.09182,0.04594,0.03597,0.183,0.09874,0.51419,0.04989,59.8864476522778,56,64,0.99,0.15,0.1,0.9
