
TDR_alpha20_2s_3by2_alphaonly_eta99_gam12_ic20_confidence90.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,2,2,-5,1,3,0.17897,0.37835,0.37835,0.3672,0.82649,0.03561,0.15527,0.08942,0.0339,0.12137,0.05058,0.03883,0.11128,0.12234,0.55447,0.04848,61.7821292355348,60,64,0.99,0.12,0.2,0.9
0.1,0.2,44,44,-4,5,2,2,-1,2,7,0.13416,0.29228,0.29228,0.29505,0.76207,0.07844,0.14254,0.11228,0.02825,0.11429,0.06092,0.05137,0.16948,0.12741,0.55382,0.04721,89.7847094363501,88,92,0.99,0.12,0.2,0.9
0.15,0.25,50,50,-5,8,2,2,0,1,11,0.13317,0.33916,0.33916,0.36299,0.75101,0.08781,0.20464,0.11271,0,0.20464,0,0.11271,0.13672,0.15868,0.52547,0.04847,101.898131445871,100,104,0.99,0.12,0.2,0.9
0.2,0.3,53,53,-7,11,3,3,-4,1,14,0.18763,0.37501,0.37501,0.40355,0.78101,0.05,0.18718,0.1194,0.02683,0.16034,0.04693,0.07246,0.12248,0.15329,0.50271,0.0496,108.983751508386,106,112,0.99,0.12,0.2,0.9
0.25,0.35,62,62,-7,16,4,4,-1,2,20,0.16032,0.32263,0.32263,0.34687,0.75415,0.08599,0.16262,0.11123,0.01993,0.14269,0.04194,0.06929,0.16262,0.13692,0.51443,0.04863,127.884528717403,124,132,0.99,0.12,0.2,0.9
0.3,0.4,65,65,-8,20,5,5,-1,1,25,0.16025,0.35532,0.35532,0.39422,0.76174,0.07584,0.19463,0.11291,0.00686,0.18778,0.01528,0.09763,0.13461,0.15377,0.51051,0.0495,134.894947758407,130,140,0.99,0.12,0.2,0.9
0.35,0.45,70,70,-7,25,6,6,-1,1,31,0.15564,0.35293,0.35293,0.39321,0.76376,0.07241,0.20012,0.11471,0.00604,0.19409,0.01391,0.1008,0.13111,0.15742,0.51312,0.04911,145.842543915763,140,152,0.99,0.12,0.2,0.9
0.4,0.5,69,69,-7,28,6,6,-1,2,34,0.16916,0.33003,0.33003,0.36185,0.75385,0.08632,0.1669,0.10984,0.01801,0.14889,0.03767,0.07217,0.16139,0.13837,0.50254,0.04997,143.969546767734,138,150,0.99,0.12,0.2,0.9
0.45,0.55,70,70,-8,32,6,6,-2,2,38,0.18216,0.33853,0.33853,0.36866,0.76565,0.07249,0.16134,0.11277,0.02729,0.13405,0.05192,0.06085,0.1498,0.13706,0.50669,0.04908,145.919722556347,140,152,0.99,0.12,0.2,0.9
0.5,0.6,67,67,-9,34,5,5,-2,1,40,0.17978,0.36317,0.36317,0.41035,0.76543,0.06887,0.18717,0.11614,0.01404,0.17313,0.02858,0.08756,0.13068,0.15165,0.50236,0.04955,138.976403389441,134,144,0.99,0.12,0.2,0.9
0.55,0.65,68,68,-7,38,6,6,-1,1,45,0.1665,0.35527,0.35527,0.40316,0.76675,0.07419,0.18882,0.10927,0.00696,0.18186,0.01559,0.09368,0.12899,0.14904,0.51569,0.04979,141.811771965125,136,148,0.99,0.12,0.2,0.9
0.6,0.7,64,64,-7,39,5,5,-2,2,45,0.1813,0.32999,0.32999,0.3618,0.76135,0.07159,0.15951,0.1186,0.03016,0.12935,0.05896,0.05964,0.14634,0.13906,0.51284,0.04846,132.871588374598,128,138,0.99,0.12,0.2,0.9
0.65,0.75,56,56,-8,37,3,3,-1,0,42,0.18129,0.38696,0.38696,0.46147,0.76849,0.06988,0.20611,0.11231,0,0.20611,0,0.11231,0.10547,0.15921,0.50712,0.04932,114.957309796083,112,118,0.99,0.12,0.2,0.9
0.7,0.8,52,52,-5,37,2,2,-1,1,41,0.18502,0.35675,0.35675,0.4093,0.76666,0.07699,0.1754,0.10706,0.01143,0.16397,0.02418,0.08287,0.12421,0.14123,0.51537,0.04929,105.938536579301,104,108,0.99,0.12,0.2,0.9
0.05,0.2,22,22,-3,2,2,2,-5,2,3,0.08319,0.20785,0.2432,0.21085,0.80416,0.048,0.08625,0.09933,0.0317,0.05456,0.07943,0.01991,0.13153,0.09279,0.69903,0.04851,45.2038901664168,44,48,0.99,0.12,0.2,0.9
0.1,0.25,23,23,-4,3,2,2,0,1,5,0.09079,0.24976,0.31956,0.30646,0.76214,0.07346,0.19725,0.11446,0,0.19725,0,0.11446,0.1186,0.15585,0.59336,0.04994,47.6265678530671,46,50,0.99,0.12,0.2,0.9
0.15,0.3,24,24,-3,4,2,2,-8,1,6,0.16112,0.30808,0.36189,0.37286,0.79174,0.04442,0.19204,0.11391,0.02223,0.16981,0.04287,0.07104,0.12657,0.15297,0.52027,0.04992,49.9189173626372,48,52,0.99,0.12,0.2,0.9
0.2,0.35,28,28,-4,6,2,2,-1,2,8,0.17386,0.27443,0.30504,0.31373,0.77215,0.07472,0.13756,0.10949,0.04592,0.09165,0.07725,0.03225,0.17848,0.12353,0.5101,0.04364,57.9595997100738,56,60,0.99,0.12,0.2,0.9
0.25,0.4,30,30,-4,8,2,2,0,1,11,0.13791,0.277,0.33868,0.36702,0.75784,0.0874,0.19839,0.10541,0,0.19839,0,0.10541,0.13761,0.1519,0.52608,0.04934,61.8956638640696,60,64,0.99,0.12,0.2,0.9
0.3,0.45,32,32,-4,10,2,2,-1,2,13,0.15283,0.26146,0.30166,0.32085,0.75044,0.0837,0.16041,0.11933,0.02689,0.13352,0.05805,0.06128,0.17543,0.13987,0.51133,0.04652,65.9546825343144,64,68,0.99,0.12,0.2,0.9
0.35,0.5,30,30,-7,11,2,2,-1,1,14,0.17092,0.30002,0.35463,0.39295,0.76194,0.07844,0.18149,0.10984,0.0112,0.17029,0.02377,0.08607,0.13895,0.14566,0.50865,0.04978,61.9654186619864,60,64,0.99,0.12,0.2,0.9
0.4,0.55,34,34,-4,14,2,2,-1,2,17,0.18114,0.28374,0.31897,0.33773,0.77167,0.07503,0.14848,0.10718,0.0342,0.11428,0.06257,0.04461,0.15959,0.12783,0.51079,0.04611,69.956836360188,68,72,0.99,0.12,0.2,0.9
0.45,0.6,30,30,-6,14,2,2,-2,1,17,0.19429,0.31762,0.36773,0.40695,0.77675,0.06146,0.17328,0.11236,0.02335,0.14993,0.0432,0.06916,0.12718,0.14282,0.50525,0.04943,61.9790082085511,60,64,0.99,0.12,0.2,0.9
0.5,0.65,29,29,-6,15,3,3,-1,1,19,0.16553,0.28932,0.34501,0.39247,0.75493,0.07973,0.18776,0.11658,0.01048,0.17728,0.02394,0.09264,0.14432,0.15217,0.50239,0.04875,60.9856867030432,58,64,0.99,0.12,0.2,0.9
0.55,0.7,28,28,-6,16,2,2,-2,1,19,0.19774,0.31671,0.36565,0.4077,0.77843,0.05929,0.16621,0.11239,0.02557,0.14064,0.04752,0.06487,0.12185,0.1393,0.51419,0.04989,57.9432238261389,56,60,0.99,0.12,0.2,0.9
0.6,0.75,29,29,-4,18,2,2,-1,2,21,0.18236,0.27145,0.30172,0.3208,0.75929,0.07697,0.1402,0.11877,0.04163,0.09857,0.07973,0.03904,0.15518,0.12949,0.52226,0.04497,59.9109647012859,58,62,0.99,0.12,0.2,0.9
0.65,0.8,25,25,-5,17,2,2,-2,1,20,0.18646,0.30362,0.35396,0.39892,0.78247,0.05365,0.16456,0.11621,0.02528,0.13928,0.05099,0.06523,0.11393,0.14039,0.53505,0.04767,51.8598125511382,50,54,0.99,0.12,0.2,0.9
0.7,0.85,22,22,-3,16,2,2,-2,1,19,0.19283,0.30565,0.3532,0.39598,0.79193,0.0453,0.17103,0.11812,0.02998,0.14105,0.05921,0.05892,0.11453,0.14458,0.52161,0.04465,45.9135429875961,44,48,0.99,0.12,0.2,0.9
0.05,0.25,11,11,-2,1,2,2,-4,1,2,0.11864,0.26969,0.35412,0.3117,0.83627,0.04107,0.1673,0.07764,0.01474,0.15256,0.03292,0.04472,0.14011,0.12247,0.57395,0.04502,23.7041878682946,22,26,0.99,0.12,0.2,0.9
0.1,0.3,14,14,-3,2,2,2,0,2,3,0.12802,0.20268,0.24484,0.23648,0.76714,0.0921,0.08474,0.0919,0.04616,0.03858,0.08161,0.01029,0.20006,0.08832,0.58718,0.04885,29.6512954913883,28,32,0.99,0.12,0.2,0.9
0.15,0.35,16,16,-3,3,2,2,-1,1,5,0.1097,0.22804,0.33125,0.32768,0.78067,0.0558,0.19654,0.11524,0.00718,0.18936,0.02089,0.09435,0.1262,0.15589,0.56755,0.04829,33.7297879618818,32,36,0.99,0.12,0.2,0.9
0.2,0.4,17,17,-4,4,2,2,-7,1,6,0.14408,0.25852,0.35133,0.36079,0.79593,0.04345,0.18345,0.11286,0.01873,0.16471,0.04067,0.07219,0.12093,0.14815,0.55155,0.04776,35.7937924162476,34,38,0.99,0.12,0.2,0.9
0.25,0.45,18,18,-3,5,2,2,-1,2,7,0.15494,0.23225,0.28267,0.29081,0.76205,0.07085,0.13453,0.11878,0.04493,0.0896,0.08574,0.03304,0.17727,0.12665,0.53326,0.04832,37.86695327185,36,40,0.99,0.12,0.2,0.9
0.3,0.5,18,18,-5,6,2,2,-1,2,8,0.16386,0.23742,0.28582,0.29713,0.7547,0.07654,0.12981,0.11998,0.04717,0.08263,0.08839,0.03158,0.17059,0.12489,0.53574,0.04878,37.857051022677,36,40,0.99,0.12,0.2,0.9
