
TDR_alpha20_2s_3by2_alphaonly_eta99_gam5_ic5_confidence90.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,3,3,1,2,3,0.13862,0.25892,0.25892,0.25077,0.75805,0.18178,0.04081,0.01168,0,0.04081,0,0.01168,0.26611,0.02625,0.55447,0.04848,62.6731938533022,60,66,0.99,0.05,0.05,0.9
0.1,0.2,44,44,-4,5,6,6,2,3,6,0.16538,0.23742,0.23742,0.23689,0.75343,0.19766,0.01059,0.00169,0,0.01059,0,0.00169,0.27021,0.00614,0.55382,0.04721,93.3541283090504,88,100,0.99,0.05,0.05,0.9
0.15,0.25,50,50,-5,8,6,6,2,3,10,0.18317,0.26804,0.26804,0.2723,0.75492,0.18828,0.03371,0.00833,0,0.03371,0,0.00833,0.25764,0.02102,0.52547,0.04847,105.694394337612,100,112,0.99,0.05,0.05,0.9
0.2,0.3,53,53,-7,11,8,8,2,3,14,0.1969,0.28685,0.28685,0.29423,0.7552,0.18356,0.04324,0.01164,0,0.04324,0,0.01164,0.25715,0.02744,0.50271,0.0496,113.956670689029,106,122,0.99,0.05,0.05,0.9
0.25,0.35,62,62,-7,16,4,4,2,3,19,0.1886,0.29494,0.29494,0.30638,0.75119,0.17588,0.06805,0.02428,0,0.06805,0,0.02428,0.22891,0.04617,0.51443,0.04863,127.884528717403,124,132,0.99,0.05,0.05,0.9
0.3,0.4,65,65,-8,20,15,15,3,4,26,0.192,0.26936,0.26936,0.27508,0.75572,0.18754,0.03301,0.00722,0,0.03301,0,0.00722,0.26448,0.02011,0.51051,0.0495,144.684843275222,130,160,0.99,0.05,0.05,0.9
0.35,0.45,70,70,-7,25,12,12,3,4,31,0.19462,0.27544,0.27544,0.28214,0.75526,0.18562,0.04014,0.00999,0,0.04014,0,0.00999,0.25211,0.02507,0.51312,0.04911,151.685087831527,140,164,0.99,0.05,0.05,0.9
0.4,0.5,69,69,-7,28,15,15,3,4,36,0.1963,0.27897,0.27897,0.28626,0.75656,0.18264,0.04385,0.01082,0,0.04385,0,0.01082,0.2573,0.02733,0.50254,0.04997,152.923866919334,138,168,0.99,0.05,0.05,0.9
0.45,0.55,70,70,-8,32,15,15,3,4,41,0.19009,0.27824,0.27824,0.28655,0.75509,0.18204,0.05073,0.01378,0,0.05073,0,0.01378,0.25248,0.03226,0.50669,0.04908,154.799306390869,140,170,0.99,0.05,0.05,0.9
0.5,0.6,67,67,-9,34,16,16,3,4,44,0.19476,0.2763,0.2763,0.28398,0.75153,0.18769,0.04432,0.01122,0,0.04432,0,0.01122,0.25855,0.02777,0.50236,0.04955,149.924490846212,134,166,0.99,0.05,0.05,0.9
0.55,0.65,68,68,-7,38,15,15,3,4,48,0.1979,0.27508,0.27508,0.28144,0.75793,0.18325,0.0391,0.00902,0,0.0391,0,0.00902,0.24731,0.02406,0.51569,0.04979,150.529429912812,136,166,0.99,0.05,0.05,0.9
0.6,0.7,64,64,-7,39,16,16,2,3,51,0.19691,0.31037,0.31037,0.32306,0.78623,0.14522,0.0717,0.02008,0,0.0717,0,0.02008,0.21854,0.04589,0.51284,0.04846,143.589082798712,128,160,0.99,0.05,0.05,0.9
0.65,0.75,56,56,-8,37,20,20,3,4,51,0.19677,0.2559,0.2559,0.25918,0.75077,0.19612,0.02404,0.00378,0,0.02404,0,0.00378,0.27207,0.01391,0.50712,0.04932,131.715398640556,112,152,0.99,0.05,0.05,0.9
0.7,0.8,52,52,-5,37,9,9,2,3,45,0.19816,0.28028,0.28028,0.28799,0.751,0.18467,0.05322,0.01503,0,0.05322,0,0.01503,0.23325,0.03412,0.51537,0.04929,112.723414606857,104,122,0.99,0.05,0.05,0.9
0.05,0.2,22,22,-3,2,2,2,1,2,3,0.08319,0.20785,0.2432,0.21085,0.80416,0.12742,0.05456,0.01991,0,0.05456,0,0.01991,0.16323,0.03723,0.69903,0.04851,45.2038901664168,44,48,0.99,0.05,0.05,0.9
0.1,0.25,23,23,-4,3,2,2,1,2,4,0.15297,0.24992,0.27597,0.27148,0.78441,0.15227,0.0473,0.01339,0,0.0473,0,0.01339,0.20637,0.03034,0.59336,0.04994,47.6265678530671,46,50,0.99,0.05,0.05,0.9
0.15,0.3,24,24,-3,4,5,5,1,2,6,0.17576,0.27365,0.30055,0.30227,0.7925,0.1401,0.06682,0.01747,0,0.06682,0,0.01747,0.23715,0.04214,0.52027,0.04992,52.7972934065931,48,58,0.99,0.05,0.05,0.9
