
TDR_alpha20_1s_3by2_alphaonly_eta99_gam12_ic20_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-5,1,3,0.16101,0.36531,0.36531,0.59027,0.80089,0.08553,0.2427,0.11359,0.0268,0.21591,0.0477,0.06589,0.59628,0.17815,60,0.99,0.12,0.2,0.9
0.1,0.2,48,48,-7,1,7,0.17319,0.38293,0.38293,0.55466,0.82762,0.06228,0.28525,0.1101,0.0268,0.25846,0.04341,0.06669,0.54155,0.19768,96,0.99,0.12,0.2,0.9
0.15,0.25,57,57,-9,1,11,0.19533,0.39265,0.39265,0.54196,0.82754,0.06035,0.28523,0.11211,0.03299,0.25224,0.0489,0.06321,0.51944,0.19867,114,0.99,0.12,0.2,0.9
0.2,0.3,74,74,-11,2,18,0.17197,0.34367,0.34367,0.53402,0.81907,0.06351,0.24777,0.11742,0.04103,0.20674,0.06602,0.0514,0.58026,0.18259,148,0.99,0.12,0.2,0.9
0.25,0.35,79,79,-12,2,23,0.18776,0.35334,0.35334,0.53047,0.81921,0.06194,0.25003,0.11884,0.04646,0.20358,0.06982,0.04902,0.5622,0.18444,158,0.99,0.12,0.2,0.9
0.3,0.4,85,85,-13,2,29,0.19093,0.35794,0.35794,0.527,0.82079,0.06053,0.25545,0.11866,0.04553,0.20992,0.06834,0.05032,0.55361,0.18706,170,0.99,0.12,0.2,0.9
0.35,0.45,94,94,-14,2,37,0.17944,0.35739,0.35739,0.52602,0.82537,0.05824,0.26734,0.11638,0.03749,0.22985,0.06042,0.05596,0.55321,0.19186,188,0.99,0.12,0.2,0.9
0.4,0.5,97,97,-14,2,43,0.18262,0.35984,0.35984,0.52493,0.82785,0.05659,0.26858,0.11555,0.03818,0.2304,0.06069,0.05486,0.54879,0.19206,194,0.99,0.12,0.2,0.9
0.45,0.55,97,97,-14,2,48,0.17925,0.35668,0.35668,0.52454,0.8233,0.05824,0.27151,0.11844,0.03643,0.23508,0.06023,0.05821,0.54922,0.19498,194,0.99,0.12,0.2,0.9
0.5,0.6,94,94,-14,2,51,0.19214,0.36093,0.36093,0.52309,0.82618,0.05618,0.26438,0.11763,0.04309,0.22129,0.06615,0.05148,0.54346,0.19101,188,0.99,0.12,0.2,0.9
0.55,0.65,93,93,-14,2,55,0.19703,0.36269,0.36269,0.52467,0.83295,0.05233,0.26165,0.1147,0.04613,0.21552,0.06806,0.04664,0.54131,0.18818,186,0.99,0.12,0.2,0.9
0.6,0.7,87,87,-13,2,56,0.19147,0.35486,0.35486,0.52719,0.82556,0.05517,0.26156,0.11926,0.04479,0.21677,0.06979,0.04947,0.54695,0.19041,174,0.99,0.12,0.2,0.9
0.65,0.75,82,82,-12,2,57,0.18681,0.34829,0.34829,0.53037,0.82587,0.05428,0.26045,0.11984,0.04426,0.2162,0.07104,0.0488,0.55272,0.19015,164,0.99,0.12,0.2,0.9
0.7,0.8,74,74,-11,2,55,0.19629,0.34542,0.34542,0.53637,0.83082,0.04958,0.25102,0.11959,0.05341,0.19761,0.07995,0.03964,0.55268,0.18531,148,0.99,0.12,0.2,0.9
0.05,0.2,15,15,-4,1,2,0.14678,0.30443,0.34901,0.98532,0.78325,0.10601,0.19362,0.11073,0.02417,0.16945,0.04961,0.06113,0.6596,0.15218,30,0.99,0.12,0.2,0.9
0.1,0.25,23,23,-6,1,4,0.16558,0.32093,0.37018,0.57335,0.81612,0.07226,0.26192,0.11162,0.02715,0.23477,0.04692,0.06471,0.57251,0.18677,46,0.99,0.12,0.2,0.9
0.15,0.3,32,32,-7,1,7,0.16901,0.33016,0.38375,0.55776,0.84564,0.05334,0.2866,0.10101,0.02572,0.26088,0.04129,0.05972,0.54439,0.19381,64,0.99,0.12,0.2,0.9
0.2,0.35,34,34,-8,1,9,0.19323,0.34243,0.39181,0.55145,0.84266,0.05361,0.27991,0.10372,0.03365,0.24626,0.04873,0.05499,0.52686,0.19182,68,0.99,0.12,0.2,0.9
0.25,0.4,38,38,-9,1,12,0.19108,0.34034,0.39207,0.54459,0.84406,0.05161,0.28782,0.10432,0.03169,0.25613,0.04705,0.05727,0.52109,0.19607,76,0.99,0.12,0.2,0.9
0.3,0.45,41,41,-9,1,15,0.19233,0.34069,0.39332,0.54025,0.84655,0.04964,0.29115,0.10381,0.03146,0.25969,0.04673,0.05707,0.51651,0.19748,82,0.99,0.12,0.2,0.9
0.35,0.5,44,44,-10,2,18,0.1924,0.30705,0.34167,0.53852,0.83211,0.05231,0.23471,0.11557,0.05837,0.17634,0.08079,0.03478,0.57289,0.17514,88,0.99,0.12,0.2,0.9
0.4,0.55,45,45,-10,2,21,0.17596,0.29529,0.33494,0.53571,0.82414,0.05724,0.24386,0.11862,0.04631,0.19754,0.07414,0.04448,0.58017,0.18124,90,0.99,0.12,0.2,0.9
0.45,0.6,45,45,-10,2,23,0.19267,0.30616,0.34152,0.53754,0.83286,0.05071,0.23949,0.11642,0.05676,0.18273,0.08067,0.03575,0.56783,0.17796,90,0.99,0.12,0.2,0.9
0.5,0.65,46,46,-10,2,26,0.18151,0.29896,0.33729,0.53659,0.83626,0.04964,0.24499,0.11409,0.04918,0.19582,0.07521,0.03888,0.57349,0.17954,92,0.99,0.12,0.2,0.9
0.55,0.7,42,42,-9,1,26,0.19648,0.33743,0.3907,0.54072,0.85392,0.04391,0.29265,0.10216,0.03275,0.25989,0.04935,0.05281,0.51086,0.19741,84,0.99,0.12,0.2,0.9
0.6,0.75,42,42,-9,2,28,0.1824,0.2925,0.32765,0.54322,0.83703,0.0462,0.24061,0.11677,0.05378,0.18683,0.08244,0.03433,0.57699,0.17869,84,0.99,0.12,0.2,0.9
0.65,0.8,36,36,-8,1,26,0.19908,0.33374,0.38518,0.5514,0.85754,0.04111,0.28701,0.10135,0.03524,0.25177,0.05355,0.0478,0.51391,0.19418,72,0.99,0.12,0.2,0.9
0.7,0.85,32,32,-7,1,25,0.18193,0.31456,0.36902,0.55997,0.8519,0.04238,0.29362,0.10572,0.02983,0.26379,0.05226,0.05346,0.52445,0.19967,64,0.99,0.12,0.2,0.9
0.05,0.25,11,11,-4,1,2,0.09285,0.23149,0.32476,0.98917,0.77239,0.10901,0.19635,0.11859,0.00904,0.18731,0.03051,0.08809,0.7108,0.15747,22,0.99,0.12,0.2,0.9
0.1,0.3,14,14,-5,1,3,0.13866,0.26333,0.34929,0.59619,0.79627,0.08526,0.25137,0.11847,0.0197,0.23167,0.04289,0.07558,0.60998,0.18492,28,0.99,0.12,0.2,0.9
