
TDR_alpha20_1s_3by2_alphamax30_eta99_gam14_ic20_confidence30.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.4,0.6,27,27,-8,2,14,0.11933,0.20942,0.2847,0.52269,0.79045,0.07469,0.24458,0.13485,0.02532,0.21925,0.06489,0.06996,0.63609,0.18971,54,0.99,0.14,0.2,0.3
0.45,0.65,27,27,-8,2,15,0.14377,0.23232,0.29815,0.49587,0.81275,0.06171,0.23493,0.12554,0.03772,0.1972,0.07662,0.04893,0.6213,0.18023,54,0.99,0.14,0.2,0.3
0.5,0.7,26,26,-7,2,16,0.13142,0.21705,0.28537,0.49046,0.79959,0.06733,0.23953,0.13307,0.03205,0.20748,0.07511,0.05796,0.62905,0.1863,52,0.99,0.14,0.2,0.3
0.55,0.75,24,24,-7,2,16,0.13602,0.21621,0.27842,0.50564,0.79322,0.06787,0.23288,0.13891,0.03698,0.1959,0.08546,0.05345,0.6311,0.18589,48,0.99,0.14,0.2,0.3
0.6,0.8,24,24,-7,2,17,0.14674,0.22572,0.28149,0.5174,0.81937,0.05161,0.22787,0.12902,0.0452,0.18267,0.09146,0.03756,0.62539,0.17844,48,0.99,0.14,0.2,0.3
0.65,0.85,22,22,-6,2,17,0.12619,0.2006,0.25718,0.52087,0.80695,0.0557,0.22823,0.13735,0.0367,0.19153,0.0931,0.04425,0.64557,0.18279,44,0.99,0.14,0.2,0.3
0.7,0.9,21,21,-6,2,17,0.14389,0.21288,0.25378,0.54417,0.84022,0.03168,0.2171,0.1281,0.05449,0.16261,0.10763,0.02047,0.639,0.1726,42,0.99,0.14,0.2,0.3
0.05,0.3,9,9,-4,1,2,0.06667,0.18396,0.3151,0.81085,0.78265,0.09791,0.19269,0.11944,0.00454,0.18815,0.02134,0.0981,0.74063,0.15607,18,0.99,0.14,0.2,0.3
0.1,0.35,12,12,-4,2,3,0.07934,0.14856,0.21732,0.58449,0.75004,0.12056,0.09652,0.12941,0.03152,0.06499,0.09867,0.03074,0.82414,0.11296,24,0.99,0.14,0.2,0.3
0.15,0.4,14,14,-5,2,4,0.10576,0.17632,0.24495,0.54229,0.77918,0.09091,0.144,0.12991,0.04074,0.10326,0.0965,0.0334,0.75024,0.13695,28,0.99,0.14,0.2,0.3
0.2,0.45,15,15,-5,2,5,0.11996,0.18915,0.25774,0.51945,0.78303,0.08376,0.16886,0.13322,0.04426,0.1246,0.09655,0.03666,0.71118,0.15104,30,0.99,0.14,0.2,0.3
0.25,0.5,16,16,-6,2,6,0.13726,0.20509,0.27049,0.5116,0.79526,0.07203,0.18427,0.13271,0.05239,0.13189,0.09968,0.03303,0.67846,0.15849,32,0.99,0.14,0.2,0.3
0.3,0.55,16,16,-6,2,7,0.1309,0.19702,0.26664,0.55285,0.77943,0.08065,0.19454,0.13992,0.04441,0.15013,0.09646,0.04346,0.67456,0.16723,32,0.99,0.14,0.2,0.3
0.35,0.6,17,17,-6,2,8,0.15356,0.21847,0.28051,0.55112,0.80502,0.06136,0.20046,0.13362,0.05919,0.14126,0.10307,0.03055,0.64599,0.16704,34,0.99,0.14,0.2,0.3
0.4,0.65,17,17,-6,2,9,0.14657,0.21083,0.27583,0.54467,0.80003,0.06385,0.20574,0.13612,0.05236,0.15338,0.10058,0.03554,0.64769,0.17093,34,0.99,0.14,0.2,0.3
0.45,0.7,17,17,-6,2,10,0.13777,0.20136,0.26928,0.53887,0.7981,0.06455,0.21072,0.13734,0.04564,0.16509,0.09725,0.04009,0.65151,0.17403,34,0.99,0.14,0.2,0.3
0.5,0.75,17,17,-6,2,11,0.12717,0.18997,0.26073,0.53358,0.79972,0.06317,0.2156,0.13712,0.03898,0.17662,0.0932,0.04392,0.65723,0.17636,34,0.99,0.14,0.2,0.3
0.55,0.8,17,17,-6,2,12,0.1147,0.17636,0.24982,0.52873,0.80583,0.0592,0.22052,0.13497,0.03236,0.18815,0.08847,0.0465,0.66478,0.17775,34,0.99,0.14,0.2,0.3
0.6,0.85,16,16,-5,2,12,0.12438,0.18229,0.24363,0.54557,0.81762,0.04701,0.21217,0.13537,0.04218,0.16999,0.10333,0.03204,0.66344,0.17377,32,0.99,0.14,0.2,0.3
0.65,0.9,15,15,-5,2,12,0.12463,0.17799,0.22825,0.55843,0.82902,0.03409,0.20634,0.13688,0.04807,0.15827,0.11542,0.02146,0.66903,0.17161,30,0.99,0.14,0.2,0.3
0.7,0.95,14,14,-4,2,12,0.11371,0.16203,0.20153,0.56983,0.84534,0.01843,0.20104,0.13623,0.04713,0.15391,0.12461,0.01162,0.68526,0.16863,28,0.99,0.14,0.2,0.3
