
TDR_alpha10_1s_2by2_alphamax30_eta99_gam7_ic30_confidence30.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,58,58,2,6,0.06056,0.28234,0.28234,0.09641,0.85474,0.08524,0.19598,0.06001,0.74346,0.12799,116,0.99,0.07,0.3,0.3
0.1,0.2,90,90,3,14,0.0551,0.25602,0.25602,0.08715,0.85145,0.08432,0.21097,0.06423,0.73393,0.1376,180,0.99,0.07,0.3,0.3
0.15,0.25,117,117,4,24,0.0562,0.242,0.242,0.08727,0.85313,0.08808,0.20415,0.05878,0.73963,0.13147,234,0.99,0.07,0.3,0.3
0.2,0.3,137,137,4,35,0.05936,0.25888,0.25888,0.09237,0.85954,0.07594,0.23897,0.06451,0.70165,0.15174,274,0.99,0.07,0.3,0.3
0.7,0.8,134,134,4,102,0.06225,0.24137,0.24137,0.0949,0.85096,0.07982,0.25812,0.06921,0.67961,0.16367,268,0.99,0.07,0.3,0.3
0.05,0.2,37,37,2,5,0.03269,0.19668,0.26116,0.05827,0.86844,0.06791,0.17103,0.06365,0.79628,0.11734,74,0.99,0.07,0.3,0.3
0.1,0.25,49,49,3,9,0.04352,0.17443,0.22484,0.07033,0.85612,0.09298,0.15407,0.0509,0.80241,0.10248,98,0.99,0.07,0.3,0.3
0.15,0.3,59,59,3,14,0.04509,0.18162,0.24286,0.07344,0.85575,0.07703,0.21357,0.06722,0.74134,0.14039,118,0.99,0.07,0.3,0.3
0.2,0.35,67,67,4,19,0.05239,0.17103,0.21783,0.08076,0.85084,0.09931,0.17198,0.04985,0.77563,0.11091,134,0.99,0.07,0.3,0.3
0.25,0.4,75,75,4,25,0.05535,0.18077,0.23249,0.08539,0.86207,0.08579,0.19907,0.05213,0.74557,0.1256,150,0.99,0.07,0.3,0.3
0.3,0.45,76,76,4,29,0.06563,0.19086,0.24055,0.09846,0.86004,0.09049,0.20208,0.04946,0.73228,0.12577,152,0.99,0.07,0.3,0.3
0.35,0.5,78,78,4,34,0.06122,0.18455,0.23807,0.09324,0.85067,0.08992,0.2172,0.05939,0.72157,0.13829,156,0.99,0.07,0.3,0.3
0.4,0.55,80,80,4,39,0.05994,0.18256,0.23786,0.09172,0.85037,0.08717,0.22619,0.06245,0.71385,0.14432,160,0.99,0.07,0.3,0.3
0.45,0.6,80,80,4,43,0.06186,0.18332,0.23786,0.09402,0.85224,0.08717,0.22724,0.06058,0.71089,0.14391,160,0.99,0.07,0.3,0.3
0.5,0.65,80,80,4,47,0.06212,0.18251,0.23647,0.09414,0.85741,0.08493,0.22794,0.05764,0.70993,0.14279,160,0.99,0.07,0.3,0.3
0.55,0.7,75,75,3,48,0.06477,0.19696,0.26312,0.09953,0.86363,0.06804,0.27608,0.06832,0.65914,0.1722,150,0.99,0.07,0.3,0.3
0.6,0.75,74,74,4,51,0.06071,0.17266,0.22199,0.09125,0.85941,0.08854,0.21784,0.05204,0.72144,0.13494,148,0.99,0.07,0.3,0.3
0.65,0.8,66,66,3,49,0.06305,0.18514,0.24558,0.09607,0.86754,0.07179,0.26107,0.06067,0.67587,0.16087,132,0.99,0.07,0.3,0.3
0.7,0.85,58,58,3,46,0.0656,0.17887,0.23142,0.09802,0.86844,0.08021,0.24055,0.05135,0.69384,0.14595,116,0.99,0.07,0.3,0.3
