
TDR_alpha10_1s_2by2_alphamax30_eta99_gam3_ic10_confidence30.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,71,71,3,7,0.0504,0.22727,0.22727,0.07851,0.87692,0.0932,0.11364,0.02987,0.83595,0.07176,142,0.99,0.03,0.1,0.3
0.1,0.2,102,102,4,15,0.0641,0.22943,0.22943,0.09477,0.88025,0.09142,0.14179,0.02833,0.7941,0.08506,204,0.99,0.03,0.1,0.3
0.15,0.25,137,137,5,27,0.06342,0.22944,0.22944,0.09389,0.89194,0.08042,0.15937,0.02763,0.7772,0.0935,274,0.99,0.03,0.1,0.3
0.05,0.2,42,42,3,5,0.04105,0.16276,0.19793,0.06435,0.8886,0.09577,0.05961,0.01562,0.89934,0.03761,84,0.99,0.03,0.1,0.3
0.1,0.25,58,58,4,10,0.04395,0.15344,0.18687,0.06717,0.88276,0.0964,0.09361,0.02084,0.86244,0.05722,116,0.99,0.03,0.1,0.3
0.15,0.3,72,72,4,16,0.05259,0.18301,0.22511,0.08059,0.90489,0.06907,0.15359,0.02603,0.79382,0.08981,144,0.99,0.03,0.1,0.3
0.2,0.35,77,77,5,21,0.05644,0.16272,0.19514,0.08281,0.87814,0.09843,0.12543,0.02342,0.81812,0.07443,154,0.99,0.03,0.1,0.3
0.25,0.4,83,83,5,27,0.05816,0.17119,0.20872,0.08624,0.87946,0.09122,0.15156,0.02931,0.79027,0.09044,166,0.99,0.03,0.1,0.3
0.3,0.45,91,91,5,34,0.06323,0.18387,0.22393,0.09337,0.89385,0.07844,0.17002,0.0277,0.76674,0.09886,182,0.99,0.03,0.1,0.3
0.35,0.5,94,94,6,40,0.05821,0.1595,0.19167,0.08477,0.87412,0.09995,0.14193,0.02592,0.79985,0.08392,188,0.99,0.03,0.1,0.3
0.4,0.55,95,95,6,45,0.06444,0.16542,0.19594,0.09221,0.87712,0.0996,0.14325,0.02327,0.7923,0.08326,190,0.99,0.03,0.1,0.3
0.45,0.6,95,95,6,50,0.06155,0.16176,0.19359,0.08887,0.87451,0.0996,0.14974,0.02588,0.7887,0.08781,190,0.99,0.03,0.1,0.3
0.5,0.65,94,94,6,54,0.0658,0.16328,0.19209,0.09343,0.87814,0.09995,0.14543,0.0219,0.78875,0.08367,188,0.99,0.03,0.1,0.3
0.55,0.7,93,93,6,58,0.06659,0.16116,0.18749,0.09379,0.88337,0.09786,0.14222,0.01876,0.79117,0.08049,186,0.99,0.03,0.1,0.3
0.6,0.75,90,90,6,61,0.05808,0.14814,0.17447,0.08317,0.88084,0.09875,0.14327,0.02039,0.79864,0.08183,180,0.99,0.03,0.1,0.3
