
TDR_alpha20_1s_2by2_alphaonly_eta99_gam2_ic30_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,37,37,2,3,0.16227,0.27425,0.27425,0.26394,0.80031,0.19208,0.04145,0.0076,0.79628,0.02453,74,0.99,0.02,0.3,0.9
0.1,0.2,57,57,3,7,0.17308,0.25238,0.25238,0.24933,0.79708,0.19762,0.04245,0.00529,0.78447,0.02387,114,0.99,0.02,0.3,0.9
0.15,0.25,63,63,3,11,0.19714,0.28195,0.28195,0.28363,0.79321,0.19633,0.06838,0.01046,0.73447,0.03942,126,0.99,0.02,0.3,0.9
0.2,0.3,74,74,3,17,0.19809,0.3042,0.3042,0.3078,0.80732,0.17422,0.10527,0.01845,0.69664,0.06186,148,0.99,0.02,0.3,0.9
0.25,0.35,85,85,4,24,0.17386,0.2674,0.2674,0.27095,0.78253,0.19968,0.09361,0.01778,0.73252,0.05569,170,0.99,0.02,0.3,0.9
0.3,0.4,91,91,4,30,0.18921,0.28152,0.28152,0.28562,0.79276,0.19057,0.09638,0.01665,0.71441,0.05651,182,0.99,0.02,0.3,0.9
0.35,0.45,103,103,4,39,0.19671,0.29677,0.29677,0.30018,0.81848,0.16542,0.10787,0.01608,0.69541,0.06197,206,0.99,0.02,0.3,0.9
0.4,0.5,100,100,4,43,0.19702,0.29527,0.29527,0.30023,0.80529,0.17647,0.10973,0.01823,0.69324,0.06398,200,0.99,0.02,0.3,0.9
0.45,0.55,100,100,4,48,0.19932,0.29589,0.29589,0.30117,0.80409,0.17769,0.11015,0.0182,0.69051,0.06418,200,0.99,0.02,0.3,0.9
0.5,0.6,96,96,4,51,0.19711,0.29073,0.29073,0.29664,0.79399,0.18677,0.10966,0.01922,0.69322,0.06444,192,0.99,0.02,0.3,0.9
0.55,0.65,98,98,4,57,0.19492,0.28995,0.28995,0.29517,0.80385,0.1778,0.11278,0.01834,0.69229,0.06556,196,0.99,0.02,0.3,0.9
0.6,0.7,90,90,4,57,0.18921,0.27734,0.27734,0.28267,0.78767,0.19353,0.10801,0.01878,0.70277,0.0634,180,0.99,0.02,0.3,0.9
0.65,0.75,85,85,4,58,0.18843,0.26661,0.26661,0.27038,0.78481,0.19968,0.09835,0.01551,0.71321,0.05693,170,0.99,0.02,0.3,0.9
0.7,0.8,82,82,4,60,0.18398,0.25389,0.25389,0.25577,0.79155,0.19644,0.0914,0.012,0.72462,0.0517,164,0.99,0.02,0.3,0.9
