
TDR_alpha20_1s_3by2_alphaonly_eta99_gam17_ic30_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,27,27,-5,1,3,0.13287,0.33953,0.33953,0.59106,0.7513,0.11032,0.25421,0.13839,0.01762,0.23659,0.04125,0.09714,0.61292,0.1963,54,0.99,0.17,0.3,0.9
0.1,0.2,38,38,-7,1,6,0.15358,0.35071,0.35071,0.56113,0.75563,0.09647,0.29061,0.1479,0.02116,0.26944,0.04399,0.10391,0.55581,0.21925,76,0.99,0.17,0.3,0.9
0.15,0.25,44,44,-8,1,9,0.17817,0.36179,0.36179,0.54834,0.75472,0.09538,0.28979,0.14989,0.02768,0.26211,0.05124,0.09866,0.53204,0.21984,88,0.99,0.17,0.3,0.9
0.2,0.3,51,51,-9,1,13,0.17973,0.36199,0.36199,0.53833,0.75182,0.094,0.29783,0.15418,0.02696,0.27087,0.05044,0.10374,0.52243,0.226,102,0.99,0.17,0.3,0.9
0.25,0.35,56,56,-10,1,17,0.18806,0.3665,0.3665,0.53288,0.75377,0.09226,0.2975,0.15396,0.02906,0.26844,0.05262,0.10134,0.51443,0.22573,112,0.99,0.17,0.3,0.9
0.3,0.4,65,65,-11,1,23,0.18079,0.36601,0.36601,0.53172,0.76325,0.08523,0.30693,0.15151,0.02585,0.28107,0.0484,0.10311,0.51227,0.22922,130,0.99,0.17,0.3,0.9
0.35,0.45,67,67,-12,1,27,0.18797,0.36917,0.36917,0.53026,0.76378,0.08505,0.30392,0.15116,0.02797,0.27595,0.05088,0.10028,0.5081,0.22754,134,0.99,0.17,0.3,0.9
0.4,0.5,64,64,-12,1,29,0.19732,0.36974,0.36974,0.53145,0.75359,0.09055,0.29804,0.15585,0.03128,0.26675,0.05553,0.10032,0.50464,0.22694,128,0.99,0.17,0.3,0.9
0.45,0.55,69,69,-12,1,35,0.17731,0.35805,0.35805,0.52793,0.75027,0.08875,0.31293,0.16097,0.02432,0.28861,0.04807,0.1129,0.50975,0.23695,138,0.99,0.17,0.3,0.9
0.5,0.6,70,70,-12,1,39,0.1772,0.35873,0.35873,0.52805,0.75593,0.08559,0.31341,0.15847,0.02427,0.28914,0.04803,0.11044,0.50938,0.23594,140,0.99,0.17,0.3,0.9
0.55,0.65,66,66,-12,1,40,0.18711,0.36307,0.36307,0.53147,0.75822,0.08558,0.30576,0.15619,0.02771,0.27805,0.05243,0.10376,0.50712,0.23098,132,0.99,0.17,0.3,0.9
0.6,0.7,64,64,-11,1,42,0.18745,0.36318,0.36318,0.53391,0.76378,0.08264,0.3047,0.15357,0.02808,0.27662,0.05314,0.10043,0.50784,0.22914,128,0.99,0.17,0.3,0.9
0.65,0.75,58,58,-10,1,41,0.19195,0.36265,0.36265,0.53909,0.76307,0.08316,0.29955,0.15377,0.03027,0.26929,0.05671,0.09706,0.50849,0.22666,116,0.99,0.17,0.3,0.9
0.7,0.8,50,50,-9,1,38,0.19164,0.35598,0.35598,0.5438,0.75381,0.08721,0.29611,0.15897,0.03122,0.26489,0.06013,0.09885,0.51224,0.22754,100,0.99,0.17,0.3,0.9
0.05,0.2,14,14,-4,1,2,0.13338,0.28891,0.33634,0.98628,0.75555,0.12285,0.19484,0.1216,0.0196,0.17524,0.04653,0.07507,0.67178,0.15822,28,0.99,0.17,0.3,0.9
0.1,0.25,21,21,-5,1,4,0.13466,0.2866,0.34277,0.57356,0.7682,0.09367,0.27814,0.13812,0.01729,0.26084,0.04009,0.09803,0.5872,0.20813,42,0.99,0.17,0.3,0.9
0.15,0.3,22,22,-6,1,5,0.19026,0.3219,0.3672,0.56583,0.77526,0.09067,0.26088,0.13407,0.03587,0.225,0.06017,0.0739,0.54886,0.19747,44,0.99,0.17,0.3,0.9
0.2,0.35,27,27,-7,2,7,0.19426,0.27953,0.30395,0.55564,0.7564,0.08557,0.20197,0.15803,0.09232,0.10966,0.12878,0.02925,0.60377,0.18,54,0.99,0.17,0.3,0.9
0.25,0.4,30,30,-8,1,10,0.17109,0.30643,0.36036,0.55061,0.77474,0.08295,0.295,0.14231,0.02549,0.26951,0.04896,0.09334,0.5339,0.21866,60,0.99,0.17,0.3,0.9
0.3,0.45,29,29,-8,1,11,0.19505,0.32025,0.36875,0.55085,0.77014,0.08622,0.28207,0.14364,0.03413,0.24795,0.059,0.08463,0.52288,0.21285,58,0.99,0.17,0.3,0.9
0.35,0.5,30,30,-8,1,13,0.18859,0.31264,0.36285,0.54835,0.76226,0.08843,0.28879,0.14931,0.03119,0.2576,0.05693,0.09238,0.52262,0.21905,60,0.99,0.17,0.3,0.9
0.4,0.55,29,29,-8,1,14,0.19882,0.31723,0.36498,0.54963,0.75767,0.09074,0.28319,0.15159,0.03527,0.24792,0.06223,0.08936,0.51798,0.21739,58,0.99,0.17,0.3,0.9
0.45,0.6,30,30,-8,1,16,0.19669,0.31585,0.36457,0.54885,0.76346,0.08673,0.28597,0.1498,0.03421,0.25176,0.06115,0.08865,0.51734,0.21789,60,0.99,0.17,0.3,0.9
0.5,0.65,29,29,-8,1,17,0.19522,0.31195,0.36061,0.55097,0.7586,0.08833,0.28652,0.15306,0.0339,0.25262,0.06211,0.09096,0.51826,0.21979,58,0.99,0.17,0.3,0.9
0.55,0.7,30,30,-8,1,19,0.19774,0.31671,0.36565,0.55175,0.77843,0.07791,0.28564,0.14366,0.03494,0.2507,0.06224,0.08141,0.51661,0.21465,60,0.99,0.17,0.3,0.9
0.6,0.75,26,26,-7,1,18,0.19183,0.30399,0.35218,0.55942,0.75459,0.08864,0.28567,0.15677,0.03371,0.25196,0.06496,0.09181,0.5225,0.22122,52,0.99,0.17,0.3,0.9
0.65,0.8,27,27,-7,1,20,0.18646,0.30362,0.35396,0.56179,0.78247,0.07378,0.28871,0.14375,0.03187,0.25683,0.06197,0.08178,0.52483,0.21623,54,0.99,0.17,0.3,0.9
0.7,0.85,24,24,-6,1,19,0.19283,0.30565,0.3532,0.57275,0.79193,0.06829,0.28052,0.13978,0.03598,0.24454,0.06863,0.07115,0.52665,0.21015,48,0.99,0.17,0.3,0.9
0.05,0.25,11,11,-4,1,2,0.09285,0.23149,0.32476,0.98917,0.77239,0.10901,0.19635,0.11859,0.00904,0.18731,0.03051,0.08809,0.7108,0.15747,22,0.99,0.17,0.3,0.9
0.1,0.3,13,13,-4,1,3,0.11955,0.23865,0.32954,0.59687,0.75907,0.10253,0.25974,0.1384,0.01432,0.24541,0.03843,0.09997,0.62071,0.19907,26,0.99,0.17,0.3,0.9
0.15,0.35,15,15,-5,1,4,0.15383,0.266,0.34954,0.57865,0.77869,0.08941,0.26668,0.1319,0.0235,0.24318,0.0486,0.0833,0.57948,0.19929,30,0.99,0.17,0.3,0.9
0.2,0.4,16,16,-6,1,5,0.17247,0.27756,0.3567,0.57055,0.77833,0.08724,0.26851,0.13443,0.02928,0.23923,0.0551,0.07934,0.55902,0.20147,32,0.99,0.17,0.3,0.9
0.25,0.45,17,17,-6,1,6,0.19634,0.29627,0.36924,0.56613,0.78979,0.07982,0.26317,0.13038,0.03834,0.22483,0.06312,0.06726,0.54049,0.19677,34,0.99,0.17,0.3,0.9
0.3,0.5,17,17,-6,1,7,0.1898,0.28568,0.36058,0.56346,0.77139,0.08738,0.27084,0.14123,0.03497,0.23588,0.06243,0.07879,0.53935,0.20603,34,0.99,0.17,0.3,0.9
0.35,0.55,17,17,-6,1,8,0.18145,0.2743,0.35122,0.5671,0.75605,0.09322,0.27855,0.15074,0.0313,0.24725,0.06053,0.09021,0.54,0.21465,34,0.99,0.17,0.3,0.9
0.4,0.6,19,19,-7,1,10,0.16227,0.25795,0.34285,0.56259,0.76243,0.08611,0.29588,0.15146,0.02382,0.27207,0.05147,0.09999,0.54184,0.22367,38,0.99,0.17,0.3,0.9
0.45,0.65,19,19,-7,1,11,0.16075,0.25475,0.33992,0.56341,0.76283,0.08463,0.29798,0.15254,0.02335,0.27463,0.05167,0.10086,0.54127,0.22526,38,0.99,0.17,0.3,0.9
0.5,0.7,19,19,-6,1,12,0.15727,0.25033,0.33653,0.56503,0.76689,0.08127,0.3008,0.15183,0.02236,0.27843,0.05113,0.1007,0.54193,0.22631,38,0.99,0.17,0.3,0.9
0.55,0.75,18,18,-6,1,12,0.19065,0.28176,0.35789,0.57069,0.79615,0.06908,0.27814,0.13477,0.03516,0.24298,0.06486,0.06991,0.53121,0.20645,36,0.99,0.17,0.3,0.9
0.6,0.8,15,15,-5,1,11,0.18338,0.26658,0.3396,0.58082,0.76541,0.08258,0.27675,0.15201,0.0339,0.24285,0.07036,0.08165,0.53987,0.21438,30,0.99,0.17,0.3,0.9
0.65,0.85,14,14,-5,1,11,0.18468,0.26594,0.33675,0.59246,0.77826,0.0744,0.27265,0.14734,0.03581,0.23684,0.07523,0.07211,0.54266,0.21,28,0.99,0.17,0.3,0.9
0.7,0.9,13,13,-4,1,11,0.17084,0.25051,0.32244,0.60906,0.79072,0.06556,0.27592,0.14372,0.03164,0.24428,0.0754,0.06832,0.55324,0.20982,26,0.99,0.17,0.3,0.9
0.05,0.3,9,9,-4,1,2,0.06667,0.18396,0.3151,0.99112,0.78265,0.09791,0.19269,0.11944,0.00454,0.18815,0.02134,0.0981,0.74063,0.15607,18,0.99,0.17,0.3,0.9
0.1,0.35,11,11,-4,1,3,0.0829,0.18369,0.31515,0.59914,0.77465,0.08656,0.27561,0.1388,0.00666,0.26895,0.02522,0.11358,0.64149,0.2072,22,0.99,0.17,0.3,0.9
0.15,0.4,10,10,-4,1,3,0.15437,0.24578,0.3446,0.60055,0.77938,0.09356,0.24399,0.12706,0.02542,0.21857,0.0533,0.07376,0.60164,0.18552,20,0.99,0.17,0.3,0.9
0.2,0.45,11,11,-5,1,4,0.14123,0.22719,0.33327,0.58486,0.7613,0.0958,0.27205,0.1429,0.01991,0.25214,0.04757,0.09533,0.58673,0.20747,22,0.99,0.17,0.3,0.9
0.25,0.5,10,10,-5,1,4,0.18651,0.26297,0.34923,0.58817,0.75846,0.09901,0.24844,0.14253,0.03761,0.21083,0.06966,0.07287,0.56505,0.19548,20,0.99,0.17,0.3,0.9
0.3,0.55,11,11,-5,1,5,0.17771,0.25431,0.34619,0.58169,0.76211,0.09364,0.2627,0.14425,0.03259,0.23011,0.06408,0.08017,0.55959,0.20347,22,0.99,0.17,0.3,0.9
0.35,0.6,12,12,-5,1,6,0.17994,0.2571,0.35079,0.57736,0.77873,0.0828,0.26817,0.13847,0.03278,0.23539,0.06304,0.07543,0.55188,0.20332,24,0.99,0.17,0.3,0.9
0.4,0.65,13,13,-5,1,7,0.19159,0.26975,0.36183,0.575,0.80558,0.06797,0.26649,0.12646,0.03724,0.22926,0.06493,0.06153,0.54192,0.19648,26,0.99,0.17,0.3,0.9
0.45,0.7,13,13,-5,1,8,0.15549,0.23152,0.33523,0.57895,0.78101,0.07667,0.28988,0.14232,0.02327,0.26661,0.05359,0.08873,0.55463,0.2161,26,0.99,0.17,0.3,0.9
0.5,0.75,12,12,-5,1,8,0.16618,0.23879,0.33597,0.58246,0.7811,0.07643,0.2809,0.14247,0.02767,0.25323,0.06126,0.08122,0.55292,0.21168,24,0.99,0.17,0.3,0.9
0.55,0.8,11,11,-5,1,8,0.16354,0.23237,0.32664,0.59238,0.77387,0.07837,0.27951,0.14776,0.02758,0.25192,0.065,0.08277,0.55695,0.21363,22,0.99,0.17,0.3,0.9
0.6,0.85,9,9,-4,1,7,0.19005,0.25178,0.32951,0.61518,0.77067,0.07748,0.25693,0.15185,0.04174,0.21519,0.08847,0.06338,0.55302,0.20439,18,0.99,0.17,0.3,0.9
0.65,0.9,11,11,-4,1,9,0.16898,0.23935,0.33185,0.60968,0.84181,0.04315,0.27379,0.11504,0.03114,0.24265,0.06863,0.04642,0.55722,0.19442,22,0.99,0.17,0.3,0.9
0.7,0.95,9,9,-4,1,8,0.16387,0.22705,0.30961,0.64855,0.84484,0.0353,0.2665,0.11986,0.03214,0.23437,0.08395,0.03591,0.56963,0.19318,18,0.99,0.17,0.3,0.9
