
TDR_alpha20_1s_2by2_alphaonly_eta99_gam8_ic5_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,37,37,2,3,0.16227,0.27425,0.27425,0.26394,0.80031,0.19208,0.04145,0.0076,0.79628,0.02453,74,0.99,0.08,0.05,0.9
0.1,0.2,57,57,3,7,0.17308,0.25238,0.25238,0.24933,0.79708,0.19762,0.04245,0.00529,0.78447,0.02387,114,0.99,0.08,0.05,0.9
0.15,0.25,74,74,3,13,0.19434,0.29589,0.29589,0.29443,0.83434,0.15461,0.08742,0.01104,0.71824,0.04923,148,0.99,0.08,0.05,0.9
0.2,0.3,82,82,4,19,0.16355,0.25505,0.25505,0.25612,0.78904,0.19644,0.08328,0.01451,0.75316,0.04889,164,0.99,0.08,0.05,0.9
0.25,0.35,99,99,5,28,0.14917,0.23466,0.23466,0.23509,0.78695,0.19953,0.08074,0.01351,0.77008,0.04712,198,0.99,0.08,0.05,0.9
0.3,0.4,102,102,5,33,0.18111,0.24934,0.24934,0.2506,0.79214,0.19988,0.06469,0.00797,0.75419,0.03633,204,0.99,0.08,0.05,0.9
0.35,0.45,105,105,5,39,0.19284,0.25801,0.25801,0.25962,0.79489,0.1976,0.06466,0.0075,0.74249,0.03608,210,0.99,0.08,0.05,0.9
0.4,0.5,106,106,5,45,0.18973,0.26044,0.26044,0.26268,0.79172,0.1985,0.07435,0.00977,0.7359,0.04206,212,0.99,0.08,0.05,0.9
0.45,0.55,106,106,5,50,0.19875,0.26244,0.26244,0.26444,0.79219,0.19969,0.06851,0.0081,0.73273,0.03831,212,0.99,0.08,0.05,0.9
0.5,0.6,106,106,5,56,0.18335,0.25842,0.25842,0.26115,0.78926,0.1985,0.08494,0.01223,0.73169,0.04859,212,0.99,0.08,0.05,0.9
0.55,0.65,105,105,5,60,0.19902,0.2577,0.2577,0.25911,0.79526,0.1976,0.06727,0.00713,0.7337,0.0372,210,0.99,0.08,0.05,0.9
0.6,0.7,102,102,5,64,0.18175,0.24721,0.24721,0.24886,0.79044,0.19988,0.07834,0.00967,0.73989,0.044,204,0.99,0.08,0.05,0.9
0.65,0.75,99,99,5,67,0.17853,0.23664,0.23664,0.23743,0.79272,0.19953,0.07273,0.00774,0.74873,0.04023,198,0.99,0.08,0.05,0.9
0.7,0.8,95,95,5,69,0.17195,0.22075,0.22075,0.22069,0.79503,0.19924,0.06607,0.00572,0.76197,0.03589,190,0.99,0.08,0.05,0.9
0.05,0.2,23,23,2,3,0.07743,0.2007,0.23714,0.20569,0.78718,0.18413,0.06621,0.02869,0.85637,0.04745,46,0.99,0.08,0.05,0.9
0.1,0.25,25,25,2,4,0.15446,0.25099,0.27665,0.27223,0.78567,0.19514,0.08052,0.01919,0.76502,0.04985,50,0.99,0.08,0.05,0.9
0.15,0.3,37,37,3,7,0.16062,0.22456,0.23985,0.23641,0.80116,0.19331,0.04558,0.00553,0.7938,0.02556,74,0.99,0.08,0.05,0.9
0.2,0.35,39,39,3,9,0.19178,0.24756,0.25987,0.25968,0.80118,0.19383,0.04697,0.00499,0.76125,0.02598,78,0.99,0.08,0.05,0.9
0.25,0.4,41,41,3,12,0.18576,0.25475,0.27052,0.27212,0.79764,0.1912,0.07572,0.01115,0.73851,0.04344,82,0.99,0.08,0.05,0.9
