
TDR_alpha20_1s_2by2_litwinref_alphaonly_eta99_gam15_ic30_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,27,27,1,3,0.13287,0.33953,0.33953,0.59106,0.7513,0.15156,0.23659,0.09714,0.63054,0.16687,54,0.99,0.15,0.3,0.9
0.1,0.2,38,38,0,6,0.16538,0.41366,0.41366,0.56113,0.78109,0.07953,0.4116,0.13938,0.42302,0.27549,76,0.99,0.15,0.3,0.9
0.15,0.25,48,48,0,10,0.16353,0.39926,0.39926,0.54337,0.77393,0.08572,0.39363,0.14035,0.44284,0.26699,96,0.99,0.15,0.3,0.9
0.2,0.3,51,51,0,13,0.19096,0.40891,0.40891,0.53833,0.77404,0.0984,0.35843,0.12755,0.4506,0.24299,102,0.99,0.15,0.3,0.9
0.25,0.35,59,59,0,18,0.18625,0.40282,0.40282,0.53599,0.77524,0.09792,0.35613,0.12683,0.45762,0.24148,118,0.99,0.15,0.3,0.9
0.3,0.4,59,59,0,21,0.1938,0.39986,0.39986,0.53439,0.76242,0.10719,0.34622,0.13038,0.45998,0.2383,118,0.99,0.15,0.3,0.9
0.35,0.45,64,64,0,26,0.19005,0.39648,0.39648,0.53089,0.76452,0.10555,0.34685,0.12992,0.46309,0.23839,128,0.99,0.15,0.3,0.9
0.4,0.5,66,66,0,30,0.19823,0.40209,0.40209,0.53011,0.77178,0.10612,0.33715,0.12208,0.46462,0.22962,132,0.99,0.15,0.3,0.9
0.45,0.55,71,71,0,36,0.18246,0.39171,0.39171,0.53067,0.77128,0.10015,0.35112,0.12856,0.46641,0.23984,142,0.99,0.15,0.3,0.9
0.5,0.6,67,67,1,37,0.19986,0.37315,0.37315,0.53093,0.76613,0.13968,0.26574,0.09419,0.53439,0.17996,134,0.99,0.15,0.3,0.9
0.55,0.65,64,64,0,39,0.18749,0.38939,0.38939,0.53168,0.76111,0.10555,0.34787,0.13333,0.46462,0.2406,128,0.99,0.15,0.3,0.9
0.6,0.7,67,67,1,44,0.18048,0.36125,0.36125,0.53222,0.76858,0.12943,0.2844,0.10198,0.53511,0.19319,134,0.99,0.15,0.3,0.9
0.65,0.75,56,56,0,40,0.17935,0.38053,0.38053,0.53909,0.75348,0.10284,0.36009,0.14368,0.46055,0.25188,112,0.99,0.15,0.3,0.9
0.7,0.8,47,47,0,36,0.19056,0.38664,0.38664,0.54823,0.75174,0.10588,0.35426,0.14238,0.45517,0.24832,94,0.99,0.15,0.3,0.9
0.05,0.2,15,15,1,2,0.14678,0.30443,0.34901,0.98532,0.78325,0.15562,0.16945,0.06113,0.68377,0.11529,30,0.99,0.15,0.3,0.9
0.1,0.25,21,21,0,4,0.14618,0.33971,0.42128,0.57356,0.79561,0.06272,0.45832,0.14167,0.3955,0.3,42,0.99,0.15,0.3,0.9
0.15,0.3,21,21,0,5,0.18624,0.35517,0.42578,0.56563,0.78089,0.08408,0.40051,0.13503,0.41325,0.26777,42,0.99,0.15,0.3,0.9
0.2,0.35,28,28,1,8,0.15939,0.29921,0.35474,0.55582,0.77244,0.13025,0.27392,0.09731,0.56669,0.18561,56,0.99,0.15,0.3,0.9
0.25,0.4,27,27,1,9,0.18363,0.31115,0.36103,0.55465,0.76025,0.14779,0.25377,0.09196,0.5626,0.17286,54,0.99,0.15,0.3,0.9
0.3,0.45,31,31,1,12,0.16825,0.2997,0.35451,0.54708,0.76275,0.1353,0.2766,0.10195,0.55514,0.18927,62,0.99,0.15,0.3,0.9
0.35,0.5,32,32,0,14,0.18211,0.33533,0.40587,0.54502,0.78571,0.08811,0.37,0.12618,0.44789,0.24809,64,0.99,0.15,0.3,0.9
0.4,0.55,31,31,1,15,0.18851,0.31192,0.36261,0.54698,0.76468,0.143,0.25997,0.09231,0.55152,0.17614,62,0.99,0.15,0.3,0.9
0.45,0.6,30,30,1,16,0.19669,0.31585,0.36457,0.54885,0.76346,0.14788,0.25176,0.08865,0.55155,0.17021,60,0.99,0.15,0.3,0.9
0.5,0.65,32,32,0,19,0.17601,0.32243,0.39426,0.54571,0.77887,0.08811,0.37366,0.13302,0.45032,0.25334,64,0.99,0.15,0.3,0.9
0.55,0.7,28,28,0,18,0.19776,0.33891,0.40673,0.55356,0.77924,0.09494,0.35559,0.12582,0.44665,0.2407,56,0.99,0.15,0.3,0.9
0.6,0.75,29,29,1,20,0.18442,0.30369,0.35508,0.55509,0.7748,0.13696,0.26232,0.08824,0.55325,0.17528,58,0.99,0.15,0.3,0.9
0.65,0.8,27,27,1,20,0.18646,0.30362,0.35396,0.56179,0.78247,0.13574,0.25683,0.08178,0.5567,0.16931,54,0.99,0.15,0.3,0.9
0.7,0.85,24,24,1,19,0.19283,0.30565,0.3532,0.57275,0.79193,0.13692,0.24454,0.07115,0.56263,0.15785,48,0.99,0.15,0.3,0.9
0.05,0.25,11,11,1,2,0.09285,0.23149,0.32476,0.98917,0.77239,0.13952,0.18731,0.08809,0.71984,0.1377,22,0.99,0.15,0.3,0.9
0.1,0.3,14,14,1,3,0.13866,0.26333,0.34929,0.59619,0.79627,0.12814,0.23167,0.07558,0.62968,0.15362,28,0.99,0.15,0.3,0.9
0.15,0.35,15,15,1,4,0.15383,0.266,0.34954,0.57865,0.77869,0.13801,0.24318,0.0833,0.60299,0.16324,30,0.99,0.15,0.3,0.9
0.2,0.4,19,19,1,6,0.14408,0.25852,0.35133,0.56851,0.79593,0.11547,0.27492,0.08859,0.581,0.18176,38,0.99,0.15,0.3,0.9
0.25,0.45,19,19,1,7,0.15343,0.26052,0.34964,0.56524,0.78177,0.12562,0.27199,0.09261,0.57458,0.1823,38,0.99,0.15,0.3,0.9
0.3,0.5,19,19,1,8,0.15901,0.26091,0.34767,0.56338,0.77178,0.13241,0.27066,0.09581,0.57033,0.18324,38,0.99,0.15,0.3,0.9
0.35,0.55,19,19,1,9,0.16178,0.26001,0.34542,0.56256,0.76542,0.13631,0.27073,0.09828,0.56749,0.1845,38,0.99,0.15,0.3,0.9
0.4,0.6,19,19,1,10,0.16227,0.25795,0.34285,0.56259,0.76243,0.13758,0.27207,0.09999,0.56565,0.18603,38,0.99,0.15,0.3,0.9
0.45,0.65,19,19,1,11,0.16075,0.25475,0.33992,0.56341,0.76283,0.13631,0.27463,0.10086,0.56462,0.18775,38,0.99,0.15,0.3,0.9
0.5,0.7,19,19,0,12,0.16974,0.28308,0.4011,0.56503,0.79699,0.07389,0.39455,0.12912,0.43571,0.26184,38,0.99,0.15,0.3,0.9
0.55,0.75,16,16,0,11,0.18626,0.29429,0.40675,0.57554,0.78713,0.08102,0.38408,0.13184,0.42966,0.25796,32,0.99,0.15,0.3,0.9
0.6,0.8,15,15,1,11,0.18338,0.26658,0.3396,0.58082,0.76541,0.15294,0.24285,0.08165,0.57377,0.16225,30,0.99,0.15,0.3,0.9
0.65,0.85,14,14,1,11,0.18468,0.26594,0.33675,0.59246,0.77826,0.14962,0.23684,0.07211,0.57848,0.15448,28,0.99,0.15,0.3,0.9
0.7,0.9,13,13,0,11,0.19312,0.30407,0.42921,0.60906,0.84698,0.05539,0.39176,0.09764,0.41512,0.2447,26,0.99,0.15,0.3,0.9
0.05,0.3,9,9,1,2,0.06667,0.18396,0.3151,0.99112,0.78265,0.11925,0.18815,0.0981,0.74517,0.14313,18,0.99,0.15,0.3,0.9
