
TDR_alpha20_1s_2by2_litwinref_alphaonly_eta99_gam5_ic30_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,33,33,1,3,0.18884,0.38472,0.38472,0.5901,0.83866,0.1175,0.19438,0.04383,0.61678,0.11911,66,0.99,0.05,0.3,0.9
0.1,0.2,48,48,2,7,0.15141,0.30432,0.30432,0.55466,0.78655,0.16927,0.15145,0.04418,0.69714,0.09781,96,0.99,0.05,0.3,0.9
0.15,0.25,57,57,2,11,0.17561,0.32747,0.32747,0.54196,0.79331,0.16019,0.17067,0.04649,0.65372,0.10858,114,0.99,0.05,0.3,0.9
0.2,0.3,58,58,2,14,0.19734,0.33652,0.33652,0.53802,0.77606,0.17626,0.16617,0.04767,0.63648,0.10692,116,0.99,0.05,0.3,0.9
0.25,0.35,72,72,3,21,0.17421,0.29668,0.29668,0.52831,0.76601,0.19467,0.14082,0.03931,0.68496,0.09007,144,0.99,0.05,0.3,0.9
0.3,0.4,74,74,3,25,0.19331,0.30748,0.30748,0.52795,0.76757,0.19767,0.13355,0.03476,0.67313,0.08415,148,0.99,0.05,0.3,0.9
0.35,0.45,79,79,3,31,0.18236,0.30831,0.30831,0.52811,0.76666,0.18885,0.15598,0.04448,0.66164,0.10023,158,0.99,0.05,0.3,0.9
0.4,0.5,81,81,3,36,0.17884,0.30815,0.30815,0.52651,0.7639,0.1869,0.16543,0.04919,0.65572,0.10731,162,0.99,0.05,0.3,0.9
0.45,0.55,83,83,3,41,0.1814,0.31072,0.31072,0.52605,0.76948,0.18266,0.1669,0.04786,0.65168,0.10738,166,0.99,0.05,0.3,0.9
0.5,0.6,87,87,3,47,0.19173,0.3186,0.3186,0.52624,0.78972,0.1711,0.16065,0.03918,0.64761,0.09991,174,0.99,0.05,0.3,0.9
0.55,0.65,76,76,3,45,0.19226,0.30658,0.30658,0.53031,0.76113,0.19779,0.14958,0.04107,0.65815,0.09533,152,0.99,0.05,0.3,0.9
0.6,0.7,75,75,3,48,0.19696,0.30574,0.30574,0.52913,0.77072,0.19449,0.14154,0.03478,0.66149,0.08816,150,0.99,0.05,0.3,0.9
0.65,0.75,71,71,3,49,0.1949,0.29744,0.29744,0.53277,0.77039,0.19809,0.13512,0.03152,0.66997,0.08332,142,0.99,0.05,0.3,0.9
0.7,0.8,67,67,3,50,0.17333,0.27908,0.27908,0.53887,0.76437,0.19909,0.14531,0.03653,0.68134,0.09092,134,0.99,0.05,0.3,0.9
