
TDR_alpha10_1s_2by2_alphamax30_eta99_gam20_ic10_confidence30.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,70,70,3,7,0.0478,0.22439,0.22439,0.07525,0.87035,0.09655,0.11449,0.0331,0.83771,0.07379,140,0.99,0.2,0.1,0.3
0.1,0.2,99,99,4,15,0.05389,0.22071,0.22071,0.08241,0.86242,0.09827,0.14848,0.0393,0.79763,0.09389,198,0.99,0.2,0.1,0.3
0.15,0.25,126,126,5,25,0.06492,0.22025,0.22025,0.09506,0.87019,0.09897,0.14823,0.03082,0.78683,0.08953,252,0.99,0.2,0.1,0.3
0.05,0.2,42,42,3,5,0.04105,0.16276,0.19793,0.06435,0.8886,0.09577,0.05961,0.01562,0.89934,0.03761,84,0.99,0.2,0.1,0.3
0.1,0.25,50,50,3,9,0.04794,0.18208,0.23053,0.0761,0.86807,0.08852,0.15207,0.0434,0.79999,0.09774,100,0.99,0.2,0.1,0.3
0.15,0.3,63,63,4,14,0.06111,0.17735,0.21305,0.08991,0.87603,0.09811,0.1292,0.02585,0.80969,0.07752,126,0.99,0.2,0.1,0.3
0.2,0.35,77,77,5,22,0.0366,0.14092,0.18352,0.05844,0.85568,0.09843,0.14527,0.04589,0.81812,0.09558,154,0.99,0.2,0.1,0.3
0.25,0.4,81,81,5,26,0.06765,0.17738,0.21013,0.09704,0.87968,0.09699,0.13922,0.02332,0.79312,0.08127,162,0.99,0.2,0.1,0.3
0.3,0.45,91,91,5,34,0.06323,0.18387,0.22393,0.09337,0.89385,0.07844,0.17002,0.0277,0.76674,0.09886,182,0.99,0.2,0.1,0.3
0.35,0.5,94,94,6,40,0.05821,0.1595,0.19167,0.08477,0.87412,0.09995,0.14193,0.02592,0.79985,0.08392,188,0.99,0.2,0.1,0.3
0.4,0.55,95,95,6,45,0.06444,0.16542,0.19594,0.09221,0.87712,0.0996,0.14325,0.02327,0.7923,0.08326,190,0.99,0.2,0.1,0.3
0.45,0.6,95,95,6,50,0.06155,0.16176,0.19359,0.08887,0.87451,0.0996,0.14974,0.02588,0.7887,0.08781,190,0.99,0.2,0.1,0.3
0.5,0.65,94,94,6,54,0.0658,0.16328,0.19209,0.09343,0.87814,0.09995,0.14543,0.0219,0.78875,0.08367,188,0.99,0.2,0.1,0.3
