
TDR_alpha10_1s_2by2_alphaonly_eta99_gam9_ic30_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,49,49,1,5,0.09006,0.36278,0.36278,0.305,0.85887,0.06254,0.31543,0.07859,0.59451,0.19701,98,0.99,0.09,0.3,0.9
0.1,0.2,78,78,2,12,0.07766,0.30696,0.30696,0.26802,0.85188,0.07574,0.26576,0.07238,0.65658,0.16907,156,0.99,0.09,0.3,0.9
0.15,0.25,94,94,2,19,0.09379,0.32429,0.32429,0.29829,0.85637,0.07291,0.28552,0.07072,0.62069,0.17812,188,0.99,0.09,0.3,0.9
0.2,0.3,111,111,2,28,0.09611,0.33144,0.33144,0.3092,0.86009,0.06702,0.3044,0.07288,0.59948,0.18864,222,0.99,0.09,0.3,0.9
0.25,0.35,122,122,2,37,0.09671,0.33202,0.33202,0.31481,0.85555,0.06642,0.31548,0.07802,0.5878,0.19675,244,0.99,0.09,0.3,0.9
0.3,0.4,130,130,2,46,0.09828,0.33262,0.33262,0.31981,0.85267,0.06652,0.32126,0.08079,0.58044,0.20103,260,0.99,0.09,0.3,0.9
0.35,0.45,143,143,2,58,0.08915,0.32772,0.32772,0.3123,0.85334,0.06042,0.33708,0.08622,0.57375,0.21165,286,0.99,0.09,0.3,0.9
0.4,0.5,147,147,2,67,0.09037,0.32803,0.32803,0.3152,0.85366,0.06017,0.33877,0.08614,0.57084,0.21245,294,0.99,0.09,0.3,0.9
0.45,0.55,147,147,3,74,0.09889,0.31134,0.31134,0.30363,0.85423,0.07655,0.28586,0.0692,0.61523,0.17753,294,0.99,0.09,0.3,0.9
0.5,0.6,144,144,2,80,0.09679,0.32967,0.32967,0.32338,0.85491,0.06254,0.33306,0.08253,0.57013,0.20779,288,0.99,0.09,0.3,0.9
0.55,0.65,140,140,2,85,0.09275,0.32286,0.32286,0.31831,0.85064,0.06287,0.33577,0.08647,0.57147,0.21112,280,0.99,0.09,0.3,0.9
0.6,0.7,131,131,2,86,0.09896,0.32464,0.32464,0.32379,0.85373,0.06559,0.32603,0.08066,0.57499,0.20335,262,0.99,0.09,0.3,0.9
0.65,0.75,123,123,2,87,0.09713,0.31966,0.31966,0.31974,0.85571,0.06541,0.32341,0.07886,0.57945,0.20114,246,0.99,0.09,0.3,0.9
0.7,0.8,119,119,3,90,0.09218,0.28618,0.28618,0.28269,0.8621,0.07824,0.26959,0.05965,0.63821,0.16462,238,0.99,0.09,0.3,0.9
