
TDR_alpha10_1s_2by2_alphaonly_eta99_gam11_ic10_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,67,67,2,6,0.09693,0.31583,0.31583,0.26345,0.91571,0.06127,0.17509,0.02302,0.72798,0.09906,134,0.99,0.11,0.1,0.9
0.1,0.2,99,99,4,15,0.05389,0.22071,0.22071,0.18269,0.86242,0.09827,0.14848,0.0393,0.79763,0.09389,198,0.99,0.11,0.1,0.9
0.15,0.25,113,113,4,22,0.0909,0.25918,0.25918,0.23597,0.8754,0.09522,0.1658,0.02938,0.74329,0.09759,226,0.99,0.11,0.1,0.9
0.2,0.3,136,136,5,33,0.09569,0.24754,0.24754,0.22971,0.87708,0.0997,0.15165,0.0232,0.75264,0.08743,272,0.99,0.11,0.1,0.9
0.05,0.2,32,32,2,4,0.06113,0.21871,0.26541,0.20571,0.86716,0.09615,0.12439,0.03668,0.81448,0.08054,64,0.99,0.11,0.1,0.9
0.1,0.25,48,48,3,8,0.07574,0.20344,0.23873,0.2041,0.88069,0.09767,0.11936,0.02164,0.8049,0.0705,96,0.99,0.11,0.1,0.9
0.15,0.3,63,63,4,14,0.06111,0.17735,0.21305,0.18157,0.87603,0.09811,0.1292,0.02585,0.80969,0.07752,126,0.99,0.11,0.1,0.9
0.2,0.35,67,67,4,18,0.08049,0.19857,0.23309,0.21015,0.87623,0.09931,0.14388,0.02445,0.77563,0.08417,134,0.99,0.11,0.1,0.9
0.25,0.4,79,79,4,25,0.0863,0.21811,0.25689,0.23094,0.9014,0.07566,0.17359,0.02293,0.7401,0.09826,158,0.99,0.11,0.1,0.9
0.3,0.45,83,83,5,31,0.06954,0.18077,0.21608,0.19518,0.87327,0.09878,0.15333,0.02793,0.77711,0.09063,166,0.99,0.11,0.1,0.9
0.35,0.5,85,85,5,36,0.07379,0.18581,0.22161,0.203,0.87355,0.098,0.16084,0.02843,0.76536,0.09463,170,0.99,0.11,0.1,0.9
0.4,0.55,86,86,5,40,0.09483,0.20278,0.23136,0.21848,0.88422,0.09763,0.14702,0.01814,0.75813,0.08258,172,0.99,0.11,0.1,0.9
0.45,0.6,86,86,5,45,0.07956,0.18977,0.22436,0.20966,0.87557,0.09763,0.16567,0.02679,0.75475,0.09623,172,0.99,0.11,0.1,0.9
0.5,0.65,85,85,5,48,0.09916,0.20251,0.2285,0.21872,0.88606,0.098,0.1459,0.01593,0.75492,0.08091,170,0.99,0.11,0.1,0.9
0.55,0.7,83,83,5,52,0.07439,0.17901,0.21253,0.19984,0.87422,0.09878,0.16698,0.02698,0.75862,0.09698,166,0.99,0.11,0.1,0.9
0.6,0.75,81,81,5,55,0.06804,0.16899,0.20192,0.18926,0.87625,0.09699,0.16722,0.02675,0.76473,0.09699,162,0.99,0.11,0.1,0.9
0.65,0.8,75,75,4,54,0.09484,0.20879,0.24067,0.22987,0.90839,0.07536,0.17969,0.01624,0.72546,0.09796,150,0.99,0.11,0.1,0.9
0.7,0.85,63,63,4,49,0.0825,0.17887,0.20626,0.20013,0.88252,0.09811,0.1655,0.01936,0.75199,0.09243,126,0.99,0.11,0.1,0.9
