
TDR_alpha10_1s_2by2_alphaonly_eta99_gam1_ic15_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,70,70,3,6,0.08884,0.2354,0.2354,0.20007,0.89458,0.09655,0.07345,0.00886,0.83771,0.04115,140,0.99,0.01,0.15,0.9
0.1,0.2,111,111,4,15,0.09855,0.2486,0.2486,0.22077,0.91658,0.0737,0.11723,0.0097,0.78421,0.06347,222,0.99,0.01,0.15,0.9
0.15,0.25,141,141,6,26,0.09256,0.20248,0.20248,0.18589,0.89506,0.09818,0.08652,0.00674,0.82091,0.04663,282,0.99,0.01,0.15,0.9
0.05,0.2,42,42,3,4,0.07814,0.17661,0.20232,0.16179,0.90246,0.09577,0.02251,0.00177,0.89934,0.01214,84,0.99,0.01,0.15,0.9
0.1,0.25,58,58,4,9,0.07269,0.16983,0.19292,0.16453,0.89721,0.0964,0.06487,0.00638,0.86244,0.03562,116,0.99,0.01,0.15,0.9
0.15,0.3,73,73,5,15,0.07395,0.16317,0.18301,0.16164,0.89712,0.0966,0.07373,0.00628,0.85231,0.04001,146,0.99,0.01,0.15,0.9
0.2,0.35,78,78,5,20,0.08678,0.18349,0.20468,0.18657,0.89622,0.09519,0.09665,0.00859,0.81657,0.05262,156,0.99,0.01,0.15,0.9
0.25,0.4,88,88,5,27,0.09296,0.20279,0.22706,0.20769,0.91194,0.0783,0.12354,0.00975,0.78349,0.06665,176,0.99,0.01,0.15,0.9
0.3,0.45,95,95,6,34,0.08565,0.17931,0.19903,0.18437,0.89883,0.09251,0.1062,0.00865,0.80814,0.05742,190,0.99,0.01,0.15,0.9
0.35,0.5,94,94,6,38,0.09968,0.18678,0.20341,0.19324,0.89284,0.09995,0.10045,0.0072,0.79985,0.05383,188,0.99,0.01,0.15,0.9
0.4,0.55,96,96,6,44,0.09448,0.18704,0.20621,0.19531,0.89365,0.09698,0.11443,0.00935,0.79108,0.06189,192,0.99,0.01,0.15,0.9
0.45,0.6,98,98,6,50,0.09182,0.1872,0.20749,0.19627,0.89804,0.09196,0.12306,0.00999,0.7851,0.06652,196,0.99,0.01,0.15,0.9
0.5,0.65,95,95,6,53,0.09849,0.18636,0.20295,0.19493,0.89467,0.09727,0.11396,0.00804,0.78753,0.061,190,0.99,0.01,0.15,0.9
0.55,0.7,95,95,6,58,0.09168,0.18044,0.1974,0.18908,0.89922,0.09251,0.11961,0.00825,0.7887,0.06393,190,0.99,0.01,0.15,0.9
0.6,0.75,91,91,6,60,0.09274,0.17311,0.18598,0.18029,0.89783,0.09586,0.10991,0.0063,0.79734,0.05811,182,0.99,0.01,0.15,0.9
0.65,0.8,83,83,5,59,0.09961,0.19204,0.20849,0.2019,0.91257,0.08057,0.13236,0.00685,0.76802,0.06961,166,0.99,0.01,0.15,0.9
0.7,0.85,73,73,5,56,0.08488,0.16435,0.17745,0.17344,0.89602,0.0966,0.12319,0.00738,0.79192,0.06529,146,0.99,0.01,0.15,0.9
0.05,0.25,24,24,2,3,0.0838,0.20855,0.26626,0.21154,0.91292,0.07809,0.06518,0.00898,0.85101,0.03708,48,0.99,0.01,0.15,0.9
0.1,0.3,34,34,3,6,0.07773,0.17212,0.21969,0.18503,0.90383,0.08788,0.07514,0.00828,0.84714,0.04171,68,0.99,0.01,0.15,0.9
0.15,0.35,43,43,4,10,0.06456,0.14461,0.18713,0.15996,0.89504,0.09568,0.07936,0.00928,0.85608,0.04432,86,0.99,0.01,0.15,0.9
0.2,0.4,47,47,4,13,0.0853,0.16941,0.21033,0.1891,0.90465,0.08707,0.09736,0.00827,0.81733,0.05282,94,0.99,0.01,0.15,0.9
0.25,0.45,52,52,4,17,0.09181,0.18361,0.22894,0.20778,0.91688,0.07401,0.12185,0.0091,0.78634,0.06548,104,0.99,0.01,0.15,0.9
0.3,0.5,55,55,5,21,0.07703,0.14975,0.18517,0.17032,0.89259,0.09866,0.09734,0.00874,0.82563,0.05304,110,0.99,0.01,0.15,0.9
0.35,0.55,56,56,5,24,0.08683,0.15862,0.19118,0.17946,0.89492,0.09756,0.09942,0.00751,0.81374,0.05347,112,0.99,0.01,0.15,0.9
0.4,0.6,56,56,5,27,0.08532,0.15729,0.19114,0.18033,0.89253,0.09874,0.10739,0.00872,0.80729,0.05805,112,0.99,0.01,0.15,0.9
0.45,0.65,56,56,5,30,0.08197,0.15386,0.18881,0.1785,0.89282,0.09756,0.11442,0.00961,0.8036,0.06202,112,0.99,0.01,0.15,0.9
0.5,0.7,55,55,5,32,0.08878,0.15611,0.18457,0.17753,0.89436,0.09866,0.10668,0.00697,0.80453,0.05683,110,0.99,0.01,0.15,0.9
