
TDR_alpha20_2s_3by2_alphaonly_eta99_gam5_ic20_confidence90.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,2,2,0,1,3,0.17897,0.37835,0.37835,0.3672,0.82649,0.08619,0.12137,0.03883,0,0.12137,0,0.03883,0.14519,0.0801,0.55447,0.04848,61.7821292355348,60,64,0.99,0.05,0.2,0.9
0.1,0.2,44,44,-4,5,3,3,1,2,7,0.14265,0.29846,0.29846,0.30008,0.77467,0.13513,0.10538,0.04299,0,0.10538,0,0.04299,0.19815,0.07418,0.55382,0.04721,90.6770641545252,88,94,0.99,0.05,0.2,0.9
0.15,0.25,50,50,-5,8,2,2,1,2,10,0.18441,0.32393,0.32393,0.33478,0.77592,0.13994,0.09438,0.03566,0,0.09438,0,0.03566,0.19575,0.06502,0.52547,0.04847,101.898131445871,100,104,0.99,0.05,0.2,0.9
0.2,0.3,53,53,-7,11,4,4,1,2,14,0.18425,0.32877,0.32877,0.3468,0.76309,0.14136,0.1106,0.04594,0,0.1106,0,0.04594,0.20244,0.07827,0.50271,0.0496,109.978335344515,106,114,0.99,0.05,0.2,0.9
0.25,0.35,62,62,-7,16,4,4,2,3,19,0.1886,0.29494,0.29494,0.30638,0.75119,0.17588,0.06805,0.02428,0,0.06805,0,0.02428,0.22891,0.04617,0.51443,0.04863,127.884528717403,124,132,0.99,0.05,0.2,0.9
0.3,0.4,65,65,-8,20,5,5,1,2,24,0.19969,0.34746,0.34746,0.36869,0.78049,0.127,0.10856,0.043,0,0.10856,0,0.043,0.18124,0.07578,0.51051,0.0495,134.894947758407,130,140,0.99,0.05,0.2,0.9
0.35,0.45,70,70,-7,25,6,6,2,3,30,0.17721,0.30263,0.30263,0.31975,0.75299,0.15847,0.0966,0.03941,0,0.0966,0,0.03941,0.21306,0.06801,0.51312,0.04911,145.842543915763,140,152,0.99,0.05,0.2,0.9
0.4,0.5,69,69,-7,28,6,6,2,3,33,0.19624,0.30987,0.30987,0.32595,0.75504,0.16425,0.08246,0.03073,0,0.08246,0,0.03073,0.21875,0.0566,0.50254,0.04997,143.969546767734,138,150,0.99,0.05,0.2,0.9
0.45,0.55,70,70,-8,32,7,7,2,3,38,0.18694,0.30717,0.30717,0.32531,0.7535,0.16128,0.09119,0.03613,0,0.09119,0,0.03613,0.21517,0.06366,0.50669,0.04908,146.906342982405,140,154,0.99,0.05,0.2,0.9
0.5,0.6,67,67,-9,34,14,14,2,3,44,0.18407,0.30884,0.30884,0.32632,0.76608,0.15137,0.09138,0.03299,0,0.09138,0,0.03299,0.22218,0.06218,0.50236,0.04955,147.933929490436,134,162,0.99,0.05,0.2,0.9
0.55,0.65,68,68,-7,38,6,6,2,3,44,0.18621,0.30156,0.30156,0.3196,0.75023,0.16464,0.08828,0.03534,0,0.08828,0,0.03534,0.20981,0.06181,0.51569,0.04979,141.811771965125,136,148,0.99,0.05,0.2,0.9
0.6,0.7,64,64,-7,39,7,7,1,2,46,0.19338,0.33975,0.33975,0.36743,0.77783,0.12613,0.11614,0.04757,0,0.11614,0,0.04757,0.17763,0.08186,0.51284,0.04846,134.820223724437,128,142,0.99,0.05,0.2,0.9
0.65,0.75,56,56,-8,37,4,4,1,2,42,0.19605,0.32846,0.32846,0.35753,0.75522,0.14683,0.10924,0.04862,0,0.10924,0,0.04862,0.1876,0.07893,0.50712,0.04932,115.943079728111,112,120,0.99,0.05,0.2,0.9
0.7,0.8,52,52,-5,37,4,4,1,2,42,0.19532,0.32248,0.32248,0.34808,0.76164,0.14545,0.10475,0.04361,0,0.10475,0,0.04361,0.18456,0.07418,0.51537,0.04929,107.877073158603,104,112,0.99,0.05,0.2,0.9
0.05,0.2,22,22,-3,2,2,2,1,2,3,0.08319,0.20785,0.2432,0.21085,0.80416,0.12742,0.05456,0.01991,0,0.05456,0,0.01991,0.16323,0.03723,0.69903,0.04851,45.2038901664168,44,48,0.99,0.05,0.2,0.9
0.1,0.25,23,23,-4,3,2,2,1,2,4,0.15297,0.24992,0.27597,0.27148,0.78441,0.15227,0.0473,0.01339,0,0.0473,0,0.01339,0.20637,0.03034,0.59336,0.04994,47.6265678530671,46,50,0.99,0.05,0.2,0.9
0.15,0.3,24,24,-3,4,3,3,1,2,6,0.15151,0.25466,0.28647,0.29124,0.76093,0.15549,0.09097,0.03366,0,0.09097,0,0.03366,0.23725,0.06232,0.52027,0.04992,50.8783760439558,48,54,0.99,0.05,0.2,0.9
0.2,0.35,28,28,-4,6,2,2,1,2,8,0.17386,0.27443,0.30504,0.31373,0.77215,0.15196,0.09165,0.03225,0,0.09165,0,0.03225,0.22439,0.06195,0.5101,0.04364,57.9595997100738,56,60,0.99,0.05,0.2,0.9
0.25,0.4,30,30,-4,8,2,2,1,2,10,0.1907,0.28774,0.31698,0.3281,0.77727,0.14505,0.08231,0.02834,0,0.08231,0,0.02834,0.2009,0.05533,0.52608,0.04934,61.8956638640696,60,64,0.99,0.05,0.2,0.9
0.3,0.45,32,32,-4,10,3,3,1,2,13,0.17404,0.28025,0.31586,0.33083,0.77464,0.13633,0.11168,0.04251,0,0.11168,0,0.04251,0.20295,0.0771,0.51133,0.04652,66.9320238014716,64,70,0.99,0.05,0.2,0.9
0.35,0.5,30,30,-7,11,3,3,1,2,14,0.17907,0.27801,0.31212,0.33184,0.75292,0.15381,0.1031,0.04349,0,0.1031,0,0.04349,0.20918,0.0733,0.50865,0.04978,62.9481279929796,60,66,0.99,0.05,0.2,0.9
0.4,0.55,34,34,-4,14,2,2,1,2,17,0.18114,0.28374,0.31897,0.33773,0.77167,0.13761,0.11428,0.04461,0,0.11428,0,0.04461,0.19378,0.07945,0.51079,0.04611,69.956836360188,68,72,0.99,0.05,0.2,0.9
0.45,0.6,30,30,-6,14,4,4,1,2,18,0.17305,0.27242,0.30855,0.33185,0.75018,0.15101,0.11293,0.04938,0,0.11293,0,0.04938,0.20877,0.08115,0.50525,0.04943,63.9580164171023,60,68,0.99,0.05,0.2,0.9
0.5,0.65,29,29,-6,15,4,4,1,2,19,0.18399,0.27811,0.31091,0.33248,0.75451,0.15553,0.10134,0.0412,0,0.10134,0,0.0412,0.21227,0.07127,0.50239,0.04875,61.9809156040576,58,66,0.99,0.05,0.2,0.9
0.55,0.7,28,28,-6,16,4,4,1,2,20,0.18723,0.27783,0.30868,0.32878,0.75725,0.15689,0.09182,0.03597,0,0.09182,0,0.03597,0.20675,0.0639,0.51419,0.04989,59.8864476522778,56,64,0.99,0.05,0.2,0.9
0.6,0.75,29,29,-4,18,7,7,1,2,24,0.19171,0.28793,0.3184,0.33267,0.8033,0.12766,0.08643,0.02407,0,0.08643,0,0.02407,0.1996,0.05525,0.52226,0.04497,64.6883764545008,58,72,0.99,0.05,0.2,0.9
0.65,0.8,25,25,-5,17,4,4,1,2,21,0.1895,0.27114,0.29658,0.31063,0.76567,0.16197,0.07321,0.02469,0,0.07321,0,0.02469,0.20223,0.04895,0.53505,0.04767,53.7196251022763,50,58,0.99,0.05,0.2,0.9
0.7,0.85,22,22,-3,16,4,4,1,2,20,0.1991,0.26762,0.28535,0.29125,0.76699,0.17235,0.06095,0.01601,0,0.06095,0,0.01601,0.21833,0.03848,0.52161,0.04465,47.8270859751922,44,52,0.99,0.05,0.2,0.9
0.05,0.25,11,11,-2,1,2,2,0,1,2,0.11864,0.26969,0.35412,0.3117,0.83627,0.07398,0.15256,0.04472,0,0.15256,0,0.04472,0.15484,0.09864,0.57395,0.04502,23.7041878682946,22,26,0.99,0.05,0.2,0.9
0.1,0.3,14,14,-3,2,2,2,1,2,3,0.12802,0.20268,0.24484,0.23648,0.76714,0.17371,0.03858,0.01029,0,0.03858,0,0.01029,0.24622,0.02443,0.58718,0.04885,29.6512954913883,28,32,0.99,0.05,0.2,0.9
0.15,0.35,16,16,-3,3,2,2,1,2,4,0.16789,0.23609,0.27261,0.27155,0.78298,0.16032,0.03699,0.0084,0,0.03699,0,0.0084,0.22757,0.0227,0.56755,0.04829,33.7297879618818,32,36,0.99,0.05,0.2,0.9
