
TDR_alpha20_2s_3by2_alphamax30_eta99_gam15_ic15_confidence30.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,3,3,-6,2,3,0.13862,0.25892,0.25892,0.17471,0.75805,0.05159,0.1267,0.14187,0.0859,0.04081,0.13019,0.01168,0.18021,0.13429,0.55447,0.04848,62.6731938533022,60,66,0.99,0.15,0.15,0.3
0.1,0.2,44,44,-4,5,2,2,-9,2,7,0.13416,0.29228,0.29228,0.18067,0.76207,0.06195,0.15141,0.12877,0.03712,0.11429,0.07741,0.05137,0.16061,0.14009,0.55382,0.04721,89.7847094363501,88,92,0.99,0.15,0.15,0.3
0.15,0.25,50,50,-5,8,4,4,-4,2,11,0.14354,0.30575,0.30575,0.19321,0.75489,0.06393,0.16711,0.1327,0.0329,0.1342,0.06929,0.06341,0.16389,0.1499,0.52547,0.04847,103.796262891741,100,108,0.99,0.15,0.15,0.3
0.2,0.3,53,53,-7,11,13,13,-1,2,17,0.13032,0.30676,0.30676,0.18089,0.75379,0.08158,0.17485,0.11503,0.01448,0.16037,0.03617,0.07886,0.19212,0.14494,0.50271,0.0496,118.929589869672,106,132,0.99,0.15,0.15,0.3
0.25,0.35,62,62,-7,16,10,10,-2,2,22,0.14307,0.31792,0.31792,0.19551,0.76072,0.07027,0.17613,0.12037,0.01943,0.1567,0.04446,0.07592,0.16636,0.14825,0.51443,0.04863,133.711321793507,124,144,0.99,0.15,0.15,0.3
0.3,0.4,65,65,-8,20,13,13,0,2,28,0.13369,0.31232,0.31232,0.18582,0.75083,0.09356,0.17715,0.1061,0.00677,0.17038,0.01765,0.08845,0.17865,0.14162,0.51051,0.0495,142.726864171859,130,156,0.99,0.15,0.15,0.3
0.35,0.45,70,70,-7,25,15,15,-18,3,34,0.15217,0.29866,0.29866,0.19975,0.76373,0.05426,0.16127,0.13289,0.04126,0.12001,0.08254,0.05035,0.17343,0.14708,0.51312,0.04911,154.606359789408,140,170,0.99,0.15,0.15,0.3
0.4,0.5,69,69,-7,28,14,14,-1,2,38,0.14351,0.31925,0.31925,0.19692,0.75535,0.07961,0.18277,0.11506,0.01224,0.17053,0.02981,0.08526,0.17117,0.14892,0.50254,0.04997,151.928942458045,138,166,0.99,0.15,0.15,0.3
0.45,0.55,70,70,-8,32,18,18,0,2,45,0.12823,0.30943,0.30943,0.18006,0.75085,0.08886,0.18746,0.1112,0.00535,0.18211,0.01493,0.09627,0.1776,0.14933,0.50669,0.04908,157.759167669042,140,176,0.99,0.15,0.15,0.3
0.5,0.6,67,67,-9,34,17,17,-1,2,47,0.14007,0.31498,0.31498,0.19297,0.75377,0.08095,0.1816,0.11571,0.01157,0.17003,0.02934,0.08637,0.17596,0.14866,0.50236,0.04955,150.9197715241,134,168,0.99,0.15,0.15,0.3
