
TDR_alpha10_1s_3by2_alphaonly_eta99_gam10_ic15_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,58,58,-7,2,6,0.06056,0.28234,0.28234,0.56799,0.85474,0.05507,0.20451,0.09018,0.00853,0.19598,0.03017,0.06001,0.73493,0.14735,116,0.99,0.1,0.15,0.9
0.1,0.2,81,81,-9,3,12,0.08586,0.26488,0.26488,0.53722,0.85429,0.05174,0.19097,0.09397,0.02187,0.16911,0.05394,0.04004,0.72316,0.14247,162,0.99,0.1,0.15,0.9
0.05,0.2,31,31,-6,2,4,0.05624,0.21081,0.25939,0.59033,0.85363,0.06381,0.13614,0.08256,0.01088,0.12526,0.03937,0.04319,0.80761,0.10935,62,0.99,0.1,0.15,0.9
0.1,0.25,43,43,-7,3,7,0.09004,0.20127,0.23034,0.55413,0.85838,0.04475,0.13493,0.09686,0.04322,0.09171,0.08043,0.01643,0.77503,0.1159,86,0.99,0.1,0.15,0.9
0.15,0.3,53,53,-9,3,12,0.07347,0.20689,0.25263,0.54545,0.85974,0.04865,0.19088,0.0916,0.0172,0.17368,0.04969,0.04191,0.73565,0.14124,106,0.99,0.1,0.15,0.9
0.2,0.35,63,63,-10,4,17,0.08194,0.19372,0.22664,0.53632,0.85995,0.04292,0.16539,0.09712,0.03003,0.13536,0.07125,0.02586,0.75266,0.13126,126,0.99,0.1,0.15,0.9
0.25,0.4,66,66,-11,4,21,0.09476,0.20727,0.24003,0.53274,0.85976,0.04141,0.17994,0.09883,0.03409,0.14585,0.07283,0.026,0.7253,0.13938,132,0.99,0.1,0.15,0.9
0.3,0.45,70,70,-12,4,26,0.09281,0.21013,0.24714,0.52776,0.86004,0.04218,0.19489,0.09777,0.0285,0.16639,0.06612,0.03165,0.71229,0.14633,140,0.99,0.1,0.15,0.9
0.35,0.5,79,79,-13,4,33,0.09892,0.22501,0.26343,0.52811,0.88631,0.03104,0.20875,0.08265,0.028,0.18076,0.05636,0.02629,0.69232,0.1457,158,0.99,0.1,0.15,0.9
0.4,0.55,81,81,-13,5,38,0.08975,0.19335,0.22273,0.52651,0.86521,0.03527,0.17987,0.09951,0.03436,0.14551,0.07675,0.02276,0.73037,0.13969,162,0.99,0.1,0.15,0.9
0.45,0.6,81,81,-13,5,42,0.09323,0.19499,0.22308,0.52683,0.86666,0.03335,0.18205,0.09998,0.03659,0.14546,0.07867,0.02131,0.72471,0.14101,162,0.99,0.1,0.15,0.9
0.5,0.65,81,81,-13,5,46,0.09498,0.19498,0.2216,0.52747,0.8711,0.03031,0.18304,0.09857,0.03822,0.14482,0.0793,0.01927,0.72197,0.14081,162,0.99,0.1,0.15,0.9
0.55,0.7,79,79,-13,4,49,0.0988,0.21994,0.25743,0.52858,0.8933,0.02605,0.21669,0.08064,0.02759,0.1891,0.05674,0.0239,0.6845,0.14866,158,0.99,0.1,0.15,0.9
0.6,0.75,73,73,-12,4,49,0.09928,0.21158,0.24499,0.53235,0.8863,0.02664,0.20884,0.08705,0.03092,0.17792,0.06474,0.02231,0.69187,0.14795,146,0.99,0.1,0.15,0.9
0.65,0.8,65,65,-11,4,47,0.09808,0.19767,0.22537,0.53508,0.87299,0.0281,0.19751,0.0989,0.03569,0.16182,0.07836,0.02054,0.7044,0.14821,130,0.99,0.1,0.15,0.9
0.7,0.85,61,61,-10,4,47,0.09992,0.18917,0.2091,0.54075,0.88085,0.02043,0.18813,0.09871,0.04354,0.14459,0.08572,0.01299,0.71194,0.14342,122,0.99,0.1,0.15,0.9
0.05,0.25,20,20,-5,2,3,0.0587,0.17378,0.24139,0.59294,0.85536,0.06726,0.08442,0.07738,0.01678,0.06764,0.05338,0.024,0.85688,0.0809,40,0.99,0.1,0.15,0.9
0.1,0.3,25,25,-6,2,5,0.08012,0.19745,0.2745,0.57249,0.86312,0.05262,0.17273,0.08426,0.01787,0.15486,0.0464,0.03785,0.74715,0.12849,50,0.99,0.1,0.15,0.9
0.15,0.35,33,33,-7,3,8,0.07959,0.17132,0.22672,0.55745,0.8632,0.04411,0.14403,0.09268,0.03108,0.11295,0.07094,0.02174,0.77638,0.11836,66,0.99,0.1,0.15,0.9
0.2,0.4,36,36,-8,3,11,0.07042,0.16496,0.23514,0.54637,0.85255,0.05077,0.17784,0.09668,0.01849,0.15935,0.05709,0.0396,0.75173,0.13726,72,0.99,0.1,0.15,0.9
0.25,0.45,37,37,-9,3,13,0.08632,0.18011,0.2464,0.5437,0.8528,0.04802,0.18889,0.09918,0.0246,0.16429,0.06328,0.0359,0.72479,0.14404,74,0.99,0.1,0.15,0.9
0.3,0.5,43,43,-9,3,17,0.09306,0.1951,0.26585,0.54178,0.88456,0.0335,0.20881,0.08194,0.02384,0.18497,0.05229,0.02964,0.69813,0.14537,86,0.99,0.1,0.15,0.9
0.35,0.55,45,45,-10,3,20,0.09724,0.20022,0.27185,0.53945,0.8912,0.03008,0.2173,0.07871,0.02425,0.19305,0.05059,0.02812,0.68545,0.148,90,0.99,0.1,0.15,0.9
