
TDR_alpha20_2s_3by2_alphaonly_eta99_gam4_ic15_confidence90.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,2,2,0,1,3,0.17897,0.37835,0.37835,0.3672,0.82649,0.08619,0.12137,0.03883,0,0.12137,0,0.03883,0.14519,0.0801,0.55447,0.04848,61.7821292355348,60,64,0.99,0.04,0.15,0.9
0.1,0.2,44,44,-4,5,4,4,1,2,7,0.15091,0.30399,0.30399,0.30461,0.78601,0.13107,0.09672,0.03571,0,0.09672,0,0.03571,0.19854,0.06621,0.55382,0.04721,91.5694188727003,88,96,0.99,0.04,0.15,0.9
0.15,0.25,50,50,-5,8,2,2,1,2,10,0.18441,0.32393,0.32393,0.33478,0.77592,0.13994,0.09438,0.03566,0,0.09438,0,0.03566,0.19575,0.06502,0.52547,0.04847,101.898131445871,100,104,0.99,0.04,0.15,0.9
0.2,0.3,53,53,-7,11,5,5,1,2,14,0.19674,0.33615,0.33615,0.35178,0.77555,0.13845,0.09758,0.03639,0,0.09758,0,0.03639,0.20296,0.06699,0.50271,0.0496,110.972919180643,106,116,0.99,0.04,0.15,0.9
0.25,0.35,62,62,-7,16,4,4,2,3,19,0.1886,0.29494,0.29494,0.30638,0.75119,0.17588,0.06805,0.02428,0,0.06805,0,0.02428,0.22891,0.04617,0.51443,0.04863,127.884528717403,124,132,0.99,0.04,0.15,0.9
0.3,0.4,65,65,-8,20,6,6,2,3,24,0.19367,0.30416,0.30416,0.31725,0.75691,0.16803,0.07192,0.02554,0,0.07192,0,0.02554,0.2239,0.04873,0.51051,0.0495,135.873937310089,130,142,0.99,0.04,0.15,0.9
0.35,0.45,70,70,-7,25,6,6,2,3,30,0.17721,0.30263,0.30263,0.31975,0.75299,0.15847,0.0966,0.03941,0,0.0966,0,0.03941,0.21306,0.06801,0.51312,0.04911,145.842543915763,140,152,0.99,0.04,0.15,0.9
0.4,0.5,69,69,-7,28,15,15,2,3,37,0.18682,0.31451,0.31451,0.32944,0.77777,0.14214,0.09038,0.0301,0,0.09038,0,0.0301,0.22026,0.06024,0.50254,0.04997,152.923866919334,138,168,0.99,0.04,0.15,0.9
0.45,0.55,70,70,-8,32,7,7,2,3,38,0.18694,0.30717,0.30717,0.32531,0.7535,0.16128,0.09119,0.03613,0,0.09119,0,0.03613,0.21517,0.06366,0.50669,0.04908,146.906342982405,140,154,0.99,0.04,0.15,0.9
0.5,0.6,67,67,-9,34,14,14,2,3,44,0.18407,0.30884,0.30884,0.32632,0.76608,0.15137,0.09138,0.03299,0,0.09138,0,0.03299,0.22218,0.06218,0.50236,0.04955,147.933929490436,134,162,0.99,0.04,0.15,0.9
