
TDR_alpha10_1s_2by2_alphamax30_eta99_gam20_ic15_confidence30.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,58,58,2,6,0.06056,0.28234,0.28234,0.09641,0.85474,0.08524,0.19598,0.06001,0.74346,0.12799,116,0.99,0.2,0.15,0.3
0.1,0.2,90,90,3,14,0.0551,0.25602,0.25602,0.08715,0.85145,0.08432,0.21097,0.06423,0.73393,0.1376,180,0.99,0.2,0.15,0.3
0.15,0.25,117,117,4,24,0.0562,0.242,0.242,0.08727,0.85313,0.08808,0.20415,0.05878,0.73963,0.13147,234,0.99,0.2,0.15,0.3
0.2,0.3,138,138,5,35,0.06076,0.23107,0.23107,0.09178,0.85345,0.09648,0.18816,0.05006,0.75107,0.11911,276,0.99,0.2,0.15,0.3
0.7,0.8,140,140,5,106,0.06696,0.22362,0.22362,0.09861,0.85909,0.09336,0.21165,0.04753,0.72138,0.12959,280,0.99,0.2,0.15,0.3
0.05,0.2,36,36,2,5,0.02965,0.1878,0.25397,0.05379,0.85403,0.07276,0.17067,0.07322,0.79968,0.12194,72,0.99,0.2,0.15,0.3
0.1,0.25,49,49,3,9,0.04352,0.17443,0.22484,0.07033,0.85612,0.09298,0.15407,0.0509,0.80241,0.10248,98,0.99,0.2,0.15,0.3
0.15,0.3,59,59,3,14,0.04509,0.18162,0.24286,0.07344,0.85575,0.07703,0.21357,0.06722,0.74134,0.14039,118,0.99,0.2,0.15,0.3
0.2,0.35,67,67,4,19,0.05239,0.17103,0.21783,0.08076,0.85084,0.09931,0.17198,0.04985,0.77563,0.11091,134,0.99,0.2,0.15,0.3
0.25,0.4,75,75,4,25,0.05535,0.18077,0.23249,0.08539,0.86207,0.08579,0.19907,0.05213,0.74557,0.1256,150,0.99,0.2,0.15,0.3
0.3,0.45,76,76,4,29,0.06563,0.19086,0.24055,0.09846,0.86004,0.09049,0.20208,0.04946,0.73228,0.12577,152,0.99,0.2,0.15,0.3
0.35,0.5,78,78,4,34,0.06122,0.18455,0.23807,0.09324,0.85067,0.08992,0.2172,0.05939,0.72157,0.13829,156,0.99,0.2,0.15,0.3
0.4,0.55,80,80,4,39,0.05994,0.18256,0.23786,0.09172,0.85037,0.08717,0.22619,0.06245,0.71385,0.14432,160,0.99,0.2,0.15,0.3
0.45,0.6,80,80,4,43,0.06186,0.18332,0.23786,0.09402,0.85224,0.08717,0.22724,0.06058,0.71089,0.14391,160,0.99,0.2,0.15,0.3
0.5,0.65,80,80,4,47,0.06212,0.18251,0.23647,0.09414,0.85741,0.08493,0.22794,0.05764,0.70993,0.14279,160,0.99,0.2,0.15,0.3
0.55,0.7,77,77,4,49,0.06598,0.18339,0.23361,0.09843,0.86102,0.08784,0.21947,0.05113,0.71455,0.1353,154,0.99,0.2,0.15,0.3
0.6,0.75,74,74,4,51,0.06071,0.17266,0.22199,0.09125,0.85941,0.08854,0.21784,0.05204,0.72144,0.13494,148,0.99,0.2,0.15,0.3
0.65,0.8,69,69,4,51,0.0612,0.16676,0.21078,0.09083,0.86273,0.09265,0.20488,0.04461,0.73391,0.12475,138,0.99,0.2,0.15,0.3
0.7,0.85,58,58,3,46,0.0656,0.17887,0.23142,0.09802,0.86844,0.08021,0.24055,0.05135,0.69384,0.14595,116,0.99,0.2,0.15,0.3
0.05,0.25,24,24,2,4,0.02687,0.14378,0.24242,0.04961,0.86322,0.07809,0.12212,0.05869,0.85101,0.0904,48,0.99,0.2,0.15,0.3
0.1,0.3,28,28,2,6,0.04895,0.16585,0.26637,0.08059,0.86014,0.07714,0.19891,0.06271,0.75214,0.13081,56,0.99,0.2,0.15,0.3
0.15,0.35,35,35,2,9,0.06166,0.18535,0.29246,0.09767,0.88671,0.05922,0.24472,0.05407,0.69362,0.14939,70,0.99,0.2,0.15,0.3
0.2,0.4,39,39,3,12,0.06119,0.15981,0.23883,0.09307,0.86648,0.09006,0.17755,0.04345,0.76125,0.1105,78,0.99,0.2,0.15,0.3
0.25,0.45,44,44,3,16,0.0541,0.15286,0.24486,0.08487,0.86982,0.07554,0.21467,0.05464,0.73122,0.13465,88,0.99,0.2,0.15,0.3
0.3,0.5,43,43,3,18,0.0569,0.1505,0.241,0.08843,0.85066,0.08579,0.22113,0.06355,0.72197,0.14234,86,0.99,0.2,0.15,0.3
0.35,0.55,49,49,4,23,0.04685,0.12677,0.20215,0.07292,0.85035,0.09644,0.18238,0.0532,0.77077,0.11779,98,0.99,0.2,0.15,0.3
0.4,0.6,49,49,4,25,0.0616,0.14465,0.2117,0.09112,0.86482,0.09762,0.17368,0.03755,0.76472,0.10561,98,0.99,0.2,0.15,0.3
0.45,0.65,49,49,4,28,0.04892,0.12604,0.19961,0.07531,0.85119,0.09644,0.1898,0.05236,0.76127,0.12108,98,0.99,0.2,0.15,0.3
0.5,0.7,47,47,3,29,0.06233,0.15535,0.24681,0.09504,0.88002,0.06969,0.24081,0.05028,0.69685,0.14555,94,0.99,0.2,0.15,0.3
0.55,0.75,47,47,4,31,0.06572,0.14275,0.20023,0.09471,0.87596,0.09642,0.1684,0.02762,0.76588,0.09801,94,0.99,0.2,0.15,0.3
0.6,0.8,43,43,3,31,0.05945,0.14459,0.22841,0.09014,0.88513,0.07104,0.23168,0.04383,0.70886,0.13776,86,0.99,0.2,0.15,0.3
0.65,0.85,36,36,3,28,0.05978,0.1335,0.20261,0.08884,0.86183,0.09403,0.20858,0.04414,0.73164,0.12636,72,0.99,0.2,0.15,0.3
0.7,0.9,34,34,3,28,0.06231,0.13276,0.19004,0.09041,0.88692,0.08788,0.19161,0.02519,0.74608,0.1084,68,0.99,0.2,0.15,0.3
0.05,0.3,17,17,2,3,0.04125,0.14164,0.23773,0.06919,0.8853,0.0904,0.06586,0.0243,0.89289,0.04508,34,0.99,0.2,0.15,0.3
0.1,0.35,20,20,2,5,0.03852,0.12502,0.24696,0.066,0.85499,0.08119,0.16992,0.06382,0.79155,0.11687,40,0.99,0.2,0.15,0.3
0.15,0.4,23,23,2,7,0.04205,0.1243,0.25518,0.07084,0.85222,0.07205,0.22328,0.07573,0.73467,0.14951,46,0.99,0.2,0.15,0.3
0.2,0.45,28,28,3,9,0.0682,0.14515,0.22373,0.09932,0.88523,0.09197,0.13237,0.0228,0.79943,0.07759,56,0.99,0.2,0.15,0.3
0.25,0.5,29,29,3,11,0.06726,0.1427,0.22815,0.09905,0.87772,0.09206,0.15632,0.03022,0.77642,0.09327,58,0.99,0.2,0.15,0.3
0.3,0.55,31,31,3,14,0.04578,0.11363,0.21859,0.07285,0.86082,0.08279,0.19818,0.05639,0.75604,0.12729,62,0.99,0.2,0.15,0.3
0.35,0.6,30,30,3,15,0.05462,0.1221,0.2198,0.084,0.85613,0.09203,0.19465,0.05183,0.75073,0.12324,60,0.99,0.2,0.15,0.3
0.4,0.65,31,31,3,17,0.05678,0.12473,0.22286,0.08671,0.86761,0.08513,0.20176,0.04726,0.74145,0.12451,62,0.99,0.2,0.15,0.3
0.45,0.7,30,30,3,18,0.0592,0.12476,0.21792,0.0893,0.86508,0.08964,0.1992,0.04528,0.74159,0.12224,60,0.99,0.2,0.15,0.3
0.5,0.75,29,29,3,19,0.05636,0.11797,0.20796,0.08518,0.86166,0.09206,0.19956,0.04628,0.74408,0.12292,58,0.99,0.2,0.15,0.3
0.55,0.8,28,28,3,20,0.04834,0.1041,0.19204,0.07436,0.8574,0.09197,0.20276,0.05062,0.74889,0.12669,56,0.99,0.2,0.15,0.3
0.6,0.85,26,26,3,20,0.046,0.09674,0.17539,0.07031,0.85634,0.0978,0.19365,0.04586,0.76034,0.11976,52,0.99,0.2,0.15,0.3
0.65,0.9,22,22,2,18,0.06249,0.1253,0.22955,0.0945,0.89663,0.06404,0.25523,0.03933,0.68227,0.14728,44,0.99,0.2,0.15,0.3
0.7,0.95,17,17,2,15,0.0643,0.11625,0.19295,0.09411,0.88093,0.0904,0.22263,0.02867,0.71307,0.12565,34,0.99,0.2,0.15,0.3
