
TDR_alpha10_2s_3by2_alphaonly_eta99_gam8_ic25_confidence90.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,19,19,-2,0,5,0.08982,0.42227,0.42227,0.34236,0.85749,0.01469,0.26829,0.07933,0.00158,0.26671,0.00402,0.07531,0.08742,0.17381,0.55447,0.04848,76.9302277375805,60,98,0.99,0.08,0.25,0.9
0.1,0.2,44,44,-4,5,34,34,-3,1,12,0.07752,0.34579,0.34579,0.29547,0.85142,0.02192,0.21914,0.07945,0.00393,0.21521,0.01158,0.06786,0.14952,0.14929,0.55382,0.04721,118.340060417953,88,156,0.99,0.08,0.25,0.9
0.15,0.25,50,50,-5,8,44,44,-14,1,19,0.09224,0.35267,0.35267,0.32024,0.85229,0.02115,0.22159,0.07808,0.00595,0.21564,0.01503,0.06306,0.16069,0.14984,0.52547,0.04847,141.758891809155,100,188,0.99,0.08,0.25,0.9
0.2,0.3,53,53,-7,11,54,54,-7,0,27,0.09934,0.38257,0.38257,0.35606,0.85349,0.017,0.25468,0.0799,0.00415,0.25053,0.00995,0.06995,0.14326,0.16729,0.50271,0.0496,159.707527150946,106,214,0.99,0.08,0.25,0.9
0.25,0.35,62,62,-7,16,60,60,-4,0,37,0.09581,0.37481,0.37481,0.35135,0.85356,0.01856,0.2506,0.07924,0.00302,0.24759,0.00778,0.07146,0.13914,0.16492,0.51443,0.04863,182.267930761043,124,244,0.99,0.08,0.25,0.9
0.3,0.4,65,65,-8,20,68,68,-6,0,47,0.09586,0.37191,0.37191,0.35176,0.85347,0.01741,0.24958,0.0796,0.00372,0.24586,0.00949,0.07011,0.14405,0.16459,0.51051,0.0495,196.571289514338,130,266,0.99,0.08,0.25,0.9
0.35,0.45,70,70,-7,25,71,71,-4,0,57,0.09382,0.36566,0.36566,0.34823,0.85229,0.01881,0.25102,0.07977,0.00271,0.24832,0.00728,0.07249,0.14202,0.1654,0.51312,0.04911,209.136769669867,140,282,0.99,0.08,0.25,0.9
0.4,0.5,69,69,-7,28,79,79,-24,1,67,0.09676,0.34896,0.34896,0.33436,0.85491,0.0189,0.23012,0.0762,0.00603,0.22409,0.01503,0.06116,0.17056,0.15316,0.50254,0.04997,216.599032441827,138,296,0.99,0.08,0.25,0.9
0.45,0.55,70,70,-8,32,79,79,-25,1,75,0.09638,0.34807,0.34807,0.33592,0.85422,0.01927,0.22775,0.07741,0.00613,0.22162,0.01559,0.06182,0.16916,0.15258,0.50669,0.04908,217.943013658574,140,298,0.99,0.08,0.25,0.9
0.5,0.6,67,67,-9,34,79,79,-8,0,81,0.09566,0.36415,0.36415,0.35413,0.85367,0.01688,0.24958,0.07988,0.00408,0.24551,0.01062,0.06926,0.15238,0.16473,0.50236,0.04955,212.627173553173,134,292,0.99,0.08,0.25,0.9
0.55,0.65,68,68,-7,38,74,74,-6,0,86,0.09469,0.36031,0.36031,0.35261,0.85399,0.01663,0.24713,0.07957,0.0035,0.24363,0.00939,0.07018,0.14249,0.16335,0.51569,0.04979,207.678520903204,136,284,0.99,0.08,0.25,0.9
0.6,0.7,64,64,-7,39,70,70,-4,0,88,0.09415,0.35846,0.35846,0.35426,0.85313,0.01852,0.24835,0.07989,0.00282,0.24552,0.00792,0.07197,0.14465,0.16412,0.51284,0.04846,196.202237244367,128,268,0.99,0.08,0.25,0.9
0.65,0.75,56,56,-8,37,67,67,-4,0,87,0.09561,0.35922,0.35922,0.35933,0.85312,0.01861,0.24718,0.07894,0.0031,0.24408,0.00863,0.0703,0.15009,0.16306,0.50712,0.04932,178.046585445864,112,246,0.99,0.08,0.25,0.9
0.7,0.8,52,52,-5,37,59,59,-20,1,84,0.09895,0.33632,0.33632,0.33896,0.8561,0.01841,0.22047,0.0762,0.00653,0.21394,0.0172,0.059,0.16521,0.14833,0.51537,0.04929,161.186829089394,104,222,0.99,0.08,0.25,0.9
0.05,0.2,22,22,-3,2,8,8,-5,1,4,0.05567,0.26167,0.34285,0.24689,0.85759,0.02006,0.16488,0.07384,0.00275,0.16213,0.01073,0.06312,0.08042,0.11936,0.69903,0.04851,48.8155606656671,44,60,0.99,0.08,0.25,0.9
0.1,0.25,23,23,-4,3,16,16,-8,1,7,0.07865,0.26956,0.34954,0.2908,0.85791,0.02078,0.19344,0.07138,0.00516,0.18828,0.01441,0.05696,0.13455,0.13241,0.59336,0.04994,59.0125428245368,46,78,0.99,0.08,0.25,0.9
0.15,0.3,24,24,-3,4,24,24,-10,1,11,0.08375,0.2653,0.34492,0.30002,0.85817,0.01956,0.22447,0.07234,0.00495,0.21951,0.01306,0.05928,0.17151,0.1484,0.52027,0.04992,71.0270083516468,48,96,0.99,0.08,0.25,0.9
0.2,0.35,28,28,-4,6,22,22,-3,1,14,0.09798,0.27342,0.35175,0.32559,0.85214,0.02484,0.22254,0.07938,0.00622,0.21632,0.01573,0.06365,0.16937,0.15096,0.5101,0.04364,77.5555968108115,56,100,0.99,0.08,0.25,0.9
0.25,0.4,30,30,-4,8,27,27,-2,0,19,0.09037,0.27666,0.37422,0.34388,0.85309,0.01804,0.25948,0.07953,0.00142,0.25806,0.00394,0.07559,0.12406,0.16951,0.52608,0.04934,85.5914621649402,60,114,0.99,0.08,0.25,0.9
0.3,0.45,32,32,-4,10,31,31,-15,1,24,0.09232,0.26275,0.34478,0.32128,0.85771,0.01928,0.22947,0.07648,0.00561,0.22386,0.01453,0.06196,0.16688,0.15298,0.51133,0.04652,94.2975792818729,64,126,0.99,0.08,0.25,0.9
0.35,0.5,30,30,-7,11,35,35,-16,1,28,0.09481,0.26349,0.34679,0.32796,0.85485,0.02018,0.22027,0.07518,0.00668,0.21358,0.01698,0.0582,0.17628,0.14772,0.50865,0.04978,94.3948265847615,60,130,0.99,0.08,0.25,0.9
0.4,0.55,34,34,-4,14,32,32,-2,1,32,0.08983,0.25242,0.3356,0.32081,0.85074,0.02414,0.23335,0.079,0.00345,0.2299,0.01014,0.06887,0.16602,0.15618,0.51079,0.04611,99.3093817630085,68,132,0.99,0.08,0.25,0.9
0.45,0.6,30,30,-6,14,37,37,-2,0,36,0.08559,0.25846,0.35891,0.34242,0.85095,0.02006,0.26022,0.07956,0.00129,0.25894,0.00395,0.07561,0.14893,0.16989,0.50525,0.04943,96.6116518581961,60,134,0.99,0.08,0.25,0.9
0.5,0.65,29,29,-6,15,34,34,-2,0,37,0.09362,0.26537,0.36369,0.35726,0.85123,0.02135,0.25554,0.07865,0.00157,0.25397,0.00457,0.07409,0.14845,0.1671,0.50239,0.04875,91.8377826344898,58,126,0.99,0.08,0.25,0.9
0.55,0.7,28,28,-6,16,33,33,-2,0,39,0.0909,0.25931,0.3587,0.35524,0.85057,0.02053,0.25173,0.07901,0.00152,0.25021,0.00459,0.07442,0.14317,0.16537,0.51419,0.04989,88.0631931312921,56,122,0.99,0.08,0.25,0.9
0.6,0.75,29,29,-4,18,31,31,-16,2,41,0.09702,0.23629,0.30062,0.29744,0.85731,0.0225,0.18406,0.07522,0.01169,0.17237,0.03087,0.04435,0.19665,0.12964,0.52226,0.04497,87.6199528699321,58,120,0.99,0.08,0.25,0.9
0.65,0.8,25,25,-5,17,26,26,-1,0,38,0.09042,0.25166,0.35206,0.36249,0.85028,0.02431,0.24456,0.07774,0,0.24456,0,0.07774,0.12998,0.16115,0.53505,0.04767,74.1775631647961,50,102,0.99,0.08,0.25,0.9
0.7,0.85,22,22,-3,16,29,29,-14,2,40,0.09676,0.22638,0.28453,0.28382,0.8696,0.01817,0.17305,0.06758,0.01364,0.15941,0.03524,0.03234,0.20858,0.12032,0.52161,0.04465,71.7463733201433,44,102,0.99,0.08,0.25,0.9
0.05,0.25,11,11,-2,1,8,8,-4,1,3,0.05974,0.22218,0.34216,0.24696,0.86185,0.02523,0.19843,0.0679,0.00318,0.19525,0.01135,0.05655,0.16788,0.13316,0.57395,0.04502,28.8167514731784,22,38,0.99,0.08,0.25,0.9
0.1,0.3,14,14,-3,2,10,10,-6,1,5,0.07503,0.22015,0.34506,0.28044,0.85824,0.02229,0.19322,0.07062,0.0049,0.18832,0.01448,0.05614,0.14457,0.13192,0.58718,0.04885,36.2564774569415,28,48,0.99,0.08,0.25,0.9
0.15,0.35,16,16,-3,3,11,11,-8,1,7,0.08696,0.22289,0.34566,0.30263,0.85359,0.02282,0.19947,0.07529,0.00605,0.19341,0.01643,0.05886,0.14602,0.13738,0.56755,0.04829,41.51383379035,32,54,0.99,0.08,0.25,0.9
0.2,0.4,17,17,-4,4,12,12,-9,0,9,0.09951,0.24744,0.40172,0.3638,0.85956,0.01399,0.24894,0.0787,0.00317,0.24578,0.00774,0.07096,0.09999,0.16382,0.55155,0.04776,44.7627544974855,34,58,0.99,0.08,0.25,0.9
0.25,0.45,18,18,-3,5,15,15,-2,0,12,0.09061,0.22846,0.38059,0.34622,0.85687,0.01533,0.26473,0.07948,0.00147,0.26326,0.00407,0.07541,0.11139,0.17211,0.53326,0.04832,50.0021495388747,36,66,0.99,0.08,0.25,0.9
0.3,0.5,18,18,-5,6,21,21,-12,2,16,0.07773,0.18642,0.29033,0.26415,0.85052,0.02583,0.17371,0.07486,0.00949,0.16422,0.02834,0.04653,0.21282,0.12429,0.53574,0.04878,55.4990357381083,36,78,0.99,0.08,0.25,0.9
0.35,0.55,19,19,-3,7,18,18,-12,1,17,0.09819,0.22115,0.34328,0.32485,0.86322,0.01917,0.22577,0.07304,0.00656,0.21922,0.01633,0.05672,0.17227,0.14941,0.50376,0.04456,55.864486764526,38,74,0.99,0.08,0.25,0.9
0.4,0.6,19,19,-3,8,18,18,-12,1,19,0.09525,0.21361,0.33637,0.32289,0.85751,0.0197,0.2259,0.07704,0.00613,0.21978,0.01633,0.06071,0.1687,0.15147,0.51014,0.04575,55.6349478026828,38,74,0.99,0.08,0.25,0.9
0.45,0.65,19,19,-3,9,18,18,-5,1,21,0.09057,0.20503,0.32942,0.3187,0.85534,0.01978,0.2275,0.07998,0.00547,0.22203,0.0158,0.06419,0.16634,0.15374,0.51558,0.04489,55.4389934579091,38,74,0.99,0.08,0.25,0.9
0.5,0.7,17,17,-3,9,20,20,-4,1,23,0.08283,0.19233,0.31854,0.30847,0.85161,0.01931,0.22697,0.07983,0.00465,0.22232,0.01475,0.06508,0.1726,0.1534,0.5176,0.04925,53.295962145552,34,74,0.99,0.08,0.25,0.9
0.55,0.75,17,17,-3,10,17,17,-1,0,23,0.0864,0.20277,0.35339,0.35114,0.85728,0.01927,0.25505,0.07596,0,0.25505,0,0.07596,0.11887,0.1655,0.53968,0.04749,49.6508662962268,34,68,0.99,0.08,0.25,0.9
0.6,0.8,14,14,-3,9,18,18,-12,1,23,0.09867,0.20783,0.32753,0.32905,0.86725,0.01692,0.20446,0.06697,0.00763,0.19683,0.02022,0.04676,0.17318,0.13572,0.52369,0.04886,45.1472720617688,28,64,0.99,0.08,0.25,0.9
0.65,0.85,13,13,-3,9,15,15,0,1,22,0.08306,0.18128,0.30249,0.31338,0.85361,0.04154,0.21948,0.06751,0,0.21948,0,0.06751,0.19078,0.1435,0.50668,0.03735,40.7995995637288,26,56,0.99,0.08,0.25,0.9
0.7,0.9,12,12,-2,9,12,12,-9,1,20,0.09809,0.19653,0.30928,0.32652,0.87792,0.0161,0.2061,0.06991,0.00746,0.19864,0.02338,0.04653,0.16562,0.13801,0.53019,0.03607,35.2755195294533,24,48,0.99,0.08,0.25,0.9
0.05,0.3,9,9,-2,1,2,2,-3,1,2,0.09144,0.22879,0.35114,0.28464,0.85913,0.03225,0.16185,0.06679,0.0086,0.15325,0.02341,0.04338,0.11393,0.11432,0.63279,0.04184,19.4688558196313,18,22,0.99,0.08,0.25,0.9
0.1,0.35,12,12,-2,2,5,5,-5,1,4,0.07412,0.19468,0.34741,0.2766,0.87228,0.01875,0.16584,0.06276,0.00452,0.16132,0.0135,0.04926,0.09475,0.1143,0.66528,0.04622,27.3471737810358,24,34,0.99,0.08,0.25,0.9
0.15,0.4,10,10,-3,2,11,11,-7,1,6,0.07198,0.18191,0.34132,0.27727,0.86966,0.0187,0.20617,0.06375,0.00448,0.20169,0.01314,0.05061,0.17464,0.13496,0.54721,0.04788,29.9614058854685,20,42,0.99,0.08,0.25,0.9
0.2,0.45,12,12,-3,3,9,9,-8,1,7,0.09434,0.20191,0.35041,0.31175,0.86959,0.01995,0.19244,0.06572,0.00742,0.18502,0.0181,0.04763,0.14974,0.12908,0.56348,0.04474,31.8573609568458,24,42,0.99,0.08,0.25,0.9
