
TDR_alpha20_2s_3by2_alphaonly_eta99_gam3_ic15_confidence90.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,3,3,1,2,3,0.13862,0.25892,0.25892,0.25077,0.75805,0.18178,0.04081,0.01168,0,0.04081,0,0.01168,0.26611,0.02625,0.55447,0.04848,62.6731938533022,60,66,0.99,0.03,0.15,0.9
0.1,0.2,44,44,-4,5,5,5,1,2,7,0.15886,0.3089,0.3089,0.30865,0.79617,0.12715,0.0884,0.02947,0,0.0884,0,0.02947,0.19891,0.05894,0.55382,0.04721,92.4617735908754,88,98,0.99,0.03,0.15,0.9
0.15,0.25,50,50,-5,8,3,3,1,2,10,0.19504,0.32975,0.32975,0.33901,0.78671,0.13653,0.08321,0.02829,0,0.08321,0,0.02829,0.19628,0.05575,0.52547,0.04847,102.847197168806,100,106,0.99,0.03,0.15,0.9
0.2,0.3,53,53,-7,11,8,8,2,3,14,0.1969,0.28685,0.28685,0.29423,0.7552,0.18356,0.04324,0.01164,0,0.04324,0,0.01164,0.25715,0.02744,0.50271,0.0496,113.956670689029,106,122,0.99,0.03,0.15,0.9
0.25,0.35,62,62,-7,16,4,4,2,3,19,0.1886,0.29494,0.29494,0.30638,0.75119,0.17588,0.06805,0.02428,0,0.06805,0,0.02428,0.22891,0.04617,0.51443,0.04863,127.884528717403,124,132,0.99,0.03,0.15,0.9
0.3,0.4,65,65,-8,20,15,15,2,3,27,0.18676,0.31055,0.31055,0.32176,0.78269,0.1441,0.07761,0.02369,0,0.07761,0,0.02369,0.22512,0.05065,0.51051,0.0495,144.684843275222,130,160,0.99,0.03,0.15,0.9
0.35,0.45,70,70,-7,25,7,7,2,3,30,0.19178,0.3103,0.3103,0.32469,0.76571,0.15586,0.08184,0.02931,0,0.08184,0,0.02931,0.21326,0.05557,0.51312,0.04911,146.816301235057,140,154,0.99,0.03,0.15,0.9
0.4,0.5,69,69,-7,28,15,15,3,4,36,0.1963,0.27897,0.27897,0.28626,0.75656,0.18264,0.04385,0.01082,0,0.04385,0,0.01082,0.2573,0.02733,0.50254,0.04997,152.923866919334,138,168,0.99,0.03,0.15,0.9
0.45,0.55,70,70,-8,32,12,12,2,3,40,0.19918,0.31748,0.31748,0.33201,0.77668,0.14906,0.07797,0.02517,0,0.07797,0,0.02517,0.21615,0.05157,0.50669,0.04908,151.839445112695,140,164,0.99,0.03,0.15,0.9
0.5,0.6,67,67,-9,34,16,16,3,4,44,0.19476,0.2763,0.2763,0.28398,0.75153,0.18769,0.04432,0.01122,0,0.04432,0,0.01122,0.25855,0.02777,0.50236,0.04955,149.924490846212,134,166,0.99,0.03,0.15,0.9
0.55,0.65,68,68,-7,38,15,15,2,3,49,0.19009,0.31245,0.31245,0.32733,0.78197,0.14195,0.08274,0.02628,0,0.08274,0,0.02628,0.21148,0.05451,0.51569,0.04979,150.529429912812,136,166,0.99,0.03,0.15,0.9
