
TDR_alpha20_1s_2by2_alphaonly_eta99_gam6_ic15_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,31,31,1,3,0.17036,0.37242,0.37242,0.36236,0.81465,0.12772,0.20877,0.05764,0.62087,0.13321,62,0.99,0.06,0.15,0.9
0.1,0.2,43,43,2,6,0.17881,0.30529,0.30529,0.30936,0.77426,0.19556,0.11369,0.03018,0.7075,0.07194,86,0.99,0.06,0.15,0.9
0.15,0.25,56,56,2,11,0.16492,0.32091,0.32091,0.33051,0.78174,0.16388,0.18004,0.05438,0.65503,0.11721,112,0.99,0.06,0.15,0.9
0.2,0.3,57,57,2,14,0.18439,0.32886,0.32886,0.34687,0.76322,0.17981,0.17797,0.05696,0.63763,0.11747,114,0.99,0.06,0.15,0.9
0.25,0.35,71,71,3,21,0.16248,0.29026,0.29026,0.30326,0.75443,0.19809,0.15136,0.04748,0.68616,0.09942,142,0.99,0.06,0.15,0.9
0.3,0.4,70,70,2,24,0.19986,0.34757,0.34757,0.36877,0.78063,0.16344,0.19112,0.05592,0.609,0.12352,140,0.99,0.06,0.15,0.9
0.35,0.45,76,76,3,30,0.17732,0.30269,0.30269,0.31979,0.75308,0.19779,0.15805,0.04912,0.66462,0.10359,152,0.99,0.06,0.15,0.9
0.4,0.5,79,79,3,35,0.18468,0.30889,0.30889,0.32579,0.76126,0.19256,0.15774,0.04617,0.65757,0.10195,158,0.99,0.06,0.15,0.9
0.45,0.55,83,83,3,41,0.1814,0.31072,0.31072,0.32791,0.76948,0.18266,0.1669,0.04786,0.65168,0.10738,166,0.99,0.06,0.15,0.9
0.5,0.6,79,79,3,43,0.18418,0.30712,0.30712,0.32517,0.76013,0.19256,0.16128,0.04731,0.65453,0.10429,158,0.99,0.06,0.15,0.9
0.55,0.65,76,76,3,45,0.19226,0.30658,0.30658,0.32287,0.76113,0.19779,0.14958,0.04107,0.65815,0.09533,152,0.99,0.06,0.15,0.9
0.6,0.7,74,74,3,48,0.17165,0.29281,0.29281,0.31174,0.75099,0.19767,0.16582,0.05133,0.66251,0.10857,148,0.99,0.06,0.15,0.9
0.65,0.75,63,63,2,44,0.1973,0.33299,0.33299,0.36024,0.76835,0.17369,0.19238,0.05795,0.61031,0.12517,126,0.99,0.06,0.15,0.9
0.7,0.8,67,67,3,50,0.17333,0.27908,0.27908,0.29116,0.76437,0.19909,0.14531,0.03653,0.68134,0.09092,134,0.99,0.06,0.15,0.9
0.05,0.2,16,16,1,2,0.15997,0.3183,0.35986,0.34306,0.80723,0.14322,0.16313,0.04955,0.67691,0.10634,32,0.99,0.06,0.15,0.9
0.1,0.25,24,24,1,4,0.18109,0.33579,0.3812,0.37568,0.83533,0.11259,0.22143,0.05208,0.59748,0.13676,48,0.99,0.06,0.15,0.9
0.15,0.3,27,27,2,6,0.15198,0.25507,0.28677,0.29151,0.76143,0.19813,0.12977,0.04044,0.71825,0.0851,54,0.99,0.06,0.15,0.9
