
TDR_alpha20_1s_3by2_alphamax30_eta99_gam10_ic30_confidence30.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,46,46,-6,2,4,0.13694,0.29027,0.29027,0.54395,0.84861,0.0537,0.1531,0.09769,0.05995,0.09315,0.08069,0.017,0.70995,0.1254,92,0.99,0.1,0.3,0.3
0.1,0.2,61,61,-8,1,9,0.13693,0.38061,0.38061,0.48996,0.85651,0.0458,0.31792,0.09768,0.01538,0.30254,0.02865,0.06903,0.54515,0.2078,122,0.99,0.1,0.3,0.3
0.15,0.25,81,81,-11,1,16,0.13493,0.38333,0.38333,0.47525,0.86482,0.03969,0.33498,0.09548,0.01386,0.32112,0.02611,0.06937,0.53009,0.21523,162,0.99,0.1,0.3,0.3
0.2,0.3,97,97,-12,2,24,0.1293,0.34327,0.34327,0.47517,0.85514,0.04621,0.28432,0.09864,0.01991,0.26441,0.03923,0.05941,0.58637,0.19148,194,0.99,0.1,0.3,0.3
0.05,0.2,23,23,-5,1,3,0.09627,0.29303,0.35556,0.57491,0.84329,0.05934,0.26961,0.09737,0.00891,0.26071,0.02352,0.07385,0.63412,0.18349,46,0.99,0.1,0.3,0.3
0.1,0.25,34,34,-7,1,6,0.10846,0.29894,0.36813,0.53394,0.86354,0.04276,0.32013,0.09369,0.01007,0.31006,0.02266,0.07103,0.57141,0.20691,68,0.99,0.1,0.3,0.3
0.15,0.3,40,40,-8,1,9,0.12302,0.30469,0.37357,0.48757,0.8636,0.04134,0.32671,0.09506,0.01238,0.31433,0.02539,0.06967,0.55027,0.21088,80,0.99,0.1,0.3,0.3
0.2,0.35,47,47,-9,1,13,0.11944,0.29834,0.37137,0.49723,0.86437,0.03871,0.34021,0.09692,0.01111,0.3291,0.02378,0.07313,0.54035,0.21856,94,0.99,0.1,0.3,0.3
0.25,0.4,50,50,-10,2,16,0.13603,0.28049,0.33006,0.49461,0.85455,0.04743,0.25535,0.09802,0.02705,0.2283,0.04994,0.04807,0.60862,0.17668,100,0.99,0.1,0.3,0.3
0.3,0.45,54,54,-10,2,20,0.13741,0.28316,0.3347,0.47793,0.85852,0.04477,0.26474,0.0967,0.02582,0.23893,0.04769,0.04901,0.59784,0.18072,108,0.99,0.1,0.3,0.3
0.35,0.5,54,54,-11,1,23,0.13785,0.30505,0.3754,0.49987,0.86138,0.03934,0.33639,0.09927,0.01442,0.32198,0.02845,0.07083,0.52575,0.21783,108,0.99,0.1,0.3,0.3
0.4,0.55,59,59,-11,2,28,0.12902,0.27594,0.3327,0.48718,0.85921,0.04287,0.28111,0.09791,0.02107,0.26004,0.04289,0.05502,0.58985,0.18951,118,0.99,0.1,0.3,0.3
0.45,0.6,61,61,-11,2,32,0.12821,0.27614,0.33388,0.48141,0.86643,0.03941,0.28474,0.09415,0.02046,0.26428,0.04143,0.05272,0.58703,0.18945,122,0.99,0.1,0.3,0.3
0.5,0.65,56,56,-11,2,32,0.14658,0.2856,0.33639,0.46859,0.86267,0.04061,0.27016,0.09671,0.02826,0.2419,0.05087,0.04584,0.58326,0.18344,112,0.99,0.1,0.3,0.3
0.55,0.7,53,53,-10,2,33,0.14791,0.28232,0.33152,0.4768,0.8595,0.04119,0.26679,0.0993,0.02981,0.23697,0.05427,0.04503,0.58529,0.18304,106,0.99,0.1,0.3,0.3
0.6,0.75,50,50,-10,1,34,0.14073,0.29853,0.36893,0.47435,0.8709,0.03455,0.33401,0.09455,0.01536,0.31865,0.03079,0.06376,0.52526,0.21428,100,0.99,0.1,0.3,0.3
0.65,0.8,45,45,-9,1,33,0.13927,0.29215,0.36202,0.48999,0.86831,0.03505,0.33215,0.09664,0.01541,0.31674,0.03224,0.0644,0.52858,0.21439,90,0.99,0.1,0.3,0.3
