
TDR_alpha20_1s_3by2_alphaonly_eta99_gam11_ic30_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,31,31,-5,1,3,0.17036,0.37242,0.37242,0.59033,0.81465,0.07828,0.23915,0.10707,0.03038,0.20877,0.04944,0.05764,0.59049,0.17311,62,0.99,0.11,0.3,0.9
0.1,0.2,54,54,-8,1,8,0.14907,0.37785,0.37785,0.5491,0.83746,0.05538,0.30539,0.10716,0.01884,0.28654,0.03433,0.07283,0.54554,0.20627,108,0.99,0.11,0.3,0.9
0.15,0.25,66,66,-10,1,13,0.16151,0.38359,0.38359,0.5404,0.83757,0.05344,0.31084,0.10899,0.02106,0.28978,0.0365,0.07248,0.52765,0.20991,132,0.99,0.11,0.3,0.9
0.2,0.3,74,74,-11,1,18,0.18534,0.39539,0.39539,0.53402,0.84291,0.0513,0.30131,0.10578,0.02766,0.27366,0.04218,0.0636,0.51334,0.20355,148,0.99,0.11,0.3,0.9
0.25,0.35,85,85,-12,1,25,0.18047,0.39447,0.39447,0.527,0.84498,0.04918,0.30949,0.10583,0.02528,0.28421,0.03986,0.06597,0.51003,0.20766,170,0.99,0.11,0.3,0.9
0.3,0.4,93,93,-13,1,32,0.18116,0.39553,0.39553,0.52692,0.84744,0.04754,0.31198,0.105,0.02504,0.28694,0.03947,0.06553,0.50685,0.20849,186,0.99,0.11,0.3,0.9
0.35,0.45,94,94,-14,1,37,0.18942,0.39708,0.39708,0.52602,0.84336,0.0492,0.30761,0.10742,0.02751,0.2801,0.04243,0.06499,0.50295,0.20752,188,0.99,0.11,0.3,0.9
0.4,0.5,97,97,-14,1,43,0.19245,0.39853,0.39853,0.52493,0.84541,0.04812,0.30668,0.10645,0.02834,0.27834,0.04313,0.06333,0.50085,0.20656,194,0.99,0.11,0.3,0.9
0.45,0.55,97,97,-14,1,48,0.18864,0.39443,0.39443,0.52454,0.84071,0.04954,0.30964,0.10974,0.02704,0.2826,0.04283,0.06692,0.5017,0.20969,194,0.99,0.11,0.3,0.9
0.5,0.6,99,99,-14,1,54,0.18493,0.39329,0.39329,0.52414,0.84494,0.04731,0.31256,0.10773,0.02582,0.28675,0.04148,0.06625,0.50249,0.21015,198,0.99,0.11,0.3,0.9
0.55,0.65,94,94,-14,1,56,0.18865,0.39266,0.39266,0.52628,0.84273,0.04814,0.30935,0.10912,0.02721,0.28214,0.04349,0.06563,0.50199,0.20923,188,0.99,0.11,0.3,0.9
0.6,0.7,93,93,-13,1,60,0.18988,0.39504,0.39504,0.52781,0.85288,0.04384,0.30806,0.10327,0.02776,0.2803,0.04317,0.06009,0.50205,0.20567,186,0.99,0.11,0.3,0.9
0.65,0.75,82,82,-12,1,57,0.19939,0.39502,0.39502,0.53037,0.84886,0.04541,0.29966,0.10572,0.03168,0.26798,0.04804,0.05767,0.50093,0.20269,164,0.99,0.11,0.3,0.9
0.7,0.8,79,79,-11,1,59,0.18936,0.39089,0.39089,0.53358,0.85924,0.04062,0.30464,0.10013,0.0286,0.27604,0.04479,0.05534,0.50599,0.20239,158,0.99,0.11,0.3,0.9
0.05,0.2,16,16,-4,1,2,0.15997,0.3183,0.35986,0.98437,0.80723,0.0912,0.19239,0.10157,0.02926,0.16313,0.05202,0.04955,0.64765,0.14698,32,0.99,0.11,0.3,0.9
0.1,0.25,28,28,-6,1,5,0.12744,0.30197,0.36341,0.57159,0.83337,0.05893,0.29721,0.1077,0.01467,0.28254,0.03124,0.07646,0.57535,0.20245,56,0.99,0.11,0.3,0.9
0.15,0.3,35,35,-7,1,8,0.12968,0.30023,0.36572,0.55168,0.83741,0.05292,0.31744,0.10966,0.01413,0.30331,0.02993,0.07973,0.55288,0.21355,70,0.99,0.11,0.3,0.9
0.2,0.35,34,34,-8,1,9,0.19323,0.34243,0.39181,0.55145,0.84266,0.05361,0.27991,0.10372,0.03365,0.24626,0.04873,0.05499,0.52686,0.19182,68,0.99,0.11,0.3,0.9
0.25,0.4,38,38,-9,1,12,0.19108,0.34034,0.39207,0.54459,0.84406,0.05161,0.28782,0.10432,0.03169,0.25613,0.04705,0.05727,0.52109,0.19607,76,0.99,0.11,0.3,0.9
0.3,0.45,41,41,-9,1,15,0.19233,0.34069,0.39332,0.54025,0.84655,0.04964,0.29115,0.10381,0.03146,0.25969,0.04673,0.05707,0.51651,0.19748,82,0.99,0.11,0.3,0.9
0.35,0.5,43,43,-10,1,18,0.18618,0.33444,0.38946,0.53702,0.84382,0.04988,0.29766,0.10629,0.02883,0.26883,0.04514,0.06115,0.51616,0.20197,86,0.99,0.11,0.3,0.9
0.4,0.55,45,45,-10,1,21,0.19174,0.33953,0.39384,0.53571,0.85255,0.04582,0.29598,0.10163,0.03054,0.26545,0.04572,0.0559,0.51227,0.19881,90,0.99,0.11,0.3,0.9
