
TDR_alpha10_1s_2by2_alphamax30_eta99_gam5_ic20_confidence30.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,70,70,3,7,0.0478,0.22439,0.22439,0.07525,0.87035,0.09655,0.11449,0.0331,0.83771,0.07379,140,0.99,0.05,0.2,0.3
0.1,0.2,99,99,4,15,0.05389,0.22071,0.22071,0.08241,0.86242,0.09827,0.14848,0.0393,0.79763,0.09389,198,0.99,0.05,0.2,0.3
0.15,0.25,124,124,4,25,0.06166,0.25343,0.25343,0.09435,0.87627,0.07692,0.20473,0.0468,0.7336,0.12576,248,0.99,0.05,0.2,0.3
0.2,0.3,139,139,5,35,0.06535,0.23517,0.23517,0.0974,0.86066,0.0949,0.18434,0.04442,0.75029,0.11438,278,0.99,0.05,0.2,0.3
0.05,0.2,39,39,2,5,0.03926,0.21346,0.27402,0.06763,0.89309,0.05921,0.17096,0.04771,0.78979,0.10933,78,0.99,0.05,0.2,0.3
0.1,0.25,50,50,3,9,0.04794,0.18208,0.23053,0.0761,0.86807,0.08852,0.15207,0.0434,0.79999,0.09774,100,0.99,0.05,0.2,0.3
0.15,0.3,61,61,3,14,0.05607,0.20096,0.25733,0.08792,0.88047,0.07107,0.2061,0.04846,0.73783,0.12728,122,0.99,0.05,0.2,0.3
0.2,0.35,75,75,4,21,0.05058,0.17981,0.23022,0.07898,0.88186,0.07536,0.18647,0.04277,0.76294,0.11462,150,0.99,0.05,0.2,0.3
0.25,0.4,79,79,4,26,0.05921,0.1908,0.24191,0.09047,0.88132,0.07566,0.20069,0.04301,0.7401,0.12185,158,0.99,0.05,0.2,0.3
0.3,0.45,83,83,5,32,0.04836,0.15779,0.20283,0.07462,0.85147,0.09878,0.17452,0.04974,0.77711,0.11213,166,0.99,0.05,0.2,0.3
0.35,0.5,85,85,5,37,0.05228,0.1627,0.20807,0.07982,0.85237,0.098,0.18235,0.04961,0.76536,0.11598,170,0.99,0.05,0.2,0.3
0.4,0.55,87,87,5,42,0.05847,0.17063,0.21457,0.08764,0.86124,0.09499,0.18465,0.04376,0.75687,0.1142,174,0.99,0.05,0.2,0.3
0.45,0.6,86,86,5,46,0.05737,0.16668,0.21083,0.08614,0.8557,0.09763,0.18787,0.04666,0.75475,0.11726,172,0.99,0.05,0.2,0.3
0.5,0.65,84,84,4,49,0.06618,0.19247,0.24614,0.09943,0.87632,0.07582,0.22846,0.04785,0.70535,0.13815,168,0.99,0.05,0.2,0.3
0.55,0.7,82,82,4,52,0.06515,0.18827,0.24063,0.09774,0.87832,0.07578,0.22628,0.04589,0.70855,0.13609,164,0.99,0.05,0.2,0.3
0.6,0.75,79,79,4,54,0.06622,0.18586,0.2348,0.09842,0.88448,0.07566,0.21871,0.03984,0.71506,0.12928,158,0.99,0.05,0.2,0.3
0.65,0.8,75,75,4,55,0.06563,0.18002,0.2246,0.09677,0.89136,0.07536,0.20889,0.03327,0.72546,0.12108,150,0.99,0.05,0.2,0.3
