
TDR_alpha20_1s_2by2_alphamax30_eta99_gam3_ic30_confidence30.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,42,42,2,4,0.11487,0.27591,0.27591,0.15603,0.81393,0.15719,0.10437,0.02887,0.78076,0.06662,84,0.99,0.03,0.3,0.3
0.1,0.2,57,57,3,8,0.1303,0.24473,0.24473,0.16498,0.78192,0.19762,0.08523,0.02046,0.78447,0.05285,114,0.99,0.03,0.3,0.3
0.15,0.25,74,74,3,14,0.15025,0.28517,0.28517,0.19175,0.81803,0.15461,0.1315,0.02736,0.71824,0.07943,148,0.99,0.03,0.3,0.3
0.2,0.3,82,82,4,19,0.16355,0.25505,0.25505,0.19607,0.78904,0.19644,0.08328,0.01451,0.75316,0.04889,164,0.99,0.03,0.3,0.3
0.25,0.35,86,86,4,25,0.15022,0.26148,0.26148,0.18793,0.77454,0.19639,0.11844,0.02905,0.73133,0.07375,172,0.99,0.03,0.3,0.3
0.3,0.4,102,102,5,35,0.13044,0.23697,0.23697,0.16522,0.77131,0.19988,0.11536,0.0288,0.75419,0.07208,204,0.99,0.03,0.3,0.3
0.35,0.45,105,105,5,41,0.14338,0.24641,0.24641,0.17865,0.77639,0.1976,0.11412,0.02599,0.74249,0.07005,210,0.99,0.03,0.3,0.3
0.4,0.5,106,106,5,46,0.16537,0.25505,0.25505,0.19884,0.78345,0.1985,0.09871,0.01804,0.7359,0.05837,212,0.99,0.03,0.3,0.3
0.45,0.55,106,106,5,52,0.14959,0.2503,0.2503,0.18526,0.77363,0.19969,0.11767,0.02666,0.73273,0.07216,212,0.99,0.03,0.3,0.3
0.5,0.6,106,106,5,57,0.15817,0.25195,0.25195,0.19273,0.77949,0.1985,0.11012,0.022,0.73169,0.06606,212,0.99,0.03,0.3,0.3
0.55,0.65,105,105,5,62,0.14983,0.24605,0.24605,0.18459,0.77796,0.1976,0.11646,0.02443,0.7337,0.07044,210,0.99,0.03,0.3,0.3
0.6,0.7,102,102,5,65,0.15655,0.24137,0.24137,0.1889,0.78177,0.19988,0.10354,0.01834,0.73989,0.06094,204,0.99,0.03,0.3,0.3
0.65,0.75,91,91,4,63,0.1584,0.26379,0.26379,0.19646,0.79158,0.18088,0.13484,0.02753,0.70675,0.08118,182,0.99,0.03,0.3,0.3
0.7,0.8,82,82,4,61,0.1509,0.2444,0.2444,0.18585,0.77821,0.19644,0.12448,0.02533,0.72462,0.07491,164,0.99,0.03,0.3,0.3
0.05,0.2,23,23,2,3,0.07743,0.2007,0.23714,0.11269,0.78718,0.18413,0.06621,0.02869,0.85637,0.04745,46,0.99,0.03,0.3,0.3
0.1,0.25,31,31,2,5,0.13971,0.26093,0.2926,0.18265,0.83589,0.13984,0.11934,0.02426,0.74095,0.0718,62,0.99,0.03,0.3,0.3
0.15,0.3,37,37,3,8,0.11629,0.2063,0.23148,0.15005,0.7844,0.19331,0.08992,0.02229,0.7938,0.05611,74,0.99,0.03,0.3,0.3
0.2,0.35,39,39,3,10,0.14982,0.23151,0.25259,0.18427,0.78845,0.19383,0.08892,0.01772,0.76125,0.05332,78,0.99,0.03,0.3,0.3
0.25,0.4,42,42,3,13,0.15406,0.24165,0.26523,0.19154,0.79227,0.18452,0.10993,0.02321,0.73601,0.06657,84,0.99,0.03,0.3,0.3
0.3,0.45,47,47,3,17,0.15363,0.25054,0.27768,0.19412,0.80952,0.16311,0.13307,0.02736,0.7133,0.08022,94,0.99,0.03,0.3,0.3
0.35,0.5,46,46,3,19,0.1583,0.25122,0.2778,0.19883,0.79683,0.17374,0.13407,0.02943,0.70762,0.08175,92,0.99,0.03,0.3,0.3
