
TDR_alpha10_2s_3by2_alphaonly_eta99_gam5_ic20_confidence90.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,21,21,0,1,5,0.09508,0.36395,0.36395,0.30533,0.86226,0.04144,0.18365,0.04781,0,0.18365,0,0.04781,0.1668,0.11573,0.55447,0.04848,78.7123569731153,60,102,0.99,0.05,0.2,0.9
0.1,0.2,44,44,-4,5,36,36,1,2,12,0.08314,0.3079,0.3079,0.26932,0.85426,0.05352,0.15779,0.04501,0,0.15779,0,0.04501,0.20525,0.1014,0.55382,0.04721,120.124769854303,88,160,0.99,0.05,0.2,0.9
0.15,0.25,50,50,-5,8,50,50,1,2,20,0.0889,0.31915,0.31915,0.28774,0.8555,0.04839,0.17656,0.04763,0,0.17656,0,0.04763,0.20906,0.1121,0.52547,0.04847,147.453286146767,100,200,0.99,0.05,0.2,0.9
0.2,0.3,53,53,-7,11,59,59,1,2,28,0.09646,0.32554,0.32554,0.30314,0.85026,0.05076,0.18308,0.04937,0,0.18308,0,0.04937,0.21774,0.11623,0.50271,0.0496,164.680446331589,106,224,0.99,0.05,0.2,0.9
0.25,0.35,62,62,-7,16,68,68,1,2,39,0.09532,0.33016,0.33016,0.3074,0.85805,0.04457,0.18793,0.04873,0,0.18793,0,0.04873,0.2023,0.11833,0.51443,0.04863,190.036988195849,124,260,0.99,0.05,0.2,0.9
0.3,0.4,65,65,-8,20,78,78,2,3,50,0.09316,0.30478,0.30478,0.28647,0.85249,0.05532,0.1663,0.04267,0,0.1663,0,0.04267,0.23003,0.10448,0.51051,0.0495,206.361185031153,130,286,0.99,0.05,0.2,0.9
0.35,0.45,70,70,-7,25,80,80,2,3,60,0.09475,0.30701,0.30701,0.29106,0.85374,0.0532,0.17046,0.04392,0,0.17046,0,0.04392,0.22166,0.10719,0.51312,0.04911,217.900585543512,140,300,0.99,0.05,0.2,0.9
0.4,0.5,69,69,-7,28,87,87,1,3,70,0.09956,0.31139,0.31139,0.29687,0.85859,0.04354,0.17351,0.04788,0.0031,0.17041,0.00794,0.03993,0.22438,0.1107,0.50254,0.04997,224.558428132138,138,312,0.99,0.05,0.2,0.9
0.45,0.55,70,70,-8,32,84,84,2,3,77,0.09903,0.30931,0.30931,0.29802,0.85378,0.05448,0.16982,0.04264,0,0.16982,0,0.04264,0.22444,0.10623,0.50669,0.04908,222.876115788864,140,308,0.99,0.05,0.2,0.9
0.5,0.6,67,67,-9,34,89,89,2,3,86,0.0936,0.30511,0.30511,0.29309,0.85316,0.05305,0.17433,0.04422,0,0.17433,0,0.04422,0.22969,0.10928,0.50236,0.04955,222.579980332056,134,312,0.99,0.05,0.2,0.9
0.55,0.65,68,68,-7,38,87,87,2,4,93,0.09362,0.27929,0.27929,0.26945,0.8513,0.05355,0.15076,0.04534,0.00363,0.14713,0.01031,0.03503,0.23992,0.09805,0.51569,0.04979,220.270693494308,136,310,0.99,0.05,0.2,0.9
0.6,0.7,64,64,-7,39,77,77,2,3,92,0.09531,0.29731,0.29731,0.29072,0.85084,0.05696,0.16759,0.04373,0,0.16759,0,0.04373,0.22425,0.10566,0.51284,0.04846,203.022460968804,128,282,0.99,0.05,0.2,0.9
0.65,0.75,56,56,-8,37,75,75,2,3,92,0.09678,0.29209,0.29209,0.28734,0.85086,0.06038,0.16013,0.03943,0,0.16013,0,0.03943,0.23596,0.09978,0.50712,0.04932,185.932744902086,112,262,0.99,0.05,0.2,0.9
0.7,0.8,52,52,-5,37,66,66,1,2,89,0.09709,0.3122,0.3122,0.30875,0.86096,0.04488,0.18422,0.04486,0,0.18422,0,0.04486,0.20331,0.11454,0.51537,0.04929,167.971707116949,104,236,0.99,0.05,0.2,0.9
0.05,0.2,22,22,-3,2,10,10,1,2,4,0.05742,0.2112,0.25955,0.19808,0.85537,0.06912,0.08055,0.027,0,0.08055,0,0.027,0.163,0.05377,0.69903,0.04851,50.0194508320839,44,64,0.99,0.05,0.2,0.9
0.1,0.25,23,23,-4,3,22,22,1,2,8,0.06169,0.22221,0.28464,0.22818,0.85921,0.05043,0.13839,0.04042,0,0.13839,0,0.04042,0.20656,0.08941,0.59336,0.04994,63.8922463837381,46,90,0.99,0.05,0.2,0.9
0.15,0.3,24,24,-3,4,25,25,1,2,11,0.08671,0.24177,0.29934,0.26614,0.85511,0.0551,0.15648,0.03986,0,0.15648,0,0.03986,0.23654,0.09817,0.52027,0.04992,71.9864670329654,48,98,0.99,0.05,0.2,0.9
0.2,0.35,28,28,-4,6,26,26,1,2,15,0.08902,0.2434,0.30599,0.2796,0.85103,0.05721,0.1713,0.04812,0,0.1713,0,0.04812,0.22958,0.10971,0.5101,0.04364,81.474796230959,56,108,0.99,0.05,0.2,0.9
0.25,0.4,30,30,-4,8,31,31,1,2,20,0.0885,0.24307,0.3087,0.28385,0.85367,0.04987,0.1741,0.04712,0,0.1741,0,0.04712,0.21131,0.11061,0.52608,0.04934,89.3827898930795,60,122,0.99,0.05,0.2,0.9
0.3,0.45,32,32,-4,10,34,34,1,2,25,0.08838,0.24285,0.31058,0.28774,0.85702,0.04706,0.18601,0.0494,0,0.18601,0,0.0494,0.21427,0.11771,0.51133,0.04652,97.2296030833444,64,132,0.99,0.05,0.2,0.9
0.35,0.5,30,30,-7,11,38,38,1,2,29,0.09557,0.24939,0.31671,0.29821,0.85756,0.05009,0.17412,0.04256,0,0.17412,0,0.04256,0.22165,0.10834,0.50865,0.04978,97.3429545777411,60,136,0.99,0.05,0.2,0.9
0.4,0.55,34,34,-4,14,35,35,1,2,33,0.09634,0.24793,0.31454,0.29955,0.86014,0.04699,0.18488,0.04675,0,0.18488,0,0.04675,0.20797,0.11582,0.51079,0.04611,102.244636303291,68,138,0.99,0.05,0.2,0.9
0.45,0.6,30,30,-6,14,38,38,1,2,36,0.09588,0.24447,0.31217,0.30065,0.85336,0.05155,0.1779,0.04566,0,0.1779,0,0.04566,0.22096,0.11178,0.50525,0.04943,97.6011559624717,60,136,0.99,0.05,0.2,0.9
0.5,0.65,29,29,-6,15,38,38,1,2,39,0.09192,0.2375,0.30627,0.29665,0.85084,0.05187,0.18185,0.04853,0,0.18185,0,0.04853,0.22383,0.11519,0.50239,0.04875,95.8186982385474,58,134,0.99,0.05,0.2,0.9
0.55,0.7,28,28,-6,16,40,40,1,2,43,0.0876,0.2329,0.30308,0.29098,0.8586,0.04711,0.1794,0.0444,0,0.1794,0,0.0444,0.2188,0.1119,0.51419,0.04989,94.8644765227783,56,136,0.99,0.05,0.2,0.9
0.6,0.75,29,29,-4,18,31,31,1,2,41,0.09702,0.23629,0.30062,0.29744,0.85731,0.05337,0.17237,0.04435,0,0.17237,0,0.04435,0.20834,0.10836,0.52226,0.04497,87.6199528699321,58,120,0.99,0.05,0.2,0.9
0.65,0.8,25,25,-5,17,31,31,1,2,41,0.09922,0.23483,0.2965,0.29469,0.86223,0.05514,0.15493,0.03496,0,0.15493,0,0.03496,0.2108,0.09494,0.53505,0.04767,78.8270945426414,50,112,0.99,0.05,0.2,0.9
0.7,0.85,22,22,-3,16,29,29,0,2,40,0.09676,0.22638,0.28453,0.28382,0.8696,0.03624,0.16531,0.04951,0.0059,0.15941,0.01717,0.03234,0.21632,0.10741,0.52161,0.04465,71.7463733201433,44,102,0.99,0.05,0.2,0.9
0.05,0.25,11,11,-2,1,9,9,0,1,3,0.06632,0.2357,0.35106,0.256,0.8782,0.03268,0.18693,0.0441,0,0.18693,0,0.0441,0.17279,0.11551,0.57395,0.04502,29.6688454073257,22,40,0.99,0.05,0.2,0.9
0.1,0.3,14,14,-3,2,11,11,0,1,5,0.08419,0.23565,0.35602,0.29131,0.8744,0.03382,0.17771,0.04293,0,0.17771,0,0.04293,0.15093,0.11032,0.58718,0.04885,37.0821252026356,28,50,0.99,0.05,0.2,0.9
0.15,0.35,16,16,-3,3,12,12,0,1,7,0.09883,0.24084,0.35853,0.31524,0.87108,0.03658,0.18017,0.04404,0,0.18017,0,0.04404,0.15344,0.11211,0.56755,0.04829,42.3787277712909,32,56,0.99,0.05,0.2,0.9
0.2,0.4,17,17,-4,4,16,16,1,2,10,0.08514,0.19776,0.29007,0.2607,0.85267,0.06226,0.13973,0.03731,0,0.13973,0,0.03731,0.22358,0.08852,0.55155,0.04776,48.3503393299806,34,66,0.99,0.05,0.2,0.9
0.25,0.45,18,18,-3,5,21,21,1,2,14,0.07166,0.18319,0.28757,0.25255,0.85818,0.04716,0.1709,0.04634,0,0.1709,0,0.04634,0.22417,0.10862,0.53326,0.04832,55.6030093544246,36,78,0.99,0.05,0.2,0.9
0.3,0.5,18,18,-5,6,21,21,1,2,16,0.07773,0.18642,0.29033,0.26415,0.85052,0.05417,0.16422,0.04653,0,0.16422,0,0.04653,0.22231,0.10537,0.53574,0.04878,55.4990357381083,36,78,0.99,0.05,0.2,0.9
0.35,0.55,19,19,-3,7,21,21,0,2,18,0.09987,0.2114,0.30445,0.2862,0.8696,0.03679,0.16984,0.04904,0.00602,0.16381,0.01462,0.03442,0.22652,0.10944,0.50376,0.04456,58.8419012252804,38,80,0.99,0.05,0.2,0.9
0.4,0.6,19,19,-3,8,22,22,1,2,21,0.08091,0.18633,0.28886,0.26977,0.85628,0.04938,0.18219,0.04858,0,0.18219,0,0.04858,0.22676,0.11539,0.51014,0.04575,59.5538250921679,38,82,0.99,0.05,0.2,0.9
