
TDR_alpha20_1s_2by2_litwinref_alphaonly_eta99_gam7_ic20_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,30,30,1,3,0.16101,0.36531,0.36531,0.59027,0.80089,0.13322,0.21591,0.06589,0.62308,0.1409,60,0.99,0.07,0.2,0.9
0.1,0.2,43,43,2,6,0.17881,0.30529,0.30529,0.55413,0.77426,0.19556,0.11369,0.03018,0.7075,0.07194,86,0.99,0.07,0.2,0.9
0.15,0.25,55,55,2,11,0.15423,0.3137,0.3137,0.54071,0.76899,0.16766,0.18939,0.06335,0.65637,0.12637,110,0.99,0.07,0.2,0.9
0.2,0.3,57,57,2,14,0.18439,0.32886,0.32886,0.53731,0.76322,0.17981,0.17797,0.05696,0.63763,0.11747,114,0.99,0.07,0.2,0.9
0.25,0.35,71,71,2,21,0.17918,0.34026,0.34026,0.53241,0.78794,0.15097,0.20635,0.06108,0.61447,0.13371,142,0.99,0.07,0.2,0.9
0.3,0.4,69,69,2,24,0.18377,0.33748,0.33748,0.53141,0.76563,0.16613,0.20645,0.06823,0.60977,0.13734,138,0.99,0.07,0.2,0.9
0.35,0.45,76,76,2,30,0.19332,0.34824,0.34824,0.5286,0.78393,0.15497,0.20601,0.06109,0.60066,0.13355,152,0.99,0.07,0.2,0.9
0.4,0.5,74,74,2,33,0.1957,0.34591,0.34591,0.5288,0.77208,0.16355,0.20497,0.06435,0.59932,0.13466,148,0.99,0.07,0.2,0.9
0.45,0.55,83,83,3,41,0.1814,0.31072,0.31072,0.52605,0.76948,0.18266,0.1669,0.04786,0.65168,0.10738,166,0.99,0.07,0.2,0.9
0.5,0.6,79,79,3,43,0.18418,0.30712,0.30712,0.52791,0.76013,0.19256,0.16128,0.04731,0.65453,0.10429,158,0.99,0.07,0.2,0.9
0.55,0.65,76,76,3,45,0.19226,0.30658,0.30658,0.53031,0.76113,0.19779,0.14958,0.04107,0.65815,0.09533,152,0.99,0.07,0.2,0.9
0.6,0.7,71,71,2,46,0.19338,0.33974,0.33974,0.53238,0.77783,0.16081,0.20526,0.06135,0.60135,0.1333,142,0.99,0.07,0.2,0.9
0.65,0.75,63,63,2,44,0.1973,0.33299,0.33299,0.5377,0.76835,0.17369,0.19238,0.05795,0.61031,0.12517,126,0.99,0.07,0.2,0.9
0.7,0.8,67,67,3,50,0.17333,0.27908,0.27908,0.53887,0.76437,0.19909,0.14531,0.03653,0.68134,0.09092,134,0.99,0.07,0.2,0.9
0.05,0.2,15,15,1,2,0.14678,0.30443,0.34901,0.98532,0.78325,0.15562,0.16945,0.06113,0.68377,0.11529,30,0.99,0.07,0.2,0.9
0.1,0.25,23,23,1,4,0.16558,0.32093,0.37018,0.57335,0.81612,0.11917,0.23477,0.06471,0.59966,0.14974,46,0.99,0.07,0.2,0.9
0.15,0.3,27,27,1,6,0.17939,0.32656,0.37627,0.5566,0.8144,0.11885,0.24422,0.06675,0.57639,0.15548,54,0.99,0.07,0.2,0.9
0.2,0.35,29,29,2,8,0.15719,0.26061,0.29476,0.55573,0.75192,0.19685,0.15312,0.05123,0.68969,0.10217,58,0.99,0.07,0.2,0.9
0.25,0.4,31,31,2,10,0.1716,0.27269,0.30603,0.55089,0.7571,0.19288,0.158,0.05002,0.67039,0.10401,62,0.99,0.07,0.2,0.9
0.3,0.45,35,35,2,13,0.17404,0.28025,0.31586,0.5451,0.77464,0.17408,0.17367,0.05128,0.65229,0.11247,70,0.99,0.07,0.2,0.9
0.35,0.5,36,36,2,15,0.18895,0.29095,0.32403,0.54411,0.78172,0.17325,0.16653,0.04502,0.64452,0.10577,72,0.99,0.07,0.2,0.9
0.4,0.55,34,34,2,16,0.18892,0.28574,0.31828,0.5454,0.76237,0.18797,0.16638,0.04966,0.6447,0.10802,68,0.99,0.07,0.2,0.9
0.45,0.6,36,36,2,19,0.17172,0.27515,0.31257,0.54262,0.76422,0.17575,0.18957,0.06002,0.6387,0.12479,72,0.99,0.07,0.2,0.9
0.5,0.65,35,35,2,20,0.18866,0.28543,0.31811,0.54569,0.77289,0.17924,0.17144,0.04787,0.6399,0.10965,70,0.99,0.07,0.2,0.9
0.55,0.7,34,34,2,21,0.19821,0.28964,0.3189,0.54865,0.77974,0.18035,0.15924,0.0399,0.64254,0.09957,68,0.99,0.07,0.2,0.9
0.6,0.75,34,34,2,23,0.17708,0.27366,0.30685,0.55003,0.78034,0.17215,0.17822,0.04751,0.6447,0.11286,68,0.99,0.07,0.2,0.9
0.65,0.8,29,29,2,21,0.1895,0.27114,0.29658,0.55974,0.76567,0.19685,0.15034,0.03747,0.66016,0.09391,58,0.99,0.07,0.2,0.9
0.7,0.85,28,28,1,22,0.18745,0.31057,0.36176,0.56572,0.82484,0.11348,0.25454,0.06168,0.55801,0.15811,56,0.99,0.07,0.2,0.9
0.05,0.25,12,12,1,2,0.10632,0.25251,0.34162,0.98821,0.80862,0.12291,0.18441,0.06847,0.70926,0.12644,24,0.99,0.07,0.2,0.9
0.1,0.3,15,15,1,3,0.15789,0.28581,0.36556,0.5952,0.82675,0.1167,0.21719,0.05655,0.62492,0.13687,30,0.99,0.07,0.2,0.9
0.15,0.35,19,19,2,5,0.10967,0.19787,0.25872,0.57538,0.76423,0.18667,0.13492,0.0491,0.75541,0.09201,38,0.99,0.07,0.2,0.9
0.2,0.4,20,20,2,6,0.14253,0.22488,0.27777,0.56064,0.77376,0.18743,0.13257,0.03881,0.7249,0.08569,40,0.99,0.07,0.2,0.9
0.25,0.45,20,20,2,7,0.15494,0.23225,0.28267,0.55827,0.76205,0.19742,0.13628,0.04053,0.70878,0.08841,40,0.99,0.07,0.2,0.9
0.3,0.5,20,20,1,8,0.19256,0.29664,0.37448,0.55715,0.81098,0.12463,0.23887,0.06439,0.56856,0.15163,40,0.99,0.07,0.2,0.9
0.35,0.55,20,20,1,9,0.19966,0.29974,0.37534,0.55693,0.80821,0.1285,0.23454,0.06328,0.56579,0.14891,40,0.99,0.07,0.2,0.9
0.4,0.6,22,22,2,11,0.16779,0.24286,0.29341,0.5584,0.77218,0.18559,0.15455,0.04223,0.67766,0.09839,44,0.99,0.07,0.2,0.9
0.45,0.65,22,22,2,12,0.17736,0.24938,0.29593,0.55936,0.77943,0.18433,0.14759,0.03624,0.67505,0.09192,44,0.99,0.07,0.2,0.9
0.5,0.7,22,22,2,13,0.18526,0.25447,0.29693,0.55728,0.78944,0.18048,0.14053,0.03008,0.6742,0.0853,44,0.99,0.07,0.2,0.9
0.55,0.75,18,18,1,12,0.19065,0.28176,0.35789,0.57069,0.79615,0.13394,0.24298,0.06991,0.56637,0.15644,36,0.99,0.07,0.2,0.9
0.6,0.8,20,20,2,14,0.17453,0.23832,0.27672,0.56729,0.78402,0.18743,0.13979,0.02855,0.68568,0.08417,40,0.99,0.07,0.2,0.9
0.65,0.85,17,17,1,13,0.19573,0.28612,0.35952,0.58098,0.83278,0.1179,0.23296,0.04933,0.5713,0.14114,34,0.99,0.07,0.2,0.9
0.7,0.9,17,17,1,14,0.17194,0.2654,0.34647,0.59114,0.85782,0.0972,0.25374,0.04498,0.57432,0.14936,34,0.99,0.07,0.2,0.9
0.05,0.3,11,11,1,2,0.09285,0.23149,0.35332,0.98917,0.86239,0.08459,0.18731,0.05302,0.71984,0.12017,22,0.99,0.07,0.2,0.9
0.1,0.35,13,13,2,3,0.09222,0.1645,0.22995,0.59687,0.78611,0.19264,0.06222,0.02125,0.84556,0.04174,26,0.99,0.07,0.2,0.9
0.15,0.4,11,11,1,3,0.18369,0.27796,0.36708,0.59926,0.82151,0.13039,0.19543,0.0481,0.62088,0.12177,22,0.99,0.07,0.2,0.9
0.2,0.45,12,12,1,4,0.17396,0.2646,0.36155,0.58316,0.80972,0.1289,0.22398,0.06137,0.60206,0.14268,24,0.99,0.07,0.2,0.9
0.25,0.5,15,15,2,5,0.18915,0.24046,0.27879,0.57327,0.80019,0.18882,0.07331,0.01099,0.73755,0.04215,30,0.99,0.07,0.2,0.9
0.3,0.55,14,14,1,6,0.18523,0.27207,0.36927,0.57132,0.82408,0.11872,0.23295,0.0572,0.58182,0.14507,28,0.99,0.07,0.2,0.9
0.35,0.6,16,16,2,7,0.19702,0.24875,0.28784,0.5683,0.80687,0.1797,0.0921,0.01342,0.71089,0.05276,32,0.99,0.07,0.2,0.9
0.4,0.65,15,15,2,8,0.1514,0.20896,0.26608,0.5677,0.7673,0.19665,0.1369,0.03604,0.7117,0.08647,30,0.99,0.07,0.2,0.9
0.45,0.7,16,16,2,9,0.17419,0.22988,0.27802,0.56824,0.8009,0.17711,0.12316,0.02199,0.70265,0.07258,32,0.99,0.07,0.2,0.9
0.5,0.75,14,14,1,9,0.17991,0.25938,0.35822,0.57511,0.82931,0.11335,0.24536,0.05734,0.57472,0.15135,28,0.99,0.07,0.2,0.9
0.55,0.8,15,15,2,10,0.17274,0.22282,0.26276,0.57706,0.802,0.18031,0.11861,0.01769,0.70866,0.06815,30,0.99,0.07,0.2,0.9
0.6,0.85,12,12,1,9,0.18769,0.26087,0.35084,0.5944,0.83843,0.11608,0.22998,0.04548,0.58233,0.13773,24,0.99,0.07,0.2,0.9
0.65,0.9,11,11,1,9,0.16898,0.23935,0.33185,0.60968,0.84181,0.11177,0.24265,0.04642,0.58836,0.14453,22,0.99,0.07,0.2,0.9
