
TDR_alpha10_1s_2by2_alphaonly_eta99_gam12_ic20_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,49,49,1,5,0.09006,0.36278,0.36278,0.305,0.85887,0.06254,0.31543,0.07859,0.59451,0.19701,98,0.99,0.12,0.2,0.9
0.1,0.2,78,78,2,12,0.07766,0.30696,0.30696,0.26802,0.85188,0.07574,0.26576,0.07238,0.65658,0.16907,156,0.99,0.12,0.2,0.9
0.15,0.25,94,94,2,19,0.09379,0.32429,0.32429,0.29829,0.85637,0.07291,0.28552,0.07072,0.62069,0.17812,188,0.99,0.12,0.2,0.9
0.2,0.3,111,111,2,28,0.09611,0.33144,0.33144,0.3092,0.86009,0.06702,0.3044,0.07288,0.59948,0.18864,222,0.99,0.12,0.2,0.9
0.25,0.35,122,122,2,37,0.09671,0.33202,0.33202,0.31481,0.85555,0.06642,0.31548,0.07802,0.5878,0.19675,244,0.99,0.12,0.2,0.9
0.3,0.4,139,139,3,49,0.09306,0.30887,0.30887,0.29242,0.85835,0.07489,0.27867,0.06674,0.62825,0.17271,278,0.99,0.12,0.2,0.9
0.35,0.45,144,144,3,58,0.09579,0.31106,0.31106,0.29813,0.85657,0.07529,0.28292,0.06811,0.62127,0.17552,288,0.99,0.12,0.2,0.9
0.4,0.5,148,148,3,67,0.09811,0.31324,0.31324,0.30243,0.85807,0.07454,0.28528,0.06738,0.61659,0.17633,296,0.99,0.12,0.2,0.9
0.5,0.6,146,146,3,81,0.09524,0.3064,0.3064,0.29993,0.85094,0.07649,0.28969,0.07255,0.61505,0.18112,292,0.99,0.12,0.2,0.9
0.55,0.65,144,144,3,87,0.09763,0.30733,0.30733,0.30133,0.85729,0.07529,0.28596,0.06739,0.61639,0.17667,288,0.99,0.12,0.2,0.9
0.6,0.7,139,139,3,91,0.09607,0.30307,0.30307,0.29751,0.85957,0.07489,0.28372,0.06552,0.62019,0.17462,278,0.99,0.12,0.2,0.9
