
TDR_alpha10_1s_2by2_alphaonly_eta99_gam3_ic20_confidence90.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,65,65,2,6,0.08835,0.30985,0.30985,0.25554,0.90536,0.06589,0.18049,0.02874,0.73116,0.10462,130,0.99,0.03,0.2,0.9
0.1,0.2,98,98,3,14,0.08916,0.28706,0.28706,0.24882,0.9037,0.0692,0.18562,0.02709,0.72522,0.10635,196,0.99,0.03,0.2,0.9
0.15,0.25,113,113,4,22,0.0909,0.25918,0.25918,0.23597,0.8754,0.09522,0.1658,0.02938,0.74329,0.09759,226,0.99,0.03,0.2,0.9
0.2,0.3,147,147,5,36,0.08294,0.25126,0.25126,0.22609,0.88983,0.08328,0.17272,0.02688,0.74432,0.0998,294,0.99,0.03,0.2,0.9
0.25,0.35,146,146,5,43,0.0977,0.25962,0.25962,0.2433,0.87343,0.09727,0.17373,0.02929,0.72856,0.10151,292,0.99,0.03,0.2,0.9
0.7,0.8,139,139,5,104,0.09558,0.24076,0.24076,0.23311,0.87969,0.0949,0.18231,0.02539,0.72209,0.10385,278,0.99,0.03,0.2,0.9
0.05,0.2,34,34,2,4,0.07129,0.2332,0.27605,0.21746,0.89018,0.08359,0.12188,0.02623,0.80683,0.07405,68,0.99,0.03,0.2,0.9
0.1,0.25,48,48,3,8,0.07574,0.20344,0.23873,0.2041,0.88069,0.09767,0.11936,0.02164,0.8049,0.0705,96,0.99,0.03,0.2,0.9
0.15,0.3,63,63,4,14,0.06111,0.17735,0.21305,0.18157,0.87603,0.09811,0.1292,0.02585,0.80969,0.07752,126,0.99,0.03,0.2,0.9
0.2,0.35,67,67,4,18,0.08049,0.19857,0.23309,0.21015,0.87623,0.09931,0.14388,0.02445,0.77563,0.08417,134,0.99,0.03,0.2,0.9
0.25,0.4,75,75,4,24,0.08202,0.20934,0.24914,0.22495,0.88619,0.08579,0.1724,0.028,0.74557,0.1002,150,0.99,0.03,0.2,0.9
0.3,0.45,79,79,4,29,0.09391,0.22253,0.26113,0.24084,0.89223,0.08279,0.17772,0.02497,0.72835,0.10135,158,0.99,0.03,0.2,0.9
0.35,0.5,84,84,4,35,0.09681,0.22919,0.26933,0.24921,0.89992,0.07582,0.18883,0.02425,0.71435,0.10654,168,0.99,0.03,0.2,0.9
0.4,0.55,83,83,4,39,0.09425,0.2242,0.26615,0.24835,0.89147,0.08016,0.1954,0.02836,0.71034,0.11188,166,0.99,0.03,0.2,0.9
0.45,0.6,86,86,5,45,0.07956,0.18977,0.22436,0.20966,0.87557,0.09763,0.16567,0.02679,0.75475,0.09623,172,0.99,0.03,0.2,0.9
0.5,0.65,84,84,4,48,0.09242,0.22115,0.26368,0.24719,0.89682,0.07582,0.20222,0.02735,0.70535,0.11478,168,0.99,0.03,0.2,0.9
0.55,0.7,79,79,4,49,0.0988,0.21994,0.25743,0.2455,0.8933,0.08279,0.1891,0.0239,0.71209,0.1065,158,0.99,0.03,0.2,0.9
0.6,0.75,71,71,4,48,0.09052,0.20144,0.23764,0.22928,0.874,0.09737,0.18392,0.02862,0.72555,0.10627,142,0.99,0.03,0.2,0.9
0.65,0.8,69,69,4,50,0.09044,0.19706,0.22901,0.22107,0.88549,0.09265,0.17565,0.02185,0.73391,0.09875,138,0.99,0.03,0.2,0.9
0.7,0.85,63,63,4,49,0.0825,0.17887,0.20626,0.20013,0.88252,0.09811,0.1655,0.01936,0.75199,0.09243,126,0.99,0.03,0.2,0.9
0.05,0.25,22,22,2,3,0.0711,0.1923,0.25497,0.19947,0.88825,0.09693,0.06698,0.01481,0.86192,0.0409,44,0.99,0.03,0.2,0.9
