
TDR_alpha20_1s_3by2_alphamax30_eta99_gam11_ic20_confidence30.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,39,39,-6,1,4,0.11661,0.36074,0.36074,0.58948,0.82805,0.06369,0.28923,0.10825,0.01252,0.27671,0.02846,0.07979,0.59416,0.19874,78,0.99,0.11,0.2,0.3
0.1,0.2,61,61,-8,2,9,0.12472,0.31354,0.31354,0.48996,0.83026,0.0633,0.22677,0.10644,0.02758,0.19919,0.05491,0.05154,0.6485,0.16661,122,0.99,0.11,0.2,0.3
0.15,0.25,76,76,-10,2,15,0.13383,0.33113,0.33113,0.48767,0.83665,0.05682,0.25759,0.10652,0.02525,0.23234,0.04895,0.05757,0.60857,0.18206,152,0.99,0.11,0.2,0.3
0.2,0.3,89,89,-12,2,22,0.13898,0.34131,0.34131,0.49007,0.84137,0.0528,0.2741,0.10582,0.02394,0.25016,0.04567,0.06015,0.58691,0.18996,178,0.99,0.11,0.2,0.3
0.7,0.8,96,96,-12,2,72,0.14468,0.33862,0.33862,0.46997,0.86156,0.03949,0.28662,0.09894,0.0247,0.26192,0.04746,0.05147,0.56869,0.19278,192,0.99,0.11,0.2,0.3
0.05,0.2,22,22,-5,1,3,0.08752,0.27904,0.34446,0.57143,0.82315,0.06699,0.27304,0.10986,0.0073,0.26574,0.02236,0.0875,0.63944,0.19145,44,0.99,0.11,0.2,0.3
0.1,0.25,29,29,-6,1,5,0.14039,0.31721,0.37495,0.56707,0.85149,0.05222,0.28926,0.09629,0.01805,0.27121,0.03318,0.06311,0.57035,0.19277,58,0.99,0.11,0.2,0.3
0.15,0.3,40,40,-8,2,9,0.11223,0.25565,0.30428,0.48757,0.83795,0.05869,0.22904,0.10336,0.02316,0.20588,0.05104,0.05232,0.65872,0.1662,80,0.99,0.11,0.2,0.3
0.2,0.35,47,47,-9,2,13,0.11136,0.25936,0.31387,0.49723,0.84434,0.05285,0.25683,0.1028,0.01919,0.23764,0.04381,0.05899,0.63181,0.17982,94,0.99,0.11,0.2,0.3
0.25,0.4,47,47,-9,2,15,0.14431,0.28243,0.32874,0.50582,0.84492,0.05166,0.24752,0.10341,0.0316,0.21592,0.05629,0.04712,0.60817,0.17547,94,0.99,0.11,0.2,0.3
0.3,0.45,53,53,-10,2,20,0.12096,0.26594,0.32232,0.50266,0.8417,0.05147,0.27406,0.10682,0.01981,0.25425,0.04399,0.06283,0.60498,0.19044,106,0.99,0.11,0.2,0.3
0.35,0.5,52,52,-10,2,22,0.14117,0.27977,0.33056,0.47774,0.84198,0.05123,0.26489,0.10678,0.02715,0.23773,0.0522,0.05458,0.59393,0.18584,104,0.99,0.11,0.2,0.3
0.4,0.55,53,53,-11,2,25,0.14772,0.28461,0.33422,0.47672,0.84618,0.04871,0.26477,0.10511,0.02936,0.23541,0.05393,0.05117,0.5875,0.18494,106,0.99,0.11,0.2,0.3
