
TDR_alpha20_2s_3by2_alphamax30_eta99_gam5_ic20_confidence30.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,3,3,1,2,3,0.13862,0.25892,0.25892,0.17471,0.75805,0.18178,0.04081,0.01168,0,0.04081,0,0.01168,0.26611,0.02625,0.55447,0.04848,62.6731938533022,60,66,0.99,0.05,0.2,0.3
0.1,0.2,44,44,-4,5,3,3,1,2,7,0.14265,0.29846,0.29846,0.18934,0.77467,0.13513,0.10538,0.04299,0,0.10538,0,0.04299,0.19815,0.07418,0.55382,0.04721,90.6770641545252,88,94,0.99,0.05,0.2,0.3
0.15,0.25,50,50,-5,8,11,11,2,3,12,0.13535,0.26091,0.26091,0.17499,0.75347,0.16675,0.08292,0.03131,0,0.08292,0,0.03131,0.25626,0.05711,0.52547,0.04847,110.439722952289,100,122,0.99,0.05,0.2,0.3
0.2,0.3,53,53,-7,11,16,16,2,3,17,0.14655,0.27902,0.27902,0.18939,0.7595,0.15572,0.09452,0.03517,0,0.09452,0,0.03517,0.25621,0.06485,0.50271,0.0496,121.913341378058,106,138,0.99,0.05,0.2,0.3
0.25,0.35,62,62,-7,16,12,12,2,3,22,0.15402,0.28952,0.28952,0.19897,0.75914,0.15148,0.10198,0.04074,0,0.10198,0,0.04074,0.22956,0.07136,0.51443,0.04863,135.653586152209,124,148,0.99,0.05,0.2,0.3
0.3,0.4,65,65,-8,20,15,15,2,3,28,0.14952,0.29298,0.29298,0.19609,0.7578,0.1441,0.11485,0.04859,0,0.11485,0,0.04859,0.22512,0.08172,0.51051,0.0495,144.684843275222,130,160,0.99,0.05,0.2,0.3
0.35,0.45,70,70,-7,25,19,19,3,4,35,0.15436,0.26904,0.26904,0.19427,0.75708,0.16578,0.08133,0.02802,0,0.08133,0,0.02802,0.25117,0.05468,0.51312,0.04911,158.501389066584,140,178,0.99,0.05,0.2,0.3
0.4,0.5,69,69,-7,28,23,23,3,4,41,0.14996,0.27002,0.27002,0.19098,0.75619,0.16115,0.09124,0.03268,0,0.09124,0,0.03268,0.25625,0.06196,0.50254,0.04997,160.883262609646,138,184,0.99,0.05,0.2,0.3
0.45,0.55,70,70,-8,32,23,23,3,4,46,0.15453,0.27255,0.27255,0.19554,0.75977,0.16103,0.08709,0.03011,0,0.08709,0,0.03011,0.25169,0.0586,0.50669,0.04908,162.692269799332,140,186,0.99,0.05,0.2,0.3
0.5,0.6,67,67,-9,34,23,23,3,4,49,0.15696,0.26953,0.26953,0.19715,0.75346,0.16845,0.08298,0.02852,0,0.08298,0,0.02852,0.25769,0.05575,0.50236,0.04955,156.89145559143,134,180,0.99,0.05,0.2,0.3
0.55,0.65,68,68,-7,38,23,23,3,4,54,0.15831,0.26947,0.26947,0.19807,0.76357,0.1612,0.07958,0.02543,0,0.07958,0,0.02543,0.24642,0.0525,0.51569,0.04979,158.278459199645,136,182,0.99,0.05,0.2,0.3
0.6,0.7,64,64,-7,39,22,22,2,3,56,0.15059,0.2938,0.2938,0.19731,0.77531,0.13138,0.11726,0.04485,0,0.11726,0,0.04485,0.2193,0.08105,0.51284,0.04846,149.43498884823,128,172,0.99,0.05,0.2,0.3
0.65,0.75,56,56,-8,37,21,21,2,3,54,0.15312,0.28393,0.28393,0.19785,0.76419,0.14643,0.10619,0.04006,0,0.10619,0,0.04006,0.23357,0.07312,0.50712,0.04932,132.701168572584,112,154,0.99,0.05,0.2,0.3
