
TDR_alpha10_2s_3by2_alphamax30_eta99_gam6_ic5_confidence30.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.4,0.55,34,34,-4,14,64,64,5,7,45,0.07225,0.14508,0.16206,0.09508,0.85018,0.07622,0.06581,0.02748,0.00839,0.05742,0.02181,0.00567,0.35114,0.04664,0.51079,0.04611,130.618763526017,68,196,0.99,0.06,0.05,0.3
0.45,0.6,30,30,-6,14,71,71,6,7,52,0.06312,0.14127,0.1621,0.08599,0.85017,0.09263,0.06673,0.00776,0,0.06673,0,0.00776,0.3649,0.03724,0.50525,0.04943,130.254791403565,60,202,0.99,0.06,0.05,0.3
0.5,0.65,29,29,-6,15,64,64,5,6,53,0.06602,0.15561,0.18286,0.09199,0.85198,0.0868,0.08516,0.01246,0,0.08516,0,0.01246,0.34643,0.04881,0.50239,0.04875,121.694649664922,58,186,0.99,0.06,0.05,0.3
0.55,0.7,28,28,-6,16,63,63,5,6,56,0.07205,0.15539,0.17804,0.09754,0.85447,0.08753,0.074,0.0081,0,0.074,0,0.0081,0.33974,0.04105,0.51419,0.04989,117.211550523376,56,182,0.99,0.06,0.05,0.3
0.6,0.75,29,29,-4,18,58,58,5,6,58,0.07024,0.14808,0.16748,0.09458,0.85668,0.09079,0.07205,0.00755,0,0.07205,0,0.00755,0.33545,0.0398,0.52226,0.04497,113.417976337292,58,174,0.99,0.06,0.05,0.3
0.65,0.8,25,25,-5,17,54,54,4,5,57,0.06854,0.1573,0.18383,0.09498,0.86476,0.07772,0.08602,0.00985,0,0.08602,0,0.00985,0.31039,0.04794,0.53505,0.04767,100.21493888073,50,158,0.99,0.06,0.05,0.3
0.7,0.85,22,22,-3,16,47,47,4,5,53,0.07437,0.14488,0.15999,0.09817,0.85469,0.09492,0.06983,0.00574,0,0.06983,0,0.00574,0.33417,0.03779,0.52161,0.04465,88.9682602085081,44,138,0.99,0.06,0.05,0.3
0.05,0.25,11,11,-2,1,10,10,1,2,3,0.06003,0.17389,0.24063,0.09159,0.85611,0.08401,0.05301,0.01485,0,0.05301,0,0.01485,0.313,0.03393,0.57395,0.04502,30.520939341473,22,42,0.99,0.06,0.05,0.3
0.1,0.3,14,14,-3,2,18,18,2,3,6,0.05755,0.1452,0.20104,0.08359,0.8589,0.08215,0.0528,0.01009,0,0.0528,0,0.01009,0.30248,0.03144,0.58718,0.04885,42.8616594224946,28,64,0.99,0.06,0.05,0.3
0.15,0.35,16,16,-3,3,24,24,2,4,9,0.06597,0.1325,0.17134,0.08835,0.85296,0.05929,0.05301,0.03945,0.01671,0.0363,0.03543,0.00402,0.31347,0.04623,0.56755,0.04829,52.7574555425819,32,80,0.99,0.06,0.05,0.3
0.2,0.4,17,17,-4,4,26,26,3,4,12,0.07394,0.1468,0.18986,0.09978,0.85544,0.09036,0.05267,0.00644,0,0.05267,0,0.00644,0.32184,0.02956,0.55155,0.04776,57.3193014112185,34,86,0.99,0.06,0.05,0.3
0.25,0.45,18,18,-3,5,29,29,3,4,16,0.06761,0.14862,0.20163,0.09555,0.86136,0.07726,0.08134,0.01305,0,0.08134,0,0.01305,0.31778,0.0472,0.53326,0.04832,63.0708224418244,36,94,0.99,0.06,0.05,0.3
0.3,0.5,18,18,-5,6,35,35,3,5,20,0.072,0.13565,0.17131,0.09547,0.85509,0.06414,0.06264,0.03199,0.01176,0.05088,0.02724,0.00475,0.32961,0.04731,0.53574,0.04878,68.4983928968472,36,106,0.99,0.06,0.05,0.3
0.35,0.55,19,19,-3,7,34,34,4,5,23,0.07256,0.13796,0.17405,0.0973,0.85514,0.09284,0.06521,0.00745,0,0.06521,0,0.00745,0.35846,0.03633,0.50376,0.04456,71.7440305552158,38,106,0.99,0.06,0.05,0.3
0.4,0.6,19,19,-3,8,34,34,4,5,26,0.06798,0.13381,0.17281,0.09284,0.85068,0.09361,0.07296,0.00995,0,0.07296,0,0.00995,0.34891,0.04146,0.51014,0.04575,71.3104569606231,38,106,0.99,0.06,0.05,0.3
0.45,0.65,19,19,-3,9,35,35,4,5,29,0.07254,0.13768,0.17409,0.09764,0.85904,0.08842,0.07071,0.00764,0,0.07071,0,0.00764,0.34116,0.03918,0.51558,0.04489,71.9091539459344,38,108,0.99,0.06,0.05,0.3
0.5,0.7,17,17,-3,9,36,36,4,5,31,0.07437,0.13547,0.16791,0.09859,0.85513,0.08976,0.06505,0.00587,0,0.06505,0,0.00587,0.34298,0.03546,0.5176,0.04925,68.7327318619937,34,106,0.99,0.06,0.05,0.3
0.55,0.75,17,17,-3,10,35,35,4,5,34,0.05283,0.11363,0.15468,0.07502,0.85032,0.08961,0.08036,0.01258,0,0.08036,0,0.01258,0.32713,0.04647,0.53968,0.04749,66.2223717863493,34,104,0.99,0.06,0.05,0.3
0.6,0.8,14,14,-3,9,35,35,3,4,34,0.07126,0.14378,0.19077,0.09864,0.87929,0.06421,0.0903,0.00763,0,0.0903,0,0.00763,0.31475,0.04897,0.52369,0.04886,61.3419178978838,28,98,0.99,0.06,0.05,0.3
0.65,0.85,13,13,-3,9,28,28,3,4,31,0.06364,0.1242,0.16242,0.08803,0.85733,0.09473,0.08715,0.01059,0,0.08715,0,0.01059,0.34253,0.04887,0.50668,0.03735,53.625919185627,26,82,0.99,0.06,0.05,0.3
0.7,0.9,12,12,-2,9,26,26,3,4,31,0.05024,0.1023,0.13448,0.07076,0.85784,0.096,0.08619,0.01008,0,0.08619,0,0.01008,0.33339,0.04814,0.53019,0.03607,48.4302923138155,24,76,0.99,0.06,0.05,0.3
0.05,0.3,9,9,-2,1,7,7,1,2,3,0.03393,0.12441,0.22302,0.05886,0.85007,0.0815,0.05312,0.0266,0,0.05312,0,0.0266,0.28016,0.03986,0.63279,0.04184,23.1409953687097,18,32,0.99,0.06,0.05,0.3
0.1,0.35,12,12,-2,2,10,10,1,3,4,0.06826,0.12369,0.1753,0.08932,0.85275,0.0483,0.04535,0.05273,0.03364,0.01171,0.0517,0.00104,0.22111,0.04904,0.66528,0.04622,30.6943475620716,24,44,0.99,0.06,0.05,0.3
0.15,0.4,10,10,-3,2,16,16,2,3,7,0.05429,0.12437,0.19901,0.08037,0.85837,0.07957,0.0691,0.01417,0,0.0691,0,0.01417,0.32941,0.04163,0.54721,0.04788,34.4893176515905,20,52,0.99,0.06,0.05,0.3
0.2,0.45,12,12,-3,3,19,19,2,4,9,0.06817,0.11822,0.1612,0.08918,0.85591,0.0585,0.05087,0.04085,0.01927,0.0316,0.03825,0.00261,0.31748,0.04586,0.56348,0.04474,40.5877620200078,24,62,0.99,0.06,0.05,0.3
0.25,0.5,13,13,-3,4,19,19,2,4,11,0.07363,0.12551,0.17032,0.09654,0.85344,0.05812,0.05531,0.03905,0.01721,0.0381,0.03565,0.0034,0.28095,0.04718,0.59011,0.04939,41.5756348857295,26,64,0.99,0.06,0.05,0.3
0.3,0.55,12,12,-3,4,21,21,3,4,14,0.0563,0.11338,0.17366,0.08059,0.85109,0.09421,0.07697,0.01437,0,0.07697,0,0.01437,0.36364,0.04567,0.50308,0.04034,44.8705604576171,24,66,0.99,0.06,0.05,0.3
0.35,0.6,13,13,-2,5,21,21,3,4,16,0.06238,0.11937,0.17622,0.08757,0.85512,0.08296,0.07862,0.01219,0,0.07862,0,0.01219,0.32232,0.04541,0.53667,0.04973,45.4599376721757,26,68,0.99,0.06,0.05,0.3
0.4,0.65,13,13,-4,6,21,21,3,4,18,0.05566,0.11099,0.17413,0.08008,0.85024,0.08819,0.0774,0.01449,0,0.0774,0,0.01449,0.29083,0.04594,0.57611,0.04708,43.803320693755,26,68,0.99,0.06,0.05,0.3
0.45,0.7,10,10,-4,5,27,27,3,4,21,0.06255,0.12081,0.18118,0.08796,0.87408,0.06962,0.0835,0.00841,0,0.0835,0,0.00841,0.34844,0.04596,0.50551,0.04788,46.7023196435494,20,74,0.99,0.06,0.05,0.3
0.5,0.75,9,9,-4,5,25,25,3,4,21,0.06634,0.11862,0.16859,0.09078,0.85986,0.08389,0.07455,0.0071,0,0.07455,0,0.0071,0.35863,0.04082,0.50048,0.04916,42.9759674072265,18,68,0.99,0.06,0.05,0.3
0.55,0.8,10,10,-2,6,22,22,3,4,22,0.05196,0.09958,0.15068,0.07403,0.85245,0.08778,0.08641,0.01275,0,0.08641,0,0.01275,0.33823,0.04958,0.52339,0.04701,40.9707439940826,20,64,0.99,0.06,0.05,0.3
0.6,0.85,9,9,-2,6,21,21,3,4,22,0.05469,0.09745,0.1361,0.0754,0.85221,0.0964,0.0721,0.00729,0,0.0721,0,0.00729,0.3365,0.0397,0.53671,0.04409,37.4582124270752,18,60,0.99,0.06,0.05,0.3
0.65,0.9,8,8,-2,6,19,19,2,3,21,0.06907,0.12228,0.176,0.0952,0.89231,0.06076,0.08156,0.0041,0,0.08156,0,0.0041,0.26894,0.04283,0.58043,0.04283,31.9436899153371,16,54,0.99,0.06,0.05,0.3
0.7,0.95,6,6,-2,5,16,16,2,3,19,0.04383,0.08246,0.12726,0.06337,0.86915,0.09087,0.08576,0.00721,0,0.08576,0,0.00721,0.29059,0.04648,0.57982,0.03277,25.4456,12,44,0.99,0.06,0.05,0.3
