
TDR_alpha20_1s_2by2_alphamax30_eta99_gam2_ic20_confidence30.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,45,45,2,4,0.13147,0.28701,0.28701,0.17275,0.84082,0.13972,0.09603,0.01946,0.7725,0.05774,90,0.99,0.02,0.2,0.3
0.1,0.2,57,57,3,7,0.17308,0.25238,0.25238,0.19991,0.79708,0.19762,0.04245,0.00529,0.78447,0.02387,114,0.99,0.02,0.2,0.3
0.15,0.25,77,77,4,14,0.14543,0.23415,0.23415,0.17506,0.7924,0.19648,0.06859,0.01111,0.78597,0.03985,154,0.99,0.02,0.2,0.3
0.2,0.3,82,82,4,19,0.16355,0.25505,0.25505,0.19607,0.78904,0.19644,0.08328,0.01451,0.75316,0.04889,164,0.99,0.02,0.2,0.3
0.25,0.35,99,99,5,28,0.14917,0.23466,0.23466,0.17938,0.78695,0.19953,0.08074,0.01351,0.77008,0.04712,198,0.99,0.02,0.2,0.3
0.3,0.4,102,102,5,34,0.15682,0.24463,0.24463,0.18863,0.7844,0.19988,0.08897,0.01571,0.75419,0.05234,204,0.99,0.02,0.2,0.3
0.35,0.45,107,107,5,41,0.1632,0.25398,0.25398,0.19642,0.79127,0.19209,0.09627,0.01662,0.74052,0.05645,214,0.99,0.02,0.2,0.3
0.4,0.5,106,106,5,46,0.16537,0.25505,0.25505,0.19884,0.78345,0.1985,0.09871,0.01804,0.7359,0.05837,212,0.99,0.02,0.2,0.3
0.45,0.55,120,120,6,58,0.15098,0.23013,0.23013,0.18057,0.78708,0.19935,0.08677,0.01356,0.76223,0.05016,240,0.99,0.02,0.2,0.3
0.5,0.6,112,112,5,60,0.16269,0.25869,0.25869,0.1978,0.79783,0.18278,0.11115,0.01937,0.72613,0.06526,224,0.99,0.02,0.2,0.3
0.55,0.65,106,106,5,62,0.165,0.25151,0.25151,0.19807,0.78772,0.19482,0.10225,0.01744,0.73273,0.05985,212,0.99,0.02,0.2,0.3
0.6,0.7,102,102,5,65,0.15655,0.24137,0.24137,0.1889,0.78177,0.19988,0.10354,0.01834,0.73989,0.06094,204,0.99,0.02,0.2,0.3
0.65,0.75,99,99,5,68,0.15333,0.23137,0.23137,0.18381,0.78497,0.19953,0.09792,0.01548,0.74873,0.0567,198,0.99,0.02,0.2,0.3
0.7,0.8,95,95,5,70,0.14676,0.21615,0.21615,0.17476,0.78836,0.19924,0.09126,0.01239,0.76197,0.05183,190,0.99,0.02,0.2,0.3
0.05,0.2,25,25,2,3,0.09021,0.21589,0.24968,0.12662,0.82149,0.15886,0.06394,0.01965,0.84585,0.0418,50,0.99,0.02,0.2,0.3
0.1,0.25,32,32,2,5,0.1497,0.26875,0.2981,0.19236,0.84809,0.13248,0.11277,0.01943,0.73753,0.0661,64,0.99,0.02,0.2,0.3
