
TDR_alpha10_1s_2by2_alphamax30_eta99_gam11_ic20_confidence30.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,58,58,2,6,0.06056,0.28234,0.28234,0.09641,0.85474,0.08524,0.19598,0.06001,0.74346,0.12799,116,0.99,0.11,0.2,0.3
0.1,0.2,89,89,2,14,0.05447,0.29774,0.29774,0.08904,0.85716,0.05736,0.29858,0.08547,0.64695,0.19203,178,0.99,0.11,0.2,0.3
0.15,0.25,116,116,3,24,0.05502,0.27406,0.27406,0.08806,0.85834,0.06581,0.26747,0.07584,0.67751,0.17166,232,0.99,0.11,0.2,0.3
0.2,0.3,135,135,3,35,0.05223,0.27619,0.27619,0.08465,0.85092,0.05978,0.29945,0.08929,0.64831,0.19437,270,0.99,0.11,0.2,0.3
0.25,0.35,146,146,3,45,0.06027,0.28636,0.28636,0.09564,0.85338,0.06014,0.3074,0.08647,0.63232,0.19693,292,0.99,0.11,0.2,0.3
0.7,0.8,134,134,4,102,0.06225,0.24137,0.24137,0.0949,0.85096,0.07982,0.25812,0.06921,0.67961,0.16367,268,0.99,0.11,0.2,0.3
0.05,0.2,36,36,2,5,0.02965,0.1878,0.25397,0.05379,0.85403,0.07276,0.17067,0.07322,0.79968,0.12194,72,0.99,0.11,0.2,0.3
0.1,0.25,48,48,2,9,0.04283,0.20445,0.27948,0.07261,0.86337,0.0579,0.26003,0.07872,0.69714,0.16938,96,0.99,0.11,0.2,0.3
0.15,0.3,55,55,2,13,0.05562,0.21697,0.29288,0.09021,0.86277,0.05828,0.28801,0.07895,0.65637,0.18348,110,0.99,0.11,0.2,0.3
0.2,0.35,63,63,3,18,0.0576,0.19596,0.25677,0.09032,0.85375,0.07983,0.23079,0.06642,0.71161,0.14861,126,0.99,0.11,0.2,0.3
0.25,0.4,71,71,3,24,0.05457,0.19433,0.2617,0.08677,0.85589,0.06983,0.25927,0.07427,0.68616,0.16677,142,0.99,0.11,0.2,0.3
0.3,0.45,75,75,3,29,0.06056,0.20226,0.2698,0.0948,0.86104,0.06804,0.26738,0.07091,0.67205,0.16914,150,0.99,0.11,0.2,0.3
0.35,0.5,78,78,4,34,0.06122,0.18455,0.23807,0.09324,0.85067,0.08992,0.2172,0.05939,0.72157,0.13829,156,0.99,0.11,0.2,0.3
0.4,0.55,80,80,4,39,0.05994,0.18256,0.23786,0.09172,0.85037,0.08717,0.22619,0.06245,0.71385,0.14432,160,0.99,0.11,0.2,0.3
0.45,0.6,80,80,4,43,0.06186,0.18332,0.23786,0.09402,0.85224,0.08717,0.22724,0.06058,0.71089,0.14391,160,0.99,0.11,0.2,0.3
0.5,0.65,76,76,3,45,0.06094,0.19226,0.26052,0.09485,0.85074,0.07026,0.28166,0.07899,0.65739,0.18033,152,0.99,0.11,0.2,0.3
0.55,0.7,75,75,3,48,0.06477,0.19696,0.26312,0.09953,0.86363,0.06804,0.27608,0.06832,0.65914,0.1722,150,0.99,0.11,0.2,0.3
0.6,0.75,72,72,3,50,0.05674,0.18152,0.24835,0.08861,0.85791,0.06763,0.27863,0.07445,0.66462,0.17654,144,0.99,0.11,0.2,0.3
0.65,0.8,66,66,3,49,0.06305,0.18514,0.24558,0.09607,0.86754,0.07179,0.26107,0.06067,0.67587,0.16087,132,0.99,0.11,0.2,0.3
0.7,0.85,55,55,2,44,0.06136,0.1877,0.26149,0.09553,0.86164,0.05828,0.31607,0.08007,0.62256,0.19807,110,0.99,0.11,0.2,0.3
0.05,0.25,18,18,1,3,0.05528,0.21396,0.33976,0.0954,0.85214,0.06029,0.2797,0.08757,0.66503,0.18363,36,0.99,0.11,0.2,0.3
0.1,0.3,28,28,2,6,0.04895,0.16585,0.26637,0.08059,0.86014,0.07714,0.19891,0.06271,0.75214,0.13081,56,0.99,0.11,0.2,0.3
0.15,0.35,34,34,2,9,0.05321,0.16964,0.28062,0.0865,0.86854,0.06341,0.25054,0.06804,0.69625,0.15929,68,0.99,0.11,0.2,0.3
0.2,0.4,38,38,2,12,0.05692,0.17137,0.28681,0.0915,0.86932,0.05926,0.276,0.07141,0.66707,0.17371,76,0.99,0.11,0.2,0.3
0.25,0.45,43,43,2,16,0.04792,0.15495,0.28014,0.07917,0.86464,0.05106,0.30621,0.08429,0.64586,0.19525,86,0.99,0.11,0.2,0.3
0.3,0.5,43,43,3,18,0.0569,0.1505,0.241,0.08843,0.85066,0.08579,0.22113,0.06355,0.72197,0.14234,86,0.99,0.11,0.2,0.3
0.35,0.55,47,47,3,22,0.05552,0.15087,0.24717,0.08689,0.86542,0.07294,0.23886,0.06164,0.70561,0.15025,94,0.99,0.11,0.2,0.3
0.4,0.6,44,44,2,23,0.0617,0.16565,0.28422,0.09743,0.86248,0.05705,0.31042,0.08046,0.62787,0.19544,88,0.99,0.11,0.2,0.3
0.45,0.65,47,47,3,27,0.05203,0.14063,0.23761,0.08198,0.8583,0.07294,0.2502,0.06875,0.69777,0.15947,94,0.99,0.11,0.2,0.3
0.5,0.7,47,47,3,29,0.06233,0.15535,0.24681,0.09504,0.88002,0.06969,0.24081,0.05028,0.69685,0.14555,94,0.99,0.11,0.2,0.3
0.55,0.75,43,43,3,29,0.05803,0.1425,0.22932,0.08883,0.86252,0.07979,0.23603,0.05769,0.70593,0.14686,86,0.99,0.11,0.2,0.3
0.6,0.8,38,38,2,28,0.05278,0.13871,0.24945,0.08403,0.85391,0.05926,0.31001,0.08683,0.6372,0.19842,76,0.99,0.11,0.2,0.3
0.65,0.85,36,36,3,28,0.05978,0.1335,0.20261,0.08884,0.86183,0.09403,0.20858,0.04414,0.73164,0.12636,72,0.99,0.11,0.2,0.3
0.7,0.9,31,31,2,26,0.05625,0.13598,0.23208,0.08704,0.88293,0.06036,0.28243,0.05672,0.66132,0.16957,62,0.99,0.11,0.2,0.3
0.05,0.3,15,15,1,3,0.03506,0.15789,0.33218,0.06615,0.86569,0.04427,0.28117,0.09005,0.68377,0.18561,30,0.99,0.11,0.2,0.3
0.1,0.35,20,20,2,5,0.03852,0.12502,0.24696,0.066,0.85499,0.08119,0.16992,0.06382,0.79155,0.11687,40,0.99,0.11,0.2,0.3
0.15,0.4,23,23,2,7,0.04205,0.1243,0.25518,0.07084,0.85222,0.07205,0.22328,0.07573,0.73467,0.14951,46,0.99,0.11,0.2,0.3
0.2,0.45,23,23,2,8,0.06294,0.14781,0.26796,0.09849,0.85146,0.08322,0.22598,0.06532,0.71109,0.14565,46,0.99,0.11,0.2,0.3
0.25,0.5,27,27,2,11,0.04839,0.12666,0.26304,0.07936,0.85348,0.06452,0.26982,0.082,0.68179,0.17591,54,0.99,0.11,0.2,0.3
0.3,0.55,31,31,3,14,0.04578,0.11363,0.21859,0.07285,0.86082,0.08279,0.19818,0.05639,0.75604,0.12729,62,0.99,0.11,0.2,0.3
0.35,0.6,30,30,3,15,0.05462,0.1221,0.2198,0.084,0.85613,0.09203,0.19465,0.05183,0.75073,0.12324,60,0.99,0.11,0.2,0.3
0.4,0.65,29,29,2,16,0.06405,0.14377,0.27568,0.09974,0.87521,0.06065,0.27988,0.06414,0.65606,0.17201,58,0.99,0.11,0.2,0.3
0.45,0.7,28,28,2,17,0.06278,0.1382,0.26704,0.09771,0.86872,0.06357,0.2809,0.06771,0.65632,0.17431,56,0.99,0.11,0.2,0.3
0.5,0.75,27,27,2,18,0.05551,0.12414,0.25109,0.08768,0.85888,0.06452,0.28624,0.0766,0.65825,0.18142,54,0.99,0.11,0.2,0.3
0.55,0.8,28,28,3,20,0.04834,0.1041,0.19204,0.07436,0.8574,0.09197,0.20276,0.05062,0.74889,0.12669,56,0.99,0.11,0.2,0.3
0.6,0.85,22,22,2,17,0.06345,0.12619,0.23299,0.09645,0.85771,0.07982,0.25889,0.06247,0.67766,0.16068,44,0.99,0.11,0.2,0.3
0.65,0.9,22,22,2,18,0.06249,0.1253,0.22955,0.0945,0.89663,0.06404,0.25523,0.03933,0.68227,0.14728,44,0.99,0.11,0.2,0.3
0.7,0.95,17,17,2,15,0.0643,0.11625,0.19295,0.09411,0.88093,0.0904,0.22263,0.02867,0.71307,0.12565,34,0.99,0.11,0.2,0.3
