
TDR_alpha10_1s_3by2_alphamax30_eta99_gam18_ic15_confidence30.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,58,58,-7,2,6,0.06056,0.28234,0.28234,0.56329,0.85474,0.05507,0.20451,0.09018,0.00853,0.19598,0.03017,0.06001,0.73493,0.14735,116,0.99,0.18,0.15,0.3
0.1,0.2,93,93,-10,4,14,0.06044,0.21693,0.21693,0.48692,0.85045,0.05329,0.15294,0.09625,0.01844,0.13449,0.06037,0.03588,0.78662,0.1246,186,0.99,0.18,0.15,0.3
0.05,0.2,31,31,-6,2,4,0.05624,0.21081,0.25939,0.58853,0.85363,0.06381,0.13614,0.08256,0.01088,0.12526,0.03937,0.04319,0.80761,0.10935,62,0.99,0.18,0.15,0.3
0.1,0.25,46,46,-8,3,8,0.06445,0.19057,0.22977,0.52945,0.86111,0.05067,0.14503,0.08822,0.01952,0.1255,0.05715,0.03108,0.79052,0.11663,92,0.99,0.18,0.15,0.3
0.15,0.3,56,56,-9,3,13,0.05797,0.19487,0.24857,0.49798,0.85893,0.04839,0.20538,0.09268,0.01025,0.19513,0.03861,0.05407,0.73664,0.14903,112,0.99,0.18,0.15,0.3
0.2,0.35,67,67,-11,4,19,0.05239,0.17103,0.21783,0.4855,0.85084,0.05089,0.18352,0.09827,0.01154,0.17198,0.04842,0.04985,0.76409,0.14089,134,0.99,0.18,0.15,0.3
0.25,0.4,73,73,-12,4,24,0.06584,0.1908,0.23708,0.47397,0.866,0.04268,0.20058,0.09131,0.01488,0.1857,0.0487,0.04261,0.73357,0.14595,146,0.99,0.18,0.15,0.3
0.3,0.45,79,79,-13,5,30,0.06121,0.16803,0.20584,0.48398,0.85119,0.04706,0.17407,0.10174,0.01806,0.15601,0.06391,0.03783,0.76471,0.1379,158,0.99,0.18,0.15,0.3
0.35,0.5,83,83,-13,5,36,0.05651,0.16568,0.20846,0.46146,0.85019,0.04757,0.18934,0.10223,0.01387,0.17547,0.05607,0.04616,0.75414,0.14578,166,0.99,0.18,0.15,0.3
0.4,0.55,83,83,-13,5,40,0.06322,0.17163,0.21223,0.46593,0.8519,0.04563,0.19141,0.10245,0.01667,0.17474,0.06038,0.04207,0.74535,0.14693,166,0.99,0.18,0.15,0.3
