
TDR_alpha10_1s_3by2_alphamax30_eta99_gam10_ic15_confidence30.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,58,58,-7,2,6,0.06056,0.28234,0.28234,0.56329,0.85474,0.05507,0.20451,0.09018,0.00853,0.19598,0.03017,0.06001,0.73493,0.14735,116,0.99,0.1,0.15,0.3
0.1,0.2,93,93,-10,4,14,0.06044,0.21693,0.21693,0.48692,0.85045,0.05329,0.15294,0.09625,0.01844,0.13449,0.06037,0.03588,0.78662,0.1246,186,0.99,0.1,0.15,0.3
0.05,0.2,31,31,-6,2,4,0.05624,0.21081,0.25939,0.58853,0.85363,0.06381,0.13614,0.08256,0.01088,0.12526,0.03937,0.04319,0.80761,0.10935,62,0.99,0.1,0.15,0.3
0.1,0.25,46,46,-8,3,8,0.06445,0.19057,0.22977,0.52945,0.86111,0.05067,0.14503,0.08822,0.01952,0.1255,0.05715,0.03108,0.79052,0.11663,92,0.99,0.1,0.15,0.3
0.15,0.3,56,56,-9,3,13,0.05797,0.19487,0.24857,0.49798,0.85893,0.04839,0.20538,0.09268,0.01025,0.19513,0.03861,0.05407,0.73664,0.14903,112,0.99,0.1,0.15,0.3
0.2,0.35,67,67,-11,4,19,0.05239,0.17103,0.21783,0.4855,0.85084,0.05089,0.18352,0.09827,0.01154,0.17198,0.04842,0.04985,0.76409,0.14089,134,0.99,0.1,0.15,0.3
0.25,0.4,73,73,-12,4,24,0.06584,0.1908,0.23708,0.47397,0.866,0.04268,0.20058,0.09131,0.01488,0.1857,0.0487,0.04261,0.73357,0.14595,146,0.99,0.1,0.15,0.3
0.3,0.45,82,82,-13,5,31,0.06182,0.1722,0.21064,0.48007,0.86326,0.0419,0.17741,0.09483,0.01773,0.15967,0.0598,0.03503,0.76076,0.13612,164,0.99,0.1,0.15,0.3
0.35,0.5,84,84,-13,5,36,0.06488,0.17607,0.21544,0.47222,0.86281,0.04142,0.18636,0.09576,0.01793,0.16843,0.05936,0.0364,0.74875,0.14106,168,0.99,0.1,0.15,0.3
0.4,0.55,85,85,-13,5,41,0.06081,0.17117,0.21344,0.45912,0.85671,0.04386,0.19489,0.09943,0.01512,0.17977,0.05648,0.04294,0.74429,0.14716,170,0.99,0.1,0.15,0.3
0.45,0.6,85,85,-13,5,45,0.06816,0.17775,0.21687,0.46696,0.86339,0.03967,0.19445,0.09692,0.01864,0.17581,0.06066,0.03626,0.73738,0.14569,170,0.99,0.1,0.15,0.3
0.5,0.65,86,86,-13,5,50,0.06389,0.17304,0.21359,0.45963,0.86714,0.03786,0.19883,0.09499,0.01639,0.18244,0.05745,0.03754,0.73727,0.14691,172,0.99,0.1,0.15,0.3
0.55,0.7,84,84,-13,5,53,0.065,0.17082,0.2087,0.46714,0.87035,0.03531,0.19548,0.09432,0.01781,0.17767,0.06065,0.03367,0.7395,0.1449,168,0.99,0.1,0.15,0.3
