
TDR_alpha10_1s_2by2_alphamax30_eta99_gam4_ic25_confidence30.csv
p0,p1,nc,ne,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,70,70,3,7,0.0478,0.22439,0.22439,0.07525,0.87035,0.09655,0.11449,0.0331,0.83771,0.07379,140,0.99,0.04,0.25,0.3
0.1,0.2,99,99,4,15,0.05389,0.22071,0.22071,0.08241,0.86242,0.09827,0.14848,0.0393,0.79763,0.09389,198,0.99,0.04,0.25,0.3
0.15,0.25,126,126,5,25,0.06492,0.22025,0.22025,0.09506,0.87019,0.09897,0.14823,0.03082,0.78683,0.08953,252,0.99,0.04,0.25,0.3
0.05,0.2,41,41,2,5,0.04642,0.22888,0.28504,0.07747,0.91295,0.05167,0.16989,0.03538,0.78368,0.10264,82,0.99,0.04,0.25,0.3
0.1,0.25,57,57,3,10,0.04643,0.19382,0.24531,0.0746,0.90141,0.06299,0.1691,0.0356,0.78447,0.10235,114,0.99,0.04,0.25,0.3
0.15,0.3,63,63,4,14,0.06111,0.17735,0.21305,0.08991,0.87603,0.09811,0.1292,0.02585,0.80969,0.07752,126,0.99,0.04,0.25,0.3
0.2,0.35,76,76,4,21,0.05633,0.18824,0.23591,0.08628,0.89146,0.07283,0.18218,0.0357,0.76148,0.10894,152,0.99,0.04,0.25,0.3
0.25,0.4,80,80,4,26,0.06643,0.20048,0.24836,0.0994,0.89138,0.07333,0.19478,0.03528,0.73878,0.11503,160,0.99,0.04,0.25,0.3
0.3,0.45,87,87,5,33,0.05566,0.17126,0.21399,0.08395,0.87473,0.088,0.17255,0.03725,0.77178,0.1049,174,0.99,0.04,0.25,0.3
0.35,0.5,86,86,5,37,0.06023,0.17333,0.21536,0.08965,0.86531,0.09531,0.17569,0.03937,0.76406,0.10753,172,0.99,0.04,0.25,0.3
0.4,0.55,88,88,5,42,0.06787,0.18213,0.22214,0.09898,0.87382,0.09243,0.17649,0.03374,0.75562,0.10511,176,0.99,0.04,0.25,0.3
0.45,0.6,95,95,6,50,0.06155,0.16176,0.19359,0.08887,0.87451,0.0996,0.14974,0.02588,0.7887,0.08781,190,0.99,0.04,0.25,0.3
0.5,0.65,86,86,5,50,0.06389,0.17304,0.21359,0.09383,0.86714,0.09531,0.18244,0.03754,0.75366,0.10999,172,0.99,0.04,0.25,0.3
0.55,0.7,84,84,5,53,0.065,0.17082,0.2087,0.09461,0.87035,0.09597,0.17767,0.03367,0.75731,0.10567,168,0.99,0.04,0.25,0.3
0.6,0.75,79,79,4,54,0.06622,0.18586,0.2348,0.09842,0.88448,0.07566,0.21871,0.03984,0.71506,0.12928,158,0.99,0.04,0.25,0.3
0.65,0.8,75,75,4,55,0.06563,0.18002,0.2246,0.09677,0.89136,0.07536,0.20889,0.03327,0.72546,0.12108,150,0.99,0.04,0.25,0.3
0.7,0.85,65,65,4,51,0.06665,0.16658,0.20154,0.09598,0.88149,0.09071,0.18471,0.02779,0.74863,0.10625,130,0.99,0.04,0.25,0.3
0.05,0.25,26,26,2,4,0.03427,0.16483,0.25874,0.06038,0.89765,0.06306,0.12486,0.03929,0.84087,0.08208,52,0.99,0.04,0.25,0.3
0.1,0.3,34,34,3,7,0.03875,0.13515,0.20803,0.06285,0.87885,0.08788,0.11412,0.03326,0.84714,0.07369,68,0.99,0.04,0.25,0.3
0.15,0.35,43,43,4,11,0.03716,0.11775,0.17871,0.05862,0.8763,0.09568,0.10675,0.02802,0.85608,0.06738,86,0.99,0.04,0.25,0.3
0.2,0.4,43,43,3,13,0.06125,0.16741,0.25045,0.09359,0.89279,0.07104,0.18819,0.03617,0.75056,0.11218,86,0.99,0.04,0.25,0.3
0.25,0.45,48,48,4,17,0.055,0.14194,0.20727,0.0826,0.87774,0.09143,0.14931,0.03083,0.79569,0.09007,96,0.99,0.04,0.25,0.3
0.3,0.5,49,49,4,20,0.05574,0.14159,0.21034,0.08394,0.87068,0.09286,0.16428,0.03645,0.77997,0.10037,98,0.99,0.04,0.25,0.3
0.35,0.55,50,50,4,23,0.05708,0.14233,0.21269,0.08581,0.86957,0.09182,0.17442,0.03861,0.7685,0.10651,100,0.99,0.04,0.25,0.3
0.4,0.6,55,55,4,28,0.05471,0.14402,0.22107,0.08338,0.89116,0.073,0.1932,0.03583,0.75208,0.11452,110,0.99,0.04,0.25,0.3
