
TDR_alpha10_1s_3by2_alphaonly_eta99_gam10_ic20_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,58,58,-7,2,6,0.06056,0.28234,0.28234,0.56799,0.85474,0.05507,0.20451,0.09018,0.00853,0.19598,0.03017,0.06001,0.73493,0.14735,116,0.99,0.1,0.2,0.9
0.1,0.2,79,79,-9,2,12,0.08306,0.31302,0.31302,0.54304,0.86108,0.04502,0.2717,0.09389,0.01039,0.26131,0.0288,0.06509,0.64524,0.1828,158,0.99,0.1,0.2,0.9
0.15,0.25,94,94,-11,2,19,0.09379,0.32429,0.32429,0.52914,0.85637,0.04415,0.29652,0.09947,0.011,0.28552,0.02875,0.07072,0.60969,0.19799,188,0.99,0.1,0.2,0.9
0.05,0.2,31,31,-6,2,4,0.05624,0.21081,0.25939,0.59033,0.85363,0.06381,0.13614,0.08256,0.01088,0.12526,0.03937,0.04319,0.80761,0.10935,62,0.99,0.1,0.2,0.9
0.1,0.25,43,43,-7,2,8,0.05472,0.21329,0.27995,0.55413,0.85145,0.04967,0.24374,0.09888,0.00595,0.23779,0.02485,0.07402,0.70155,0.17131,86,0.99,0.1,0.2,0.9
0.15,0.3,44,44,-8,2,10,0.09727,0.24974,0.30485,0.54834,0.85034,0.05191,0.24515,0.09774,0.01631,0.22884,0.04042,0.05732,0.65758,0.17145,88,0.99,0.1,0.2,0.9
0.2,0.35,54,54,-10,2,15,0.0941,0.25352,0.31616,0.54042,0.86485,0.04228,0.27735,0.09287,0.01271,0.26463,0.03231,0.06055,0.62855,0.18511,108,0.99,0.1,0.2,0.9
0.25,0.4,61,61,-11,3,20,0.08856,0.22358,0.27381,0.53292,0.8528,0.04835,0.22976,0.09884,0.01795,0.21181,0.04826,0.05057,0.68168,0.1643,122,0.99,0.1,0.2,0.9
0.3,0.45,66,66,-11,3,25,0.08875,0.22647,0.28003,0.53259,0.85734,0.04519,0.24484,0.09746,0.01621,0.22863,0.0442,0.05326,0.6664,0.17115,132,0.99,0.1,0.2,0.9
0.35,0.5,68,68,-12,3,29,0.09806,0.23555,0.28744,0.53126,0.86269,0.04232,0.24734,0.09497,0.01885,0.22849,0.04639,0.04858,0.65459,0.17116,136,0.99,0.1,0.2,0.9
