
TDR_alpha20_1s_3by2_alphaonly_eta99_gam15_ic25_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,27,27,-5,1,3,0.13287,0.33953,0.33953,0.59106,0.7513,0.11032,0.25421,0.13839,0.01762,0.23659,0.04125,0.09714,0.61292,0.1963,54,0.99,0.15,0.25,0.9
0.1,0.2,38,38,-7,1,6,0.15358,0.35071,0.35071,0.56113,0.75563,0.09647,0.29061,0.1479,0.02116,0.26944,0.04399,0.10391,0.55581,0.21925,76,0.99,0.15,0.25,0.9
0.15,0.25,44,44,-8,1,9,0.17817,0.36179,0.36179,0.54834,0.75472,0.09538,0.28979,0.14989,0.02768,0.26211,0.05124,0.09866,0.53204,0.21984,88,0.99,0.15,0.25,0.9
0.2,0.3,52,52,-9,1,13,0.19565,0.37486,0.37486,0.53926,0.77019,0.08652,0.28808,0.14328,0.03265,0.25543,0.05508,0.0882,0.51627,0.21568,104,0.99,0.15,0.25,0.9
0.25,0.35,60,60,-10,1,18,0.19383,0.37596,0.37596,0.53157,0.77504,0.08224,0.29502,0.14271,0.03088,0.26414,0.05283,0.08989,0.51114,0.21887,120,0.99,0.15,0.25,0.9
0.3,0.4,66,66,-11,1,23,0.19936,0.38082,0.38082,0.53259,0.78271,0.07789,0.29504,0.13939,0.03225,0.26279,0.05361,0.08578,0.50559,0.21722,132,0.99,0.15,0.25,0.9
0.35,0.45,70,70,-12,1,28,0.19446,0.3774,0.3774,0.52967,0.77977,0.07806,0.30032,0.14216,0.03007,0.27024,0.05183,0.09033,0.50522,0.22124,140,0.99,0.15,0.25,0.9
0.4,0.5,73,73,-12,1,33,0.1871,0.37216,0.37216,0.52743,0.77595,0.07846,0.30657,0.14558,0.02732,0.27925,0.04943,0.09615,0.50632,0.22608,146,0.99,0.15,0.25,0.9
0.45,0.55,80,80,-13,2,40,0.17756,0.3397,0.3397,0.52515,0.77479,0.0816,0.26614,0.14359,0.03787,0.22828,0.06924,0.07435,0.55629,0.20487,160,0.99,0.15,0.25,0.9
0.5,0.6,73,73,-12,2,40,0.19371,0.34197,0.34197,0.52933,0.76669,0.08495,0.25597,0.14835,0.04767,0.2083,0.08108,0.06727,0.55032,0.20216,146,0.99,0.15,0.25,0.9
0.55,0.65,68,68,-12,1,41,0.19518,0.37167,0.37167,0.53124,0.77267,0.07959,0.30089,0.14773,0.0304,0.2705,0.05428,0.09344,0.50392,0.22431,136,0.99,0.15,0.25,0.9
0.6,0.7,68,68,-12,2,44,0.19971,0.34005,0.34005,0.53379,0.77172,0.08007,0.25064,0.1482,0.05387,0.19677,0.0888,0.0594,0.54964,0.19942,136,0.99,0.15,0.25,0.9
0.65,0.75,61,61,-11,1,43,0.19335,0.36766,0.36766,0.53777,0.77651,0.07688,0.29943,0.1466,0.03058,0.26885,0.05585,0.09074,0.50722,0.22301,122,0.99,0.15,0.25,0.9
0.7,0.8,57,57,-10,1,43,0.19646,0.36982,0.36982,0.5429,0.78973,0.07049,0.29525,0.13977,0.03243,0.26283,0.05796,0.08181,0.50828,0.21751,114,0.99,0.15,0.25,0.9
0.05,0.2,14,14,-4,1,2,0.13338,0.28891,0.33634,0.98628,0.75555,0.12285,0.19484,0.1216,0.0196,0.17524,0.04653,0.07507,0.67178,0.15822,28,0.99,0.15,0.25,0.9
