
TDR_alpha10_2s_3by2_alphamax30_eta99_gam8_ic25_confidence30.csv
p0,p1,nc1,ne1,a1,m1,nc2,ne2,b1,b2,m2,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,es0,es1,En,N1,N2,etamax,gammax,expicmax,ci
0.05,0.15,30,30,-4,2,30,30,-7,2,6,0.06302,0.28086,0.28086,0.09858,0.85255,0.03199,0.13829,0.06696,0.00962,0.12867,0.02889,0.03807,0.24421,0.10263,0.55447,0.04848,86.7319385330219,60,120,0.99,0.08,0.25,0.3
0.1,0.2,44,44,-4,5,46,46,-12,1,14,0.0569,0.33289,0.33289,0.09366,0.85749,0.01668,0.23261,0.07862,0.00225,0.23036,0.00821,0.07041,0.15666,0.15561,0.55382,0.04721,129.048317036053,88,180,0.99,0.08,0.25,0.3
0.15,0.25,50,50,-5,8,62,62,-16,2,23,0.06072,0.30131,0.30131,0.09685,0.85022,0.02274,0.20733,0.07856,0.00427,0.20306,0.01528,0.06328,0.20648,0.14294,0.52547,0.04847,158.842074821991,100,224,0.99,0.08,0.25,0.3
0.2,0.3,53,53,-7,11,80,80,-19,2,34,0.06107,0.30508,0.30508,0.09735,0.85055,0.02127,0.21968,0.07856,0.00399,0.21569,0.0143,0.06426,0.21653,0.14912,0.50271,0.0496,185.566706890291,106,266,0.99,0.08,0.25,0.3
0.25,0.35,62,62,-7,16,88,88,-4,2,46,0.05961,0.30407,0.30407,0.0954,0.85052,0.02137,0.22364,0.07946,0.00305,0.22059,0.01165,0.06781,0.2023,0.15155,0.51443,0.04863,209.459631782863,124,300,0.99,0.08,0.25,0.3
0.65,0.75,56,56,-8,37,93,93,-1,0,106,0.06071,0.32477,0.32477,0.09785,0.85219,0.01885,0.26991,0.07963,0,0.26991,0,0.07963,0.16225,0.17477,0.50712,0.04932,203.676603678587,112,298,0.99,0.08,0.25,0.3
0.7,0.8,52,52,-5,37,82,82,-4,2,102,0.06199,0.28302,0.28302,0.09722,0.85083,0.02003,0.22027,0.07983,0.00349,0.21678,0.0142,0.06563,0.20236,0.15005,0.51537,0.04929,183.479999751361,104,268,0.99,0.08,0.25,0.3
0.05,0.2,22,22,-3,2,8,8,-5,1,4,0.05567,0.26167,0.34285,0.09453,0.85759,0.02006,0.16488,0.07384,0.00275,0.16213,0.01073,0.06312,0.08042,0.11936,0.69903,0.04851,48.8155606656671,44,60,0.99,0.08,0.25,0.3
0.1,0.25,23,23,-4,3,21,21,-8,1,8,0.06011,0.25134,0.33999,0.09861,0.86234,0.01739,0.20529,0.07032,0.00293,0.20236,0.00998,0.06035,0.14124,0.1378,0.59336,0.04994,63.0789624572046,46,88,0.99,0.08,0.25,0.3
0.15,0.3,24,24,-3,4,31,31,-1,1,13,0.05405,0.2281,0.31985,0.0893,0.85182,0.02013,0.24563,0.07812,0.00108,0.24456,0.0044,0.07372,0.18004,0.16188,0.52027,0.04992,77.7432191208771,48,110,0.99,0.08,0.25,0.3
0.2,0.35,28,28,-4,6,35,35,-3,2,18,0.0573,0.21235,0.28928,0.09185,0.85137,0.02531,0.20595,0.07968,0.00402,0.20193,0.01575,0.06393,0.22665,0.14282,0.5101,0.04364,90.292994926291,56,126,0.99,0.08,0.25,0.3
0.25,0.4,30,30,-4,8,41,41,-2,1,24,0.0545,0.21962,0.31537,0.08933,0.85319,0.01747,0.24655,0.08,0.00138,0.24517,0.00573,0.07427,0.17286,0.16328,0.52608,0.04934,98.8611092134277,60,142,0.99,0.08,0.25,0.3
0.3,0.45,32,32,-4,10,43,43,-16,2,29,0.05909,0.21064,0.29065,0.09404,0.85299,0.02102,0.21722,0.07946,0.00383,0.21339,0.01465,0.06481,0.21237,0.14834,0.51133,0.04652,106.025674487759,64,150,0.99,0.08,0.25,0.3
0.35,0.5,30,30,-7,11,48,48,-17,2,34,0.06188,0.21382,0.29537,0.09776,0.85303,0.02095,0.21061,0.07624,0.00452,0.2061,0.01648,0.05976,0.21886,0.14343,0.50865,0.04978,107.170047887673,60,156,0.99,0.08,0.25,0.3
0.4,0.55,34,34,-4,14,48,48,-18,2,40,0.05827,0.20668,0.28869,0.0927,0.85733,0.01881,0.22325,0.07774,0.00346,0.21979,0.01352,0.06422,0.20768,0.15049,0.51079,0.04611,114.964072644513,68,164,0.99,0.08,0.25,0.3
0.45,0.6,30,30,-6,14,50,50,-18,2,43,0.06226,0.21002,0.29183,0.098,0.85402,0.02015,0.21377,0.07639,0.00442,0.20935,0.0164,0.05999,0.21872,0.14508,0.50525,0.04943,109.475205213779,60,160,0.99,0.08,0.25,0.3
0.5,0.65,29,29,-6,15,49,49,-18,2,46,0.06071,0.20425,0.28601,0.09579,0.85059,0.02087,0.21541,0.07977,0.00426,0.21115,0.01672,0.06305,0.22148,0.14759,0.50239,0.04875,106.766216149706,58,156,0.99,0.08,0.25,0.3
0.55,0.7,28,28,-6,16,47,47,-18,2,48,0.06219,0.20358,0.28395,0.09749,0.85272,0.02025,0.20822,0.07714,0.00462,0.2036,0.01783,0.05931,0.21538,0.14268,0.51419,0.04989,101.665759914264,56,150,0.99,0.08,0.25,0.3
0.6,0.75,29,29,-4,18,40,40,0,1,48,0.05901,0.20436,0.29818,0.09448,0.85196,0.02567,0.24364,0.0774,0,0.24364,0,0.0774,0.17509,0.16052,0.52226,0.04497,96.2192940257189,58,138,0.99,0.08,0.25,0.3
0.65,0.8,25,25,-5,17,38,38,-4,1,47,0.06123,0.20564,0.29942,0.09736,0.85643,0.01609,0.23092,0.07981,0.0026,0.22832,0.01082,0.06899,0.1728,0.15537,0.53505,0.04767,85.336438471625,50,126,0.99,0.08,0.25,0.3
0.7,0.85,22,22,-3,16,33,33,-1,1,44,0.06013,0.19678,0.28727,0.09534,0.85715,0.02009,0.2396,0.07811,0.0013,0.23831,0.00612,0.07199,0.17865,0.15886,0.52161,0.04465,75.5734592953355,44,110,0.99,0.08,0.25,0.3
0.05,0.25,11,11,-2,1,10,10,-4,2,3,0.06003,0.17389,0.24063,0.09159,0.85611,0.03688,0.07086,0.06199,0.01785,0.05301,0.04714,0.01485,0.29515,0.06642,0.57395,0.04502,30.520939341473,22,42,0.99,0.08,0.25,0.3
0.1,0.3,14,14,-3,2,14,14,-7,1,6,0.04924,0.18689,0.32904,0.08389,0.85942,0.01798,0.21089,0.07375,0.00201,0.20888,0.00842,0.06532,0.1527,0.14232,0.58718,0.04885,39.559068439718,28,56,0.99,0.08,0.25,0.3
0.15,0.35,16,16,-3,3,18,18,-9,2,9,0.04968,0.16032,0.26905,0.08105,0.85042,0.02722,0.16375,0.07406,0.00476,0.15898,0.02026,0.0538,0.21902,0.1189,0.56755,0.04829,47.5680916569364,32,68,0.99,0.08,0.25,0.3
