
TDR_alpha20_1s_3by2_alphamax30_eta99_gam24_ic35_confidence30.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,27,27,-5,1,3,0.13287,0.33953,0.33953,0.58426,0.7513,0.11032,0.25421,0.13839,0.01762,0.23659,0.04125,0.09714,0.61292,0.1963,54,0.99,0.24,0.35,0.3
0.1,0.2,43,43,-7,1,7,0.12095,0.3342,0.3342,0.51615,0.75222,0.08966,0.31909,0.15812,0.01231,0.30677,0.03193,0.12619,0.55996,0.2386,86,0.99,0.24,0.35,0.3
0.15,0.25,54,54,-9,2,11,0.1436,0.3058,0.3058,0.4842,0.75496,0.10006,0.23284,0.14497,0.03419,0.19865,0.07149,0.07348,0.62356,0.18891,108,0.99,0.24,0.35,0.3
0.2,0.3,65,65,-10,1,17,0.12737,0.33779,0.33779,0.46939,0.75871,0.07934,0.34115,0.16194,0.01227,0.32888,0.03101,0.13093,0.53148,0.25154,130,0.99,0.24,0.35,0.3
0.25,0.35,71,71,-11,1,22,0.13789,0.34438,0.34438,0.49143,0.76291,0.07833,0.33769,0.15875,0.01421,0.32347,0.03365,0.1251,0.52442,0.24822,142,0.99,0.24,0.35,0.3
0.3,0.4,78,78,-12,2,28,0.13409,0.31276,0.31276,0.47533,0.75146,0.09212,0.28393,0.15641,0.02142,0.26251,0.05165,0.10476,0.58198,0.22017,156,0.99,0.24,0.35,0.3
0.35,0.45,80,80,-13,1,33,0.13314,0.3359,0.3359,0.46047,0.75149,0.07978,0.34666,0.16872,0.01282,0.33383,0.03222,0.1365,0.52019,0.25769,160,0.99,0.24,0.35,0.3
0.4,0.5,83,83,-13,2,38,0.14386,0.31961,0.31961,0.46593,0.75584,0.08905,0.2859,0.15509,0.02366,0.26224,0.05414,0.10095,0.57023,0.2205,166,0.99,0.24,0.35,0.3
0.45,0.55,88,88,-14,2,45,0.12869,0.30999,0.30999,0.47582,0.75163,0.08751,0.29968,0.16085,0.01823,0.28144,0.04693,0.11392,0.57162,0.23026,176,0.99,0.24,0.35,0.3
0.5,0.6,84,84,-13,2,47,0.14065,0.31561,0.31561,0.46007,0.75465,0.08787,0.29028,0.15747,0.02241,0.26787,0.05326,0.10421,0.56906,0.22387,168,0.99,0.24,0.35,0.3
0.55,0.65,80,80,-13,1,49,0.14132,0.33862,0.33862,0.46197,0.75959,0.07655,0.34162,0.16385,0.01459,0.32703,0.03545,0.12839,0.51706,0.25273,160,0.99,0.24,0.35,0.3
0.6,0.7,80,80,-12,2,53,0.13175,0.30493,0.30493,0.46336,0.75231,0.087,0.29296,0.16068,0.02033,0.27264,0.05232,0.10836,0.57527,0.22682,160,0.99,0.24,0.35,0.3
0.65,0.75,70,70,-11,1,50,0.14269,0.3351,0.3351,0.48438,0.76055,0.07617,0.33734,0.16327,0.01533,0.32201,0.0377,0.12557,0.51996,0.2503,140,0.99,0.24,0.35,0.3
0.7,0.8,67,67,-10,2,51,0.14177,0.30203,0.30203,0.49992,0.76377,0.08244,0.274,0.15379,0.02713,0.24687,0.06542,0.08836,0.58423,0.21389,134,0.99,0.24,0.35,0.3
0.05,0.2,14,14,-4,1,2,0.13338,0.28891,0.33634,0.73787,0.75555,0.12285,0.19484,0.1216,0.0196,0.17524,0.04653,0.07507,0.67178,0.15822,28,0.99,0.24,0.35,0.3
0.1,0.25,21,21,-5,1,4,0.13466,0.2866,0.34277,0.53639,0.7682,0.09367,0.27814,0.13812,0.01729,0.26084,0.04009,0.09803,0.5872,0.20813,42,0.99,0.24,0.35,0.3
0.15,0.3,27,27,-7,2,6,0.15198,0.25507,0.28677,0.50547,0.76143,0.09537,0.18744,0.1432,0.05767,0.12977,0.10276,0.04044,0.66058,0.16532,54,0.99,0.24,0.35,0.3
0.2,0.35,31,31,-7,1,9,0.13538,0.28183,0.34417,0.5027,0.77442,0.0791,0.31662,0.14647,0.01537,0.30124,0.03619,0.11028,0.548,0.23155,62,0.99,0.24,0.35,0.3
0.25,0.4,32,32,-8,1,11,0.13791,0.277,0.33868,0.48562,0.75784,0.08493,0.32025,0.15723,0.01568,0.30457,0.03756,0.11967,0.54183,0.23874,64,0.99,0.24,0.35,0.3
0.3,0.45,38,38,-9,1,15,0.12474,0.26719,0.3342,0.49727,0.76926,0.07461,0.33764,0.15613,0.0122,0.32543,0.03186,0.12427,0.53762,0.24688,76,0.99,0.24,0.35,0.3
0.35,0.5,36,36,-9,1,16,0.1398,0.27545,0.338,0.50515,0.75983,0.08128,0.32667,0.15889,0.01563,0.31104,0.03765,0.12124,0.53352,0.24278,72,0.99,0.24,0.35,0.3
0.4,0.55,37,37,-9,2,18,0.14773,0.2579,0.30138,0.50964,0.75174,0.09482,0.24754,0.15344,0.03424,0.2133,0.0752,0.07824,0.60472,0.20049,74,0.99,0.24,0.35,0.3
0.45,0.6,39,39,-9,2,21,0.14099,0.25376,0.29977,0.49912,0.75902,0.08956,0.25563,0.15141,0.0301,0.22553,0.06964,0.08177,0.60338,0.20352,78,0.99,0.24,0.35,0.3
0.5,0.65,39,39,-9,2,23,0.139,0.25095,0.29721,0.49792,0.76153,0.08716,0.25755,0.15131,0.02938,0.22817,0.06953,0.08177,0.60344,0.20443,78,0.99,0.24,0.35,0.3
0.55,0.7,36,36,-9,2,23,0.14782,0.25327,0.29542,0.51198,0.75752,0.08825,0.24891,0.15422,0.03543,0.21348,0.07982,0.0744,0.60327,0.20157,72,0.99,0.24,0.35,0.3
0.6,0.75,34,34,-8,1,24,0.12561,0.25093,0.31555,0.50286,0.75323,0.07765,0.33788,0.16911,0.0127,0.32518,0.03621,0.1329,0.5365,0.2535,68,0.99,0.24,0.35,0.3
0.65,0.8,31,31,-7,2,23,0.14798,0.24314,0.27984,0.49915,0.7539,0.08575,0.23822,0.16035,0.04138,0.19683,0.09533,0.06502,0.6138,0.19928,62,0.99,0.24,0.35,0.3
0.7,0.85,29,29,-7,2,23,0.14432,0.23503,0.26865,0.51325,0.76344,0.07692,0.23284,0.15964,0.04364,0.18921,0.1033,0.05634,0.62284,0.19624,58,0.99,0.24,0.35,0.3
0.05,0.25,11,11,-4,1,2,0.09285,0.23149,0.32476,0.7773,0.77239,0.10901,0.19635,0.11859,0.00904,0.18731,0.03051,0.08809,0.7108,0.15747,22,0.99,0.24,0.35,0.3
0.1,0.3,16,16,-5,2,3,0.12985,0.2043,0.24571,0.59373,0.76903,0.0858,0.13176,0.14518,0.08089,0.05087,0.1316,0.01357,0.73839,0.13847,32,0.99,0.24,0.35,0.3
0.15,0.35,17,17,-5,2,4,0.15554,0.22559,0.26497,0.56423,0.76254,0.08351,0.16521,0.15395,0.0888,0.07641,0.13462,0.01933,0.67925,0.15958,34,0.99,0.24,0.35,0.3
0.2,0.4,18,18,-6,1,6,0.12006,0.22815,0.32605,0.55102,0.7561,0.08855,0.30957,0.15535,0.01285,0.29671,0.03514,0.12021,0.57037,0.23246,36,0.99,0.24,0.35,0.3
0.25,0.45,20,20,-6,2,7,0.15494,0.23225,0.28267,0.50225,0.76205,0.08943,0.19554,0.14852,0.05926,0.13628,0.10799,0.04053,0.64952,0.17203,40,0.99,0.24,0.35,0.3
0.3,0.5,21,21,-7,1,9,0.13252,0.23725,0.33425,0.51638,0.77035,0.07941,0.31569,0.15024,0.01513,0.30056,0.03799,0.11225,0.55179,0.23296,42,0.99,0.24,0.35,0.3
0.35,0.55,23,23,-7,1,11,0.12859,0.23351,0.33387,0.49644,0.78062,0.07232,0.32391,0.14706,0.0139,0.31001,0.03579,0.11127,0.54749,0.23549,46,0.99,0.24,0.35,0.3
0.4,0.6,23,23,-7,2,12,0.13027,0.21139,0.27669,0.50436,0.75458,0.09333,0.22908,0.1521,0.03337,0.19571,0.08178,0.07032,0.64065,0.19059,46,0.99,0.24,0.35,0.3
0.45,0.65,22,22,-7,1,13,0.12057,0.21654,0.3156,0.53463,0.75614,0.07903,0.3315,0.16482,0.01219,0.31931,0.03541,0.12941,0.54792,0.24816,44,0.99,0.24,0.35,0.3
0.5,0.7,21,21,-7,2,13,0.14596,0.21886,0.27397,0.52331,0.75044,0.08989,0.22171,0.15967,0.04569,0.17602,0.10191,0.05776,0.63232,0.19069,42,0.99,0.24,0.35,0.3
0.55,0.75,21,21,-7,2,14,0.14844,0.22023,0.27285,0.527,0.76435,0.07939,0.22131,0.15626,0.04863,0.17268,0.10574,0.05052,0.63025,0.18878,42,0.99,0.24,0.35,0.3
0.6,0.8,19,19,-6,1,14,0.14404,0.23684,0.32765,0.52848,0.78918,0.06771,0.30918,0.14311,0.01888,0.2903,0.04776,0.09535,0.54678,0.22614,38,0.99,0.24,0.35,0.3
0.65,0.85,17,17,-5,2,13,0.16009,0.21572,0.24876,0.52017,0.75067,0.0675,0.20949,0.18183,0.07475,0.13474,0.15062,0.03121,0.63043,0.19566,34,0.99,0.24,0.35,0.3
0.7,0.9,14,14,-5,1,12,0.14063,0.22177,0.30358,0.56983,0.78186,0.06836,0.29776,0.14978,0.02021,0.27755,0.05978,0.09,0.56161,0.22377,28,0.99,0.24,0.35,0.3
0.05,0.3,9,9,-4,1,2,0.06667,0.18396,0.3151,0.81085,0.78265,0.09791,0.19269,0.11944,0.00454,0.18815,0.02134,0.0981,0.74063,0.15607,18,0.99,0.24,0.35,0.3
0.1,0.35,11,11,-4,1,3,0.0829,0.18369,0.31515,0.57867,0.77465,0.08656,0.27561,0.1388,0.00666,0.26895,0.02522,0.11358,0.64149,0.2072,22,0.99,0.24,0.35,0.3
0.15,0.4,12,12,-5,2,3,0.14856,0.19957,0.24122,0.59806,0.7557,0.07437,0.1572,0.16992,0.11561,0.04159,0.16084,0.00908,0.69424,0.16356,24,0.99,0.24,0.35,0.3
0.2,0.45,11,11,-5,1,4,0.14123,0.22719,0.33327,0.55506,0.7613,0.0958,0.27205,0.1429,0.01991,0.25214,0.04757,0.09533,0.58673,0.20747,22,0.99,0.24,0.35,0.3
