
TDR_alpha10_1s_3by2_alphamax30_eta99_gam18_ic20_confidence30.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,58,58,-7,2,6,0.06056,0.28234,0.28234,0.56329,0.85474,0.05507,0.20451,0.09018,0.00853,0.19598,0.03017,0.06001,0.73493,0.14735,116,0.99,0.18,0.2,0.3
0.1,0.2,90,90,-10,3,14,0.0551,0.25602,0.25602,0.47299,0.85145,0.05098,0.21923,0.09756,0.00826,0.21097,0.03334,0.06423,0.72567,0.15839,180,0.99,0.18,0.2,0.3
0.05,0.2,31,31,-6,2,4,0.05624,0.21081,0.25939,0.58853,0.85363,0.06381,0.13614,0.08256,0.01088,0.12526,0.03937,0.04319,0.80761,0.10935,62,0.99,0.18,0.2,0.3
0.1,0.25,43,43,-7,2,8,0.05472,0.21329,0.27995,0.51615,0.85145,0.04967,0.24374,0.09888,0.00595,0.23779,0.02485,0.07402,0.70155,0.17131,86,0.99,0.18,0.2,0.3
0.15,0.3,55,55,-9,2,13,0.05562,0.21697,0.29288,0.49145,0.86277,0.03878,0.29274,0.09845,0.00473,0.28801,0.0195,0.07895,0.65164,0.19559,110,0.99,0.18,0.2,0.3
0.2,0.35,63,63,-10,3,18,0.0576,0.19596,0.25677,0.49491,0.85375,0.04691,0.2389,0.09934,0.00811,0.23079,0.03292,0.06642,0.70349,0.16912,126,0.99,0.18,0.2,0.3
0.25,0.4,71,71,-12,3,24,0.05457,0.19433,0.2617,0.49143,0.85589,0.04254,0.2655,0.10156,0.00623,0.25927,0.0273,0.07427,0.67993,0.18353,142,0.99,0.18,0.2,0.3
0.3,0.45,75,75,-12,3,29,0.06056,0.20226,0.2698,0.47951,0.86104,0.04011,0.2744,0.09884,0.00703,0.26738,0.02793,0.07091,0.66503,0.18662,150,0.99,0.18,0.2,0.3
0.35,0.5,78,78,-13,4,34,0.06122,0.18455,0.23807,0.47093,0.85067,0.04695,0.22805,0.10237,0.01085,0.2172,0.04298,0.05939,0.71072,0.16521,156,0.99,0.18,0.2,0.3
0.4,0.55,80,80,-13,4,39,0.05994,0.18256,0.23786,0.46025,0.85037,0.04601,0.23616,0.10361,0.00997,0.22619,0.04116,0.06245,0.70388,0.16989,160,0.99,0.18,0.2,0.3
0.45,0.6,80,80,-13,4,43,0.06186,0.18332,0.23786,0.46044,0.85224,0.04475,0.23776,0.103,0.01052,0.22724,0.04242,0.06058,0.70037,0.17038,160,0.99,0.18,0.2,0.3
0.5,0.65,82,82,-13,4,48,0.06416,0.18755,0.24141,0.46053,0.86722,0.03838,0.23939,0.09439,0.01117,0.22822,0.04186,0.05253,0.69643,0.16689,164,0.99,0.18,0.2,0.3
0.55,0.7,75,75,-12,3,48,0.06477,0.19696,0.26312,0.47127,0.86363,0.03701,0.28389,0.09936,0.00781,0.27608,0.03103,0.06832,0.65133,0.19162,150,0.99,0.18,0.2,0.3
