
TDR_alpha20_1s_3by2_alphaonly_eta99_gam16_ic20_confidence90.csv
p0,p1,nc,ne,r,s,m,alpha,alpha1,alpha2,alphamax,power,beta,eta,gam,eta1,eta2,gam1,gam2,nogo,expic,N,etamax,gammax,expicmax,ci
0.05,0.15,27,27,-5,1,3,0.13287,0.33953,0.33953,0.59106,0.7513,0.11032,0.25421,0.13839,0.01762,0.23659,0.04125,0.09714,0.61292,0.1963,54,0.99,0.16,0.2,0.9
0.1,0.2,41,41,-7,2,6,0.16083,0.29466,0.29466,0.55308,0.75103,0.10274,0.18895,0.14623,0.0619,0.12705,0.10471,0.04153,0.65022,0.16759,82,0.99,0.16,0.2,0.9
0.15,0.25,50,50,-8,2,10,0.16216,0.30996,0.30996,0.54466,0.75028,0.10226,0.2209,0.14745,0.04672,0.17418,0.086,0.06145,0.61693,0.18418,100,0.99,0.16,0.2,0.9
0.2,0.3,57,57,-10,2,14,0.18439,0.32886,0.32886,0.53731,0.76322,0.09157,0.23167,0.1452,0.0537,0.17797,0.08824,0.05696,0.58393,0.18844,114,0.99,0.16,0.2,0.9
0.25,0.35,64,64,-11,2,19,0.18385,0.33457,0.33457,0.53038,0.76564,0.08946,0.24365,0.1449,0.0479,0.19575,0.08117,0.06372,0.57249,0.19427,128,0.99,0.16,0.2,0.9
0.3,0.4,69,69,-12,2,24,0.18377,0.33748,0.33748,0.53141,0.76563,0.08857,0.2513,0.14579,0.04484,0.20645,0.07756,0.06823,0.56493,0.19854,138,0.99,0.16,0.2,0.9
0.35,0.45,71,71,-12,2,28,0.19995,0.34674,0.34674,0.53063,0.77218,0.08364,0.24869,0.14417,0.05272,0.19597,0.08372,0.06044,0.55135,0.19643,142,0.99,0.16,0.2,0.9
0.4,0.5,81,81,-13,3,36,0.17884,0.30815,0.30815,0.52651,0.7639,0.08402,0.22649,0.15206,0.06106,0.16543,0.10287,0.04919,0.59467,0.18928,162,0.99,0.16,0.2,0.9
0.45,0.55,77,77,-13,3,38,0.18715,0.30728,0.30728,0.52837,0.75367,0.08673,0.22485,0.15959,0.06918,0.15567,0.1129,0.0467,0.58799,0.19222,154,0.99,0.16,0.2,0.9
0.5,0.6,81,81,-13,3,44,0.18615,0.31014,0.31014,0.52747,0.76797,0.079,0.22757,0.15302,0.06644,0.16112,0.1079,0.04512,0.58627,0.1903,162,0.99,0.16,0.2,0.9
0.55,0.65,76,76,-13,3,45,0.19226,0.30658,0.30658,0.53031,0.76113,0.07901,0.22502,0.15985,0.07544,0.14958,0.11878,0.04107,0.58271,0.19244,152,0.99,0.16,0.2,0.9
0.6,0.7,68,68,-12,2,44,0.19971,0.34005,0.34005,0.53379,0.77172,0.08007,0.25064,0.1482,0.05387,0.19677,0.0888,0.0594,0.54964,0.19942,136,0.99,0.16,0.2,0.9
0.65,0.75,66,66,-11,2,46,0.19841,0.33725,0.33725,0.53655,0.78064,0.07421,0.24889,0.14515,0.05515,0.19375,0.0905,0.05465,0.55269,0.19702,132,0.99,0.16,0.2,0.9
0.7,0.8,67,67,-10,2,50,0.19341,0.33589,0.33589,0.53887,0.80537,0.06098,0.24899,0.13365,0.05377,0.19522,0.08688,0.04676,0.55759,0.19132,134,0.99,0.16,0.2,0.9
0.05,0.2,14,14,-4,1,2,0.13338,0.28891,0.33634,0.98628,0.75555,0.12285,0.19484,0.1216,0.0196,0.17524,0.04653,0.07507,0.67178,0.15822,28,0.99,0.16,0.2,0.9
0.1,0.25,22,22,-5,1,4,0.15005,0.30453,0.35743,0.57357,0.79388,0.08252,0.26981,0.1236,0.02186,0.24795,0.0437,0.0799,0.58013,0.19671,44,0.99,0.16,0.2,0.9
0.15,0.3,22,22,-6,1,5,0.19026,0.3219,0.3672,0.56583,0.77526,0.09067,0.26088,0.13407,0.03587,0.225,0.06017,0.0739,0.54886,0.19747,44,0.99,0.16,0.2,0.9
0.2,0.35,27,27,-7,2,7,0.19426,0.27953,0.30395,0.55564,0.7564,0.08557,0.20197,0.15803,0.09232,0.10966,0.12878,0.02925,0.60377,0.18,54,0.99,0.16,0.2,0.9
0.25,0.4,31,31,-8,2,10,0.1716,0.27269,0.30603,0.55089,0.7571,0.09337,0.21543,0.14953,0.05743,0.158,0.09951,0.05002,0.61296,0.18248,62,0.99,0.16,0.2,0.9
0.3,0.45,32,32,-8,2,12,0.1733,0.27365,0.30806,0.54784,0.75084,0.0959,0.22278,0.15326,0.055,0.16778,0.09785,0.05541,0.60391,0.18802,64,0.99,0.16,0.2,0.9
0.35,0.5,35,35,-9,2,15,0.16515,0.27108,0.30937,0.54308,0.7577,0.0922,0.23407,0.1501,0.04571,0.18836,0.08704,0.06306,0.60077,0.19209,70,0.99,0.16,0.2,0.9
0.4,0.55,36,36,-9,2,17,0.18114,0.28374,0.31897,0.54313,0.77167,0.08204,0.23289,0.14629,0.05483,0.17805,0.09371,0.05257,0.58597,0.18959,72,0.99,0.16,0.2,0.9
0.45,0.6,34,34,-9,2,18,0.17305,0.27242,0.30855,0.54459,0.75018,0.09319,0.23495,0.15662,0.05055,0.1844,0.09478,0.06184,0.59199,0.19579,68,0.99,0.16,0.2,0.9
0.5,0.65,33,33,-8,2,19,0.18399,0.27811,0.31091,0.54729,0.75451,0.08777,0.23153,0.15772,0.05941,0.17212,0.10423,0.05348,0.58447,0.19462,66,0.99,0.16,0.2,0.9
0.55,0.7,34,34,-8,2,21,0.19821,0.28964,0.3189,0.54865,0.77974,0.07037,0.22999,0.14988,0.07075,0.15924,0.10998,0.0399,0.57179,0.18994,68,0.99,0.16,0.2,0.9
0.6,0.75,34,34,-8,2,23,0.17708,0.27366,0.30685,0.55003,0.78034,0.07179,0.23421,0.14787,0.05599,0.17822,0.10035,0.04751,0.5887,0.19104,68,0.99,0.16,0.2,0.9
0.65,0.8,32,32,-8,2,23,0.19389,0.28082,0.3069,0.55623,0.79417,0.05777,0.22782,0.14805,0.07457,0.15325,0.11599,0.03206,0.57829,0.18793,64,0.99,0.16,0.2,0.9
0.7,0.85,29,29,-7,2,23,0.14432,0.23503,0.26865,0.56355,0.76344,0.07692,0.23284,0.15964,0.04364,0.18921,0.1033,0.05634,0.62284,0.19624,58,0.99,0.16,0.2,0.9
0.05,0.25,11,11,-4,1,2,0.09285,0.23149,0.32476,0.98917,0.77239,0.10901,0.19635,0.11859,0.00904,0.18731,0.03051,0.08809,0.7108,0.15747,22,0.99,0.16,0.2,0.9
0.1,0.3,13,13,-4,1,3,0.11955,0.23865,0.32954,0.59687,0.75907,0.10253,0.25974,0.1384,0.01432,0.24541,0.03843,0.09997,0.62071,0.19907,26,0.99,0.16,0.2,0.9
0.15,0.35,15,15,-5,1,4,0.15383,0.266,0.34954,0.57865,0.77869,0.08941,0.26668,0.1319,0.0235,0.24318,0.0486,0.0833,0.57948,0.19929,30,0.99,0.16,0.2,0.9
0.2,0.4,18,18,-6,2,5,0.17995,0.24493,0.28074,0.56949,0.76522,0.07498,0.18796,0.15981,0.10367,0.08429,0.14059,0.01921,0.63209,0.17388,36,0.99,0.16,0.2,0.9
0.25,0.45,17,17,-6,1,6,0.19634,0.29627,0.36924,0.56613,0.78979,0.07982,0.26317,0.13038,0.03834,0.22483,0.06312,0.06726,0.54049,0.19677,34,0.99,0.16,0.2,0.9
0.3,0.5,20,20,-7,2,8,0.16386,0.23742,0.28582,0.55715,0.7547,0.09028,0.20212,0.15502,0.06386,0.13826,0.1137,0.04132,0.63402,0.17857,40,0.99,0.16,0.2,0.9
0.35,0.55,20,20,-7,2,9,0.17019,0.24089,0.28759,0.55693,0.75099,0.08948,0.20675,0.15953,0.06742,0.13932,0.11824,0.04129,0.62306,0.18314,40,0.99,0.16,0.2,0.9
